Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,0,-0.01980858,0.00015942,0.00000000,0.01980922,-28.31883430,0.54428011,-0.15078925,28.32446480,176.16676331,0.82090694,13.06170654,1.18100250,0.01696845,1.01839304,176.65911865,-26.97040939,0.29140052,0.40828514,26.97507286,482.38790894,577.41258820,0.00028056,1042.20397949,59171.99609375,1149.65612793,0.99727565
internalMesh,1,-0.01825736,0.00015942,0.00000000,0.01825806,4.21732521,0.84741139,-0.31513017,4.31314802,386.27151489,4.45391989,32.29230499,-19.59778595,0.12898807,3.20085073,388.15286255,6.10358763,1.01342666,-0.37246212,6.19834995,199.63993835,411.14884046,0.00014436,-389.03692627,29501.16406250,-448.36804199,0.99694675
internalMesh,2,-0.01676812,0.00015942,0.00000000,0.01676888,-24.28365135,-2.44713640,-0.11132631,24.40689659,516.87316895,5.74632597,29.61145973,14.94535637,-0.37220606,-2.44853854,517.97418213,-28.58432961,-2.27817440,0.40134850,28.67778015,169.71125793,445.82671374,0.00004278,-35.31078339,25006.34570312,-51.92027283,0.99702561
internalMesh,3,-0.01533838,0.00015942,0.00000000,0.01533921,8.90489483,-1.46841729,-0.04602032,9.02527142,179.41934204,4.04963779,26.82844162,-6.13770103,0.15099287,-1.24464905,181.56736755,5.55559492,-1.56426239,2.54513812,6.30787420,125.12952423,230.27824323,0.00000735,-114.54524994,18022.56445312,-138.55824280,0.99711210
internalMesh,4,-0.01396577,0.00015942,0.00000000,0.01396667,-1.83903909,-0.76672876,-0.15012869,1.99811816,313.11471558,2.08174157,18.32693672,4.63464165,-0.16590029,-5.06417704,313.73266602,-5.54352140,-0.88218790,1.60432959,5.83804417,120.42360687,287.18531997,0.00003422,-7.62842703,16798.06640625,-21.29256439,0.99713498
internalMesh,5,-0.01264799,0.00015942,0.00000000,0.01264899,5.87957525,-0.42154345,-0.32278532,5.90349865,109.49084473,1.67252576,14.09721470,0.35135022,-0.09279998,-3.27348948,110.45642090,3.86744356,-0.73499233,1.03444505,4.07030821,103.95877075,166.58906205,0.00002853,-0.27784866,12237.29687500,-10.72064590,0.99683183
internalMesh,6,-0.01138286,0.00015942,0.00000000,0.01138398,1.95274591,-0.34981453,-0.30548826,2.00721455,123.97632599,0.99516284,11.51931763,2.95989680,-0.12174603,-3.83006048,124.60842133,0.12432958,-0.69137627,0.39164340,0.80426586,86.80006409,155.04546516,0.00003461,25.85634613,12302.59277344,21.91652107,0.99679881
internalMesh,7,-0.01016828,0.00015942,0.00000000,0.01016953,5.11313772,-0.30853674,-0.20308295,5.12646246,54.63843536,0.92425102,9.93971062,1.41920006,-0.13781177,-1.77979195,55.58967209,3.90542173,-0.42989442,0.38169527,3.94750810,79.50571442,112.25689866,0.00001706,28.57375145,10763.53710938,28.32455826,0.99669266
internalMesh,8,-0.00900222,0.00015942,0.00000000,0.00900363,3.89958072,-0.19890299,-0.06375372,3.90517044,53.01671982,0.61813563,8.38814926,1.45756721,-0.09296510,-1.99756360,53.73675919,3.30544186,-0.30159378,0.85068971,3.42645264,70.26773071,101.27924391,0.00000934,35.05016327,10832.12500000,37.31409454,0.99637377
internalMesh,9,-0.00788276,0.00015942,0.00000000,0.00788437,4.86184025,-0.19429378,0.00034848,4.86572123,30.68479347,0.60014236,7.47156334,0.82336116,-0.11104275,-0.69666350,31.60564232,5.64344168,-0.24803488,1.43018830,5.82712555,66.83349609,86.21174277,0.00002075,34.65099335,10338.68750000,38.12413025,0.99606055
internalMesh,10,-0.00680802,0.00015942,0.00000000,0.00680988,4.49204826,-0.14897142,0.02981407,4.49461651,27.91724396,0.47221270,6.76069546,0.26262498,-0.08490923,-0.58228779,28.73530388,4.78526878,-0.12126691,1.32796776,4.96759510,60.03888321,77.61396263,0.00002466,35.45013428,10134.17187500,41.82489777,0.99582118
internalMesh,11,-0.00577621,0.00015942,0.00000000,0.00577841,4.68016481,-0.16551240,0.02717771,4.68316936,20.82876205,0.42782089,6.34959650,0.13036314,-0.07926045,-0.34677923,21.78259087,4.79774189,-0.09103206,1.02092469,4.90600681,50.15281677,63.95590646,0.00001842,35.14999008,9899.12402344,41.60792542,0.99560851
internalMesh,12,-0.00478564,0.00015942,0.00000000,0.00478829,4.58887768,-0.16209795,-0.00858653,4.59174776,18.79882240,0.36379337,5.67989111,-0.02614655,-0.08510066,0.02167294,19.64173126,4.37335873,-0.09437190,0.67682517,4.42642784,42.96783829,55.38909061,0.00001744,34.92397308,9706.67187500,42.21158981,0.99553692
internalMesh,13,-0.00383464,0.00015942,0.00000000,0.00383795,4.64060974,-0.15647362,-0.05462495,4.64356852,16.37971306,0.32419696,5.13628960,-0.03078365,-0.05281504,0.23699380,17.17094803,4.37044525,-0.12210310,0.52580923,4.40365505,34.63837814,45.55847697,0.00001844,34.38324738,9525.39257812,44.96262741,0.99554980
internalMesh,14,-0.00292163,0.00015942,0.00000000,0.00292598,4.62702370,-0.13994220,-0.11909785,4.63067150,14.89584351,0.30308089,4.74221373,-0.04516298,-0.03519651,0.47984278,15.64289379,4.45953274,-0.08103117,0.51365072,4.48974800,28.90763283,38.87819853,0.00001417,33.97669983,9347.15527344,46.74628067,0.99545693
internalMesh,15,-0.00204510,0.00015942,0.00000000,0.00205131,4.57534742,-0.11133543,-0.17156182,4.57991648,13.28127766,0.28518671,4.45211792,-0.01981937,-0.01232113,0.57560712,14.02237129,4.47915030,-0.05127450,0.29881424,4.48939943,26.45277977,35.46207290,0.00001106,33.65337753,9155.95214844,46.65594482,0.99424386
internalMesh,16,-0.00120360,0.00015942,0.00000000,0.00121411,4.52663708,-0.14483097,-0.19019890,4.53294563,11.99188232,0.28562087,4.07290220,-0.04809725,0.01615980,0.52709687,12.67894936,4.55408478,-0.20397386,0.01420777,4.55867243,25.64584160,33.82104205,0.00001112,33.48579407,8939.33398438,46.59584427,0.98942035
internalMesh,17,-0.00039571,0.00015942,0.00000000,0.00042662,4.40981150,-0.04420237,-0.16826275,4.41324186,11.08985710,0.26658711,3.47879243,-0.04582824,0.03213707,0.38613862,11.63229275,4.87354517,-0.07269482,-0.05465289,4.87439394,29.07649040,36.49410638,0.00001486,33.11617661,8664.69921875,45.75455475,0.98031729
internalMesh,18,-0.01980858,0.00048970,0.00000000,0.01981463,-32.45084763,2.74874234,-0.19724910,32.56765366,111.79007721,2.99730968,12.26113510,2.35881543,0.35422966,0.46919996,112.52666473,-30.02356720,2.19059110,0.26838011,30.10457230,367.88928223,431.41356991,0.00072872,1048.30810547,56737.24609375,1175.06665039,0.99727088
internalMesh,19,-0.01825736,0.00048970,0.00000000,0.01826393,6.40269423,3.33020449,-0.22648610,7.22053003,350.15048218,17.05130768,33.68416214,-38.05976486,-0.11837612,7.27166176,354.30517578,6.07527256,3.85147762,1.00042403,7.26248360,154.12992859,354.57290119,0.00029795,-419.96060181,28818.99609375,-485.83767700,0.99692458
internalMesh,20,-0.01676812,0.00048970,0.00000000,0.01677527,-22.13356972,-3.89773035,-0.01889226,22.47415352,466.17028809,12.87885380,24.04510880,12.67721939,-1.19387829,-4.23889923,467.16043091,-25.12138557,-3.38319421,0.19893755,25.34895706,127.97299194,379.52009209,0.00004672,-61.22862625,23963.18554688,-78.14434052,0.99696028
internalMesh,21,-0.01533838,0.00048970,0.00000000,0.01534620,4.63575077,-1.87980974,-0.09234834,5.00323868,171.07241821,8.83215904,19.62647629,-0.17146572,-0.80548394,-0.51420772,172.42366028,0.60251659,-2.03350735,0.49056163,2.17688513,101.39768219,201.16320545,0.00000986,-122.28089142,17761.50000000,-143.75587463,0.99706876
internalMesh,22,-0.01396577,0.00048970,0.00000000,0.01397435,-5.56416082,-0.15523049,-0.17525344,5.56908417,240.42132568,7.23292494,14.63052654,9.06729412,-0.93473852,-2.72335696,241.16236877,-8.67451191,-0.92658359,0.16901155,8.72549629,82.20329285,213.34567710,0.00003453,-16.41669464,16872.91992188,-31.78360367,0.99701947
internalMesh,23,-0.01264799,0.00048970,0.00000000,0.01265746,4.16044807,-0.23002195,-0.37779045,4.18389320,97.99724579,6.69481707,11.79330444,7.52301788,-0.67811430,-1.98889935,99.23897552,3.47411036,-0.60115814,0.57661974,3.57257938,64.45325470,122.69594251,0.00002818,-5.95924950,12350.03613281,-16.79651833,0.99708074
internalMesh,24,-0.01138286,0.00048970,0.00000000,0.01139339,1.07094574,-0.22195895,-0.21559501,1.11475194,117.65087128,4.12179565,11.00879765,8.76281452,-0.73919582,-1.43739867,118.57196045,-0.70918751,-0.49206510,0.20052582,0.88616341,51.76815414,118.15888757,0.00005112,22.31392288,12429.63378906,18.05429077,0.99724782
internalMesh,25,-0.01016828,0.00048970,0.00000000,0.01018006,4.97210503,-0.41262466,-0.07888167,4.98982048,55.41881561,4.12808084,9.89099312,6.15104818,-0.41621611,-1.03978527,56.79091263,3.41518044,-0.70294595,0.06598843,3.48739791,46.47660065,81.19553701,0.00001773,25.26631355,10872.82324219,24.53179741,0.99691999
internalMesh,26,-0.00900222,0.00048970,0.00000000,0.00901553,4.19730997,-0.18794855,-0.02631376,4.20159817,56.25476456,2.73651218,8.65552711,4.79522181,-0.05885617,-1.21276093,57.19679642,3.44163680,-0.66832566,0.12661324,3.50821233,41.63652420,75.45992241,0.00001401,32.69199753,10938.81933594,34.01197433,0.99614716
internalMesh,27,-0.00788276,0.00048970,0.00000000,0.00789795,5.34442616,-0.20954108,-0.03385853,5.34863949,37.33538437,2.59893513,7.76172876,3.53639221,-0.05389017,-0.43304178,38.38784027,6.11265993,-0.27121213,0.49180338,6.13840675,41.36835098,65.21637749,0.00002282,32.65096283,10423.43066406,34.35719299,0.99609983
internalMesh,28,-0.00680802,0.00048970,0.00000000,0.00682560,5.25273657,-0.13559480,-0.01299746,5.25450230,34.98067474,2.16946626,7.00490665,2.27810574,-0.06150578,-0.24225383,35.81445312,5.89738178,-0.05229786,0.77960032,5.94891787,40.18589783,62.26341729,0.00003119,33.68465805,10197.29296875,37.98310089,0.99651134
internalMesh,29,-0.00577621,0.00048970,0.00000000,0.00579693,5.66729164,-0.15607882,-0.02605481,5.66950035,27.12102890,1.93112195,6.37096119,1.89119351,-0.04004108,0.33204460,27.99208832,6.73856115,0.11394373,0.66115886,6.77187729,35.14056778,52.85212846,0.00002447,33.52813339,9951.62304688,38.56132889,0.99702644
internalMesh,30,-0.00478564,0.00048970,0.00000000,0.00481063,5.73353767,-0.11367165,-0.03375338,5.73476362,23.81030655,1.65671432,5.89810371,1.15703654,-0.00557044,0.70912576,24.62325478,7.07880688,0.26213691,0.43970427,7.09729242,31.71211052,47.39467477,0.00002864,33.49950790,9739.98437500,40.69727325,0.99739724
internalMesh,31,-0.00383464,0.00048970,0.00000000,0.00386578,5.85998535,-0.09405584,-0.02896716,5.86081171,20.71186066,1.42240691,5.57655573,0.73596340,0.04360385,0.82163912,21.52489281,6.58370209,0.13344207,0.31431013,6.59255123,25.36757851,39.22298906,0.00003237,33.09990311,9555.21875000,44.27991486,0.99758202
internalMesh,32,-0.00292163,0.00048970,0.00000000,0.00296239,5.87630272,-0.07354691,-0.03812160,5.87688637,19.14630318,1.26110685,5.35526705,0.64397949,0.07167891,0.77617043,19.94674110,6.05706930,0.12978728,0.45631409,6.07561970,18.95056534,31.83190502,0.00002600,32.75119400,9381.41210938,46.10927582,0.99744529
internalMesh,33,-0.00204510,0.00048970,0.00000000,0.00210292,5.93828058,-0.06866451,-0.06567988,5.93904066,17.46977615,1.19034183,5.16054201,0.67608196,0.09538347,0.66520309,18.27976608,6.05913115,0.15747121,0.67716020,6.09888601,16.21894264,28.12927358,0.00001788,32.51098251,9191.80273438,45.76543045,0.99603528
internalMesh,34,-0.00120360,0.00048970,0.00000000,0.00129940,5.88702679,-0.03644634,-0.08508806,5.88775444,16.13973618,1.12191188,4.85915995,0.61685014,0.13158730,0.50478655,16.91194344,5.96624088,0.02751205,0.84256911,6.02550507,14.16065693,25.22106123,0.00001328,32.40458679,8974.60253906,45.46828842,0.99331462
internalMesh,35,-0.00039571,0.00048970,0.00000000,0.00062960,5.88799238,-0.04740081,-0.09995253,5.88903141,15.13871479,1.14430285,4.45705700,0.48162872,0.09826898,0.36406952,15.83444500,6.20444345,-0.18910761,0.54863912,6.23152351,13.46717358,23.83720910,0.00001541,32.46712875,8722.89160156,45.50749588,0.98898965
internalMesh,36,-0.01980858,0.00084369,0.00000000,0.01982654,-31.22187424,4.48755836,-0.21422216,31.54345512,67.76959991,5.91197109,8.30355835,3.69451618,0.52572614,0.37256870,68.63442230,-33.13286972,3.76378703,0.24573927,33.34686661,356.15274048,397.14526913,0.00294349,1058.22155762,55664.73437500,1197.48059082,0.99733961
internalMesh,37,-0.01825736,0.00084369,0.00000000,0.01827685,10.45683384,4.87201834,-0.34440774,11.54125404,255.42942810,32.31974030,31.21522713,-44.41223526,1.37535322,0.18093467,263.13021851,13.60329056,5.57806587,0.69865596,14.71911907,150.65850830,310.14071105,0.00045292,-461.66738892,25731.46679688,-526.48748779,0.99689275
internalMesh,38,-0.01676812,0.00084369,0.00000000,0.01678933,-20.76675415,-5.62288046,-0.16935661,21.51519394,337.44439697,21.74355698,22.38054276,15.95768738,-1.36482346,-7.10741282,339.33673096,-18.59584427,-5.24298096,-0.97151619,19.34523582,145.76982117,336.55409096,0.00012183,-85.81761169,24099.50585938,-96.20299530,0.99694479
internalMesh,39,-0.01533838,0.00084369,0.00000000,0.01536157,2.25431514,-2.88894486,-0.14580981,3.66731501,108.58698273,14.82320213,18.63678169,-0.38984680,-1.33827937,-1.34502864,111.18427277,2.79598618,-2.93358874,-1.77152860,4.42287159,107.08036804,178.10384161,0.00002941,-125.99967194,17911.83789062,-143.63551331,0.99718881
internalMesh,40,-0.01396577,0.00084369,0.00000000,0.01399123,-7.81781864,-1.33904505,-0.17409612,7.93357658,160.01161194,10.83979321,12.69274521,8.95466518,-0.91053963,-1.58537221,161.13923645,-8.50680256,-2.56898427,-1.06752396,8.95013809,82.70832062,174.48039166,0.00006270,-21.18822098,17161.18945312,-34.59894943,0.99696070
internalMesh,41,-0.01264799,0.00084369,0.00000000,0.01267610,2.72747278,-1.22116017,-0.14503726,2.99188495,59.68826675,10.97140312,10.77225399,7.27430820,-0.28871408,-0.25595862,62.06582642,1.41958559,-2.03806996,-0.39110458,2.51434183,58.30959320,99.02555362,0.00004565,-10.05366039,12513.19433594,-19.30270386,0.99719107
internalMesh,42,-0.01138286,0.00084369,0.00000000,0.01141408,0.21523945,-0.88107866,-0.06415363,0.90925425,77.56298828,7.32759142,9.48744583,9.69643879,-0.38173300,0.61182994,79.08390045,-2.67844439,-1.45342946,0.13674466,3.05044603,40.99171066,88.18072928,0.00006956,19.56742668,12618.08105469,13.71588039,0.99745059
internalMesh,43,-0.01016828,0.00084369,0.00000000,0.01020322,4.18515491,-0.96312779,-0.02048874,4.29459620,37.85094833,7.72083521,8.32607555,7.26200247,-0.04691037,-0.16020817,40.17951965,2.98153520,-1.63681781,0.04330500,3.40155840,36.52942657,63.47835243,0.00002967,22.24973869,11023.89453125,19.16794777,0.99756497
internalMesh,44,-0.00900222,0.00084369,0.00000000,0.00904167,3.76983213,-0.59075397,0.03947252,3.81604290,41.71835709,5.45952654,7.64804602,5.17134285,0.43620291,-0.19083434,43.07771683,3.25635672,-1.38005471,-0.03639340,3.53691030,33.15052032,60.56348543,0.00003900,30.47277832,11067.03515625,30.84333611,0.99714857
internalMesh,45,-0.00788276,0.00084369,0.00000000,0.00792778,5.08108282,-0.57698637,0.03934507,5.11388922,29.34452438,4.92178106,6.86365700,3.80308962,0.32735902,-0.04621196,30.77348900,5.56555700,-0.76378983,-0.02270029,5.61776781,31.88352776,52.44850925,0.00004666,30.77013016,10509.85742188,32.19325256,0.99712020
internalMesh,46,-0.00680802,0.00084369,0.00000000,0.00686009,5.15403223,-0.42528120,0.06857658,5.17200279,29.84631920,4.00226402,5.97537851,2.38496661,0.10689832,-0.05955407,30.79332924,6.07872295,-0.31580943,0.39917478,6.09999561,31.87346268,51.78544620,0.00006467,32.11100006,10228.56738281,35.46403122,0.99706233
internalMesh,47,-0.00577621,0.00084369,0.00000000,0.00583750,5.61895943,-0.41757330,0.06095345,5.63478374,25.89925003,3.54570746,5.33022165,2.27161622,0.05903721,0.31694663,26.77720451,6.85115004,-0.28254932,0.43950605,6.87104464,28.27688408,45.66447291,0.00005544,32.10950470,9960.33203125,36.81196976,0.99680310
internalMesh,48,-0.00478564,0.00084369,0.00000000,0.00485944,5.77128649,-0.32793286,0.07910762,5.78113699,24.67427635,3.15633321,5.03981590,1.67658365,0.04608369,0.52276027,25.44147110,7.44601154,0.03169192,0.31684294,7.45281696,23.59240341,40.02761607,0.00005939,32.20224380,9748.83007812,40.16078186,0.99679345
internalMesh,49,-0.00383464,0.00084369,0.00000000,0.00392635,5.95993328,-0.27753419,0.09554698,5.96715689,21.88098717,2.79775858,4.79419851,1.38759184,0.05312878,0.58556372,22.62433434,7.20685768,0.18293819,0.08423519,7.20967102,18.57255363,33.30902992,0.00007418,31.91073418,9569.59667969,43.74632645,0.99711102
internalMesh,50,-0.00292163,0.00084369,0.00000000,0.00304101,6.01959324,-0.24838954,0.09207511,6.02541924,19.94022751,2.50151205,4.59643269,1.21764827,0.07230382,0.59151351,20.65999031,6.63800573,0.21473028,0.14128536,6.64298058,14.82504272,28.34412914,0.00005791,31.66302109,9393.71972656,45.43011093,0.99768919
internalMesh,51,-0.00204510,0.00084369,0.00000000,0.00221230,6.10438442,-0.20802568,0.06983002,6.10832691,17.65300751,2.31610250,4.52832937,1.04725444,0.07986788,0.53359205,18.40887260,6.44964647,0.21978600,0.41961575,6.46701813,12.91504002,25.16375795,0.00003920,31.48084259,9207.14941406,44.82718277,0.99662876
internalMesh,52,-0.00134099,0.00078265,0.00000000,0.00155267,6.11177921,-0.17981093,0.05157687,6.11464119,15.97031021,2.17850947,4.45211744,0.81112301,0.06789096,0.40989488,16.74659920,6.30930948,-0.10215402,0.68066919,6.34674168,11.55848217,22.85895184,0.00002949,31.46198082,9006.56738281,44.28896332,0.99477124
internalMesh,53,-0.00026381,0.00078265,0.00000000,0.00082591,6.10934734,-0.12518921,0.04237932,6.11077690,14.85868740,2.06734991,4.27688026,0.56035638,0.05450075,0.23243886,15.61144543,6.36460829,-0.31414902,0.53006357,6.39436436,10.27281380,20.87427187,0.00003405,31.55026817,8779.72558594,44.36668777,0.99511063
internalMesh,54,-0.01980858,0.00122309,0.00000000,0.01984631,-29.98921394,5.74600649,-0.23682167,30.53564453,54.98929977,8.60829067,6.08303308,5.39662457,0.62915289,0.29663333,56.25421143,-33.19187927,4.85135841,0.25440934,33.54550934,346.92489624,381.76517899,0.00521765,1060.27014160,56778.88671875,1210.14135742,0.99743545
internalMesh,55,-0.01825736,0.00122309,0.00000000,0.01829829,14.35423088,6.50826740,-0.46826509,15.76771259,192.99043274,46.11064529,29.36517715,-37.26747894,3.61264515,1.27081358,204.05230713,17.91342735,6.56392384,0.43437061,19.08309937,153.24046326,287.47361076,0.00051559,-509.12579346,24105.11914062,-562.13122559,0.99685699
internalMesh,56,-0.01676812,0.00122309,0.00000000,0.01681267,-18.20456123,-5.89197111,-0.18543954,19.13519669,287.53088379,26.70960426,19.97306252,15.87396622,-1.29546404,-6.93279409,289.97940063,-15.78889942,-4.83437109,0.02394136,16.51245117,150.77386475,317.88063293,0.00048191,-105.11990356,26051.67382812,-111.85913849,0.99686325
internalMesh,57,-0.01533838,0.00122309,0.00000000,0.01538707,1.36646330,-3.30703640,-0.02098286,3.57828903,89.89018250,17.05748367,16.90278053,-1.09082615,-0.89137483,-1.50312304,93.06529999,4.02302361,-2.57903051,-1.02511549,4.88743067,108.31466675,170.23987629,0.00008575,-127.91931915,19018.29492188,-149.60954285,0.99735415
internalMesh,58,-0.01396577,0.00122309,0.00000000,0.01401922,-7.60546207,-1.91137731,-0.00981441,7.84197140,111.88533783,12.90345860,11.71698475,6.83477831,-0.81449002,-1.93337655,113.46026611,-6.28271770,-2.72708559,-1.00925314,6.92301464,81.31364441,149.56653300,0.00009630,-26.40556145,17522.22656250,-37.80439758,0.99730211
internalMesh,59,-0.01264799,0.00122309,0.00000000,0.01270699,1.61085188,-2.09973669,0.05577450,2.64704537,41.96711731,13.05395412,10.80156422,5.00739193,-0.16562954,-1.50655711,45.55973434,0.33217233,-2.25288343,-1.09281039,2.52587748,55.25818634,88.16950748,0.00003905,-14.23133755,12667.62402344,-22.32654953,0.99732310
internalMesh,60,-0.01138286,0.00122309,0.00000000,0.01144838,-0.37711272,-1.35734260,0.06936836,1.41046262,51.73999023,8.90692425,7.86873055,6.50451612,-0.22348680,0.37622824,53.48623276,-2.55383921,-2.08586669,-0.49893695,3.33494711,39.21767044,73.47549180,0.00005338,16.20901489,12717.39160156,8.27397919,0.99738973
internalMesh,61,-0.01016828,0.00122309,0.00000000,0.01024157,3.47674203,-1.42815459,0.08015925,3.75949287,27.67242050,10.03904057,7.15619564,5.71784735,0.04359999,0.07070707,30.82948303,2.54682755,-2.36917114,-0.17206997,3.48265862,33.65559769,56.08942881,0.00004356,19.35320473,11088.44628906,13.38588810,0.99779224
internalMesh,62,-0.00900222,0.00122309,0.00000000,0.00908493,3.31063962,-0.89079499,0.11094281,3.43018341,30.54318810,7.46872997,6.70245457,4.01044083,0.37852055,0.45013535,32.40402222,2.56458426,-1.70778501,-0.20915532,3.08826303,29.00457764,51.36176455,0.00008970,28.25553131,11094.34472656,26.90193558,0.99795145
internalMesh,63,-0.00788276,0.00122309,0.00000000,0.00797708,4.65806341,-0.80390614,0.11964088,4.72843885,21.71386909,6.73359060,6.03819370,2.96099138,0.34808388,0.47739708,23.71517754,5.11393070,-1.02374458,0.02350076,5.21544743,28.48488617,45.72771356,0.00007396,28.84464073,10548.31933594,29.49757195,0.99747753
internalMesh,64,-0.00680802,0.00122309,0.00000000,0.00691701,4.88175774,-0.57172358,0.11139690,4.91638422,22.88528633,5.41368437,5.15394115,1.50527442,0.18752520,0.58193296,24.12979698,6.03163099,-0.48602542,0.65239078,6.08624744,26.49122429,43.21768027,0.00007416,30.35230827,10246.81054688,33.58751297,0.99726719
internalMesh,65,-0.00577621,0.00122309,0.00000000,0.00590429,5.39218283,-0.52558482,0.10924867,5.41883850,20.77545547,4.76644087,4.56834078,1.63249540,0.25617051,0.67818928,21.87233162,6.81216526,-0.37905404,0.64495033,6.85311890,23.14965248,38.20477295,0.00009687,30.50992203,9977.24121094,35.34442520,0.99733204
internalMesh,66,-0.00478564,0.00122309,0.00000000,0.00493946,5.58272600,-0.39932039,0.11824556,5.59823799,21.54314423,4.28347731,4.28477383,1.53236651,0.28272888,0.73982084,22.44526482,7.17057228,-0.17636313,0.33163029,7.18040323,19.03921700,34.09491308,0.00010163,30.72332191,9774.68457031,38.63283157,0.99762750
internalMesh,67,-0.00383464,0.00122309,0.00000000,0.00402497,5.82737589,-0.32151091,0.12372528,5.83754969,20.42511368,3.89449191,4.11581278,1.63663900,0.27886736,0.48916718,21.26706123,7.13560295,0.08537479,-0.07236741,7.13648081,14.80085945,29.01856841,0.00010047,30.56861687,9599.99804688,42.70322800,0.99825728
internalMesh,68,-0.00292163,0.00122309,0.00000000,0.00316731,5.93791533,-0.26514921,0.10927524,5.94483662,19.66706276,3.58998799,3.92395616,1.72649586,0.27201998,0.23353438,20.44964790,6.80397701,0.25948113,-0.12031188,6.80998611,12.13426399,25.72476781,0.00007798,30.46376991,9420.52148438,44.76979828,0.99858457
internalMesh,69,-0.00204510,0.00122309,0.00000000,0.00238294,6.06829023,-0.20623605,0.07789515,6.07229328,17.89912796,3.41318774,3.83634686,1.60654652,0.21727987,0.09335084,18.69179153,6.59161901,0.29879001,0.10309602,6.59919262,10.36935139,22.94368106,0.00005301,30.41430473,9230.93652344,43.93324280,0.99764049
internalMesh,70,-0.00120360,0.00127057,0.00000000,0.00175014,6.12262535,-0.14833327,0.04831109,6.12461233,16.09451294,3.22639132,3.86766696,1.29077983,0.14199233,0.06613237,16.91426659,6.39489937,0.04442522,0.31575495,6.40284395,9.48223019,21.07651805,0.00005407,30.44321060,9040.03613281,42.93822098,0.99614811
internalMesh,71,-0.00039571,0.00127057,0.00000000,0.00133077,6.14266872,-0.09530655,0.04219340,6.14355278,14.55772400,3.05520129,3.82476592,0.87909263,0.10480101,0.09574817,15.38451767,6.36325979,-0.15084910,0.32729977,6.37345695,8.41715908,19.13600451,0.00005694,30.55166245,8841.81640625,42.80754471,0.99718612
internalMesh,72,-0.01980858,0.00162971,0.00000000,0.01987551,-29.07895470,6.86026859,-0.26274922,29.87838554,51.80828857,11.53672695,4.69315577,6.75971556,0.67293710,0.27189332,53.71630096,-33.11605453,5.87870169,0.32985562,33.63541412,340.90701294,374.92604938,0.00607120,1045.37219238,58625.00781250,1200.98156738,0.99764371
internalMesh,73,-0.01825736,0.00162971,0.00000000,0.01832996,18.72336006,7.75432110,-0.64285553,20.27577209,149.40048218,60.19144440,27.62973213,-24.19869232,5.35778141,2.48786020,165.30998230,21.73043251,7.64147234,-0.05560641,23.03490639,165.84140015,284.45220876,0.00060252,-551.06152344,24495.18554688,-588.86090088,0.99683881
internalMesh,74,-0.01695048,0.00162971,0.00000000,0.01702865,-15.06422234,-5.75466871,-0.15809186,16.12674713,251.30053711,31.47851562,19.22692299,12.72257519,-0.62719613,-4.75131893,254.35676575,-12.77575493,-5.06532145,0.00300760,13.74326801,154.58824158,305.59124042,0.00064494,-112.47481537,28991.31835938,-113.70790863,0.99676698
internalMesh,75,-0.01510495,0.00155959,0.00000000,0.01518525,2.09461570,-3.84843040,0.16283044,4.38455772,70.81639862,21.16716766,16.12824440,-2.30324793,0.05755600,-0.84508830,75.69117737,6.47280645,-2.85816050,0.01368222,7.07576799,108.36252594,162.41841477,0.00011090,-129.63491821,20556.94335938,-150.50335693,0.99738657
internalMesh,76,-0.01396577,0.00162971,0.00000000,0.01406053,-6.43734074,-2.79008341,0.19528629,7.01869345,88.73523712,14.52995968,10.33997154,5.20491123,-0.22273919,-1.11227763,90.66617584,-5.27176714,-2.94844913,0.06096258,6.04057932,78.57971954,135.38231250,0.00017175,-30.57648277,17832.80859375,-39.75855255,0.99809933
internalMesh,77,-0.01264799,0.00157712,0.00000000,0.01274594,1.60170507,-2.91366649,0.27002507,3.33583951,32.36365891,15.64002705,9.89141655,3.50882649,0.04230733,-1.89221048,37.49334717,1.63599122,-2.99603224,-0.61718768,3.46894765,57.09643173,86.04398731,0.00005596,-18.14139557,12820.10937500,-25.34633446,0.99800307
internalMesh,78,-0.01138286,0.00157712,0.00000000,0.01149160,-0.51283795,-1.92942131,0.22244579,2.00876856,36.38179779,10.75683880,7.08790588,3.38104010,-0.46972993,-0.38655347,38.74770737,-2.16145015,-2.75708055,-0.43850553,3.53067231,41.74104691,68.85431891,0.00008476,13.41761494,12703.17675781,3.69718027,0.99748957
internalMesh,79,-0.01016828,0.00162971,0.00000000,0.01029805,3.09559178,-1.95727479,0.13114685,3.66480732,20.86322212,11.90772438,6.26912165,3.53023744,-0.06501098,0.23629355,25.07772827,2.10359073,-2.73901749,-0.10673133,3.45524263,34.55425644,54.07429202,0.00004621,16.78354454,11118.83007812,8.52478600,0.99760687
