Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,2858,0.08709052,-0.01228318,0.00000000,0.08795246,0.72905922,-0.54599977,0.02615347,0.91122288,1.53501248,0.59385175,0.14059593,0.13340287,0.03901369,-0.03819188,1.65815187,-0.30654496,-0.53988647,0.02713954,0.62143683,0.13240045,1.26713055,0.00000793,32.92400742,4137.53759766,40.55921555,0.78608072
internalMesh,2859,0.08829601,-0.01229694,0.00000000,0.08914819,0.75828785,-0.53453904,0.05773560,0.92955142,1.47331607,0.58064544,0.15713364,0.14234962,0.04083176,-0.07022083,1.59980059,-0.21093737,-0.57074827,0.04905264,0.61045420,0.12940189,1.23494946,0.00000907,33.10391617,4091.81201172,40.81950378,0.78688949
internalMesh,2860,0.08951087,-0.01231081,0.00000000,0.09035349,0.76977730,-0.50590450,0.07666507,0.92432350,1.41899323,0.54759759,0.15640435,0.14572853,0.03811875,-0.09361902,1.53926003,-0.17169136,-0.55429751,0.06725153,0.58416301,0.12794062,1.18943822,0.00000982,33.27666855,4046.06152344,41.07725525,0.78870076
internalMesh,2861,0.09073519,-0.01232479,0.00000000,0.09156841,0.78600609,-0.47384682,0.08450268,0.92167079,1.34764552,0.51069236,0.14562792,0.14901502,0.02592617,-0.10052887,1.45984459,-0.18729283,-0.54830050,0.13211717,0.59427857,0.13044944,1.13243237,0.00001083,33.43873978,4000.23388672,41.27157974,0.78644526
internalMesh,2862,0.09196902,-0.01233888,0.00000000,0.09279304,0.81663311,-0.45544755,0.07512040,0.93806458,1.27080369,0.46845677,0.13227263,0.16009162,0.01267734,-0.08926617,1.37318909,-0.19433911,-0.54907298,0.12766244,0.59627724,0.13087267,1.06663920,0.00001019,33.58280182,3954.45263672,41.46323395,0.78796667
internalMesh,2863,0.09321244,-0.01235307,0.00000000,0.09402743,0.84500444,-0.44890407,0.05550195,0.95845073,1.20882964,0.44766104,0.12475752,0.16442119,0.00659537,-0.07772508,1.30780458,-0.17601900,-0.56293827,0.07771935,0.59491384,0.12171534,1.01233941,0.00001057,33.71019745,3908.58618164,41.66466141,0.79277867
internalMesh,2864,0.09446552,-0.01236738,0.00000000,0.09527165,0.87890261,-0.43950683,0.04468706,0.98368341,1.14914846,0.44037047,0.12589552,0.16450787,-0.00532707,-0.06776384,1.24980044,-0.11890707,-0.55874413,0.03377564,0.57225406,0.11523867,0.97294586,0.00001033,33.83406448,3862.69628906,41.89714050,0.79713446
internalMesh,2865,0.09572836,-0.01238180,0.00000000,0.09652578,0.91858166,-0.41743386,0.04282039,1.00988948,1.08994663,0.44142357,0.11664162,0.14762376,-0.01377340,-0.04714942,1.19190991,-0.06087124,-0.52399004,-0.00034803,0.52751398,0.11461336,0.93861923,0.00001249,33.94603348,3816.75048828,42.13247299,0.79841465
internalMesh,2866,0.09700100,-0.01239633,0.00000000,0.09778990,0.96242464,-0.39727014,0.03889104,1.04191995,1.02844357,0.44937995,0.10693351,0.12285800,-0.01625090,-0.02204519,1.13442385,-0.03145467,-0.50222898,0.00637127,0.50325334,0.10995171,0.90233017,0.00001304,34.03571701,3770.66699219,42.31987762,0.79990488
internalMesh,2867,0.09828355,-0.01241097,0.00000000,0.09906406,1.00680470,-0.38527343,0.04495739,1.07894039,0.98901749,0.43317547,0.10256589,0.10697518,-0.01614780,-0.01457963,1.09006119,0.03658481,-0.50658709,0.03622855,0.50919688,0.10172034,0.86409977,0.00001114,34.10874176,3724.59521484,42.45615768,0.80090129
internalMesh,2868,0.09957606,-0.01242572,0.00000000,0.10034835,1.04454088,-0.38513038,0.04597894,1.11422849,0.96111697,0.44112179,0.09795441,0.10665194,-0.00877920,-0.00969734,1.06746197,0.12411947,-0.55401891,0.02171217,0.56816727,0.10024137,0.85033795,0.00000972,34.17240143,3678.55444336,42.59876633,0.79968506
internalMesh,2869,0.10087863,-0.01244060,0.00000000,0.10164283,1.07954860,-0.39330593,0.03591617,1.14952374,0.94888377,0.47057727,0.10627175,0.10666537,0.00677834,-0.00709255,1.06985557,0.18103622,-0.59669811,-0.02594269,0.62409598,0.09954167,0.86240809,0.00000903,34.22696686,3632.53686523,42.75025940,0.79446387
internalMesh,2870,0.10219132,-0.01245558,0.00000000,0.10294759,1.12827146,-0.42937952,0.01998083,1.20737839,0.92326605,0.48067588,0.11400750,0.13573767,0.01055630,-0.00323645,1.05594218,0.22409089,-0.61678177,-0.04426838,0.65772045,0.09930609,0.85828084,0.00000774,34.28331757,3586.50048828,42.91057205,0.79026073
internalMesh,2871,0.10351422,-0.01247069,0.00000000,0.10426270,1.18662667,-0.47283277,-0.00031638,1.27736199,0.88565272,0.51418513,0.11730765,0.16048869,0.00725862,0.00517820,1.04324698,0.29247501,-0.65241873,-0.03714793,0.71594119,0.09944893,0.85802168,0.00000700,34.35729218,3540.28637695,43.09308243,0.78823727
internalMesh,2872,0.10484740,-0.01248591,0.00000000,0.10558823,1.23945856,-0.51258767,-0.01161491,1.34131968,0.84736252,0.55528742,0.11078276,0.16705810,0.00363322,0.01258974,1.03282154,0.37345475,-0.69595969,-0.05284301,0.79159379,0.10399012,0.86070649,0.00000757,34.44781113,3493.85131836,43.28132248,0.78799599
internalMesh,2873,0.10619095,-0.01250125,0.00000000,0.10692426,1.29529905,-0.55493057,-0.02051984,1.40931499,0.79608077,0.59197778,0.10691076,0.17327246,-0.00028844,0.02140443,1.01296282,0.45505726,-0.72072709,-0.10325311,0.85859525,0.10867450,0.85615917,0.00000816,34.55694199,3447.26855469,43.45347977,0.78808767
internalMesh,2874,0.10754494,-0.01251670,0.00000000,0.10827087,1.34721982,-0.58624005,-0.01906306,1.46936786,0.75122458,0.63387114,0.10520753,0.16848484,-0.00446738,0.02315137,1.00306666,0.55336648,-0.71267360,-0.09525600,0.90729922,0.11062690,0.85577854,0.00000972,34.68499756,3400.71264648,43.60395050,0.78829485
internalMesh,2875,0.10890946,-0.01253228,0.00000000,0.10962814,1.39604831,-0.60213524,-0.00722729,1.52038479,0.71390724,0.66733289,0.10436414,0.14913842,-0.00982248,0.01795408,0.99425834,0.65652740,-0.70842957,-0.07579817,0.96883750,0.11210874,0.85491086,0.00001037,34.81690216,3354.38696289,43.71715927,0.78681862
internalMesh,2876,0.11028459,-0.01254798,0.00000000,0.11099613,1.44564414,-0.61120117,0.00704039,1.56955516,0.68292320,0.68194962,0.10558123,0.13061382,-0.00738624,0.00814116,0.97967726,0.78345352,-0.71403539,-0.07408891,1.06260765,0.11145923,0.84668623,0.00001241,34.93622971,3308.42919922,43.78149414,0.78434414
internalMesh,2877,0.11167040,-0.01256380,0.00000000,0.11237495,1.49719036,-0.61345136,0.01247470,1.61804116,0.65224767,0.66785246,0.10130168,0.12186081,0.00189910,0.00228231,0.94687635,0.90263647,-0.71718854,-0.07356084,1.15521562,0.11112610,0.82182699,0.00001149,35.04441452,3262.74121094,43.85601807,0.78406036
internalMesh,2878,0.11306700,-0.01257975,0.00000000,0.11376466,1.54162371,-0.60292929,0.00239544,1.65533471,0.62145317,0.63726437,0.09744031,0.11204324,0.01416545,0.00529206,0.90254468,0.98438931,-0.73252177,-0.05243420,1.22815299,0.11166854,0.78974749,0.00000963,35.14437103,3216.90698242,43.97099686,0.78495526
internalMesh,2879,0.11447445,-0.01259582,0.00000000,0.11516534,1.58691108,-0.59136045,-0.01206338,1.69355822,0.59308666,0.61084640,0.09454741,0.09572538,0.02700195,0.00938032,0.86244118,1.03945363,-0.75338566,-0.02283938,1.28396857,0.11340342,0.76264367,0.00000759,35.23542786,3171.01196289,44.12280655,0.78616798
internalMesh,2880,0.11589285,-0.01261201,0.00000000,0.11657708,1.63312578,-0.58434582,-0.01811337,1.73461461,0.57020968,0.59458214,0.08910813,0.08517402,0.03695675,0.00890636,0.83385068,1.10323787,-0.75679272,-0.05094344,1.33882940,0.10990910,0.73685907,0.00000758,35.31670761,3125.17114258,44.28000259,0.78890318
internalMesh,2881,0.11732227,-0.01262833,0.00000000,0.11799996,1.67359245,-0.57778907,-0.01958863,1.77063143,0.56149203,0.57281768,0.08130946,0.08468547,0.03428937,0.01072428,0.81145978,1.15934241,-0.76190162,-0.06617703,1.38886583,0.10368171,0.71149125,0.00000776,35.38809586,3079.37060547,44.39753723,0.78928864
internalMesh,2882,0.11876281,-0.01264477,0.00000000,0.11943406,1.71422768,-0.57102764,-0.02186014,1.80696619,0.54949552,0.54656547,0.07835059,0.09300730,0.03035567,0.01744055,0.78529865,1.20404387,-0.77425456,-0.05819092,1.43268204,0.10083889,0.68804467,0.00000949,35.45076370,3033.56689453,44.51068497,0.78626120
internalMesh,2883,0.12021454,-0.01266135,0.00000000,0.12087947,1.75457418,-0.56259602,-0.02623306,1.84275150,0.54391503,0.52633554,0.07336014,0.09455396,0.02587301,0.02735564,0.76721090,1.25181305,-0.79355204,-0.07999565,1.48430455,0.09528553,0.66709092,0.00000882,35.50575256,2987.33300781,44.63865662,0.78088641
internalMesh,2884,0.12167757,-0.01267805,0.00000000,0.12233627,1.79883826,-0.54987532,-0.03200326,1.88127780,0.52965319,0.51169431,0.06552138,0.08646525,0.02235705,0.03245522,0.74544352,1.32143283,-0.77303755,-0.09999680,1.53420043,0.09077797,0.64421243,0.00000834,35.55030823,2941.02758789,44.75654221,0.76856875
internalMesh,2885,0.12315197,-0.01269488,0.00000000,0.12380455,1.83976364,-0.52815592,-0.02994437,1.91430807,0.51473492,0.49758288,0.05693661,0.06805830,0.02760921,0.02429390,0.72233438,1.40216637,-0.73324275,-0.10404734,1.58573055,0.08720757,0.62183480,0.00000884,35.58119583,2894.78100586,44.85175705,0.75683224
internalMesh,2886,0.12463782,-0.01271185,0.00000000,0.12528439,1.87418044,-0.49929997,-0.01993943,1.93965209,0.50612700,0.48239952,0.05732383,0.04883913,0.03403459,0.00636781,0.70409089,1.41615832,-0.69635743,-0.08792109,1.58055317,0.08298864,0.60591386,0.00000771,35.59782028,2848.57055664,44.93202209,0.75334013
internalMesh,2887,0.12613524,-0.01272894,0.00000000,0.12677588,1.90797067,-0.47001645,-0.00799757,1.96502709,0.49005243,0.46323434,0.06113916,0.03883130,0.03355181,-0.01200708,0.67915624,1.43249488,-0.65419853,-0.02340520,1.57498097,0.07635048,0.58356345,0.00000657,35.60155487,2802.35522461,44.97698975,0.75250667
internalMesh,2888,0.12764429,-0.01274617,0.00000000,0.12827911,1.93827462,-0.44026291,0.00089282,1.98764706,0.47994456,0.45016208,0.06235743,0.02594417,0.02914515,-0.02207092,0.66248834,1.45847714,-0.64095891,-0.00796485,1.59312499,0.07138152,0.56761358,0.00000652,35.59509277,2756.22021484,44.97801208,0.75154078
internalMesh,2889,0.12916508,-0.01276354,0.00000000,0.12979416,1.97074807,-0.40993652,0.00510613,2.01293874,0.47002754,0.44391659,0.06062370,0.00854892,0.02335709,-0.02304972,0.65024072,1.47340703,-0.62391222,-0.03210333,1.60038292,0.06784537,0.55512931,0.00000602,35.57884216,2710.10717773,44.99887466,0.75034690
internalMesh,2890,0.13069769,-0.01278103,0.00000000,0.13132114,2.00396204,-0.37796429,0.00846741,2.03931189,0.46840876,0.43331295,0.06006635,-0.01250070,0.01800395,-0.02484575,0.64177299,1.52018738,-0.59948176,-0.04494209,1.63473785,0.06254554,0.54343961,0.00000795,35.55335617,2663.95947266,45.02812195,0.74882245
internalMesh,2891,0.13224222,-0.01279867,0.00000000,0.13286011,2.03364325,-0.34602445,0.01453241,2.06292248,0.47863683,0.41243204,0.06012345,-0.03248266,0.01627614,-0.02966216,0.63640249,1.56995440,-0.59587032,-0.05334385,1.68007851,0.06076083,0.53635703,0.00000837,35.51823044,2617.84472656,45.01219177,0.74570173
internalMesh,2892,0.13379875,-0.01281644,0.00000000,0.13441118,2.06347156,-0.31703299,0.02032658,2.08778310,0.48923555,0.38390291,0.05745078,-0.04229961,0.01231390,-0.03095138,0.62684315,1.60607696,-0.59227055,-0.03202425,1.71210194,0.06423973,0.52953436,0.00000655,35.47441483,2571.80322266,45.00858307,0.74396831
internalMesh,2893,0.13536739,-0.01283435,0.00000000,0.13597444,2.09567547,-0.29001775,0.02195488,2.11576176,0.49706778,0.35913685,0.05462719,-0.04802831,0.00526152,-0.02666778,0.61813051,1.66550326,-0.55627239,0.04727462,1.75658047,0.06858744,0.52400332,0.00000849,35.42219162,2525.76806641,45.01226044,0.74435723
internalMesh,2894,0.13694822,-0.01285239,0.00000000,0.13754999,2.12682080,-0.26305720,0.02128682,2.14313293,0.50541699,0.34351543,0.05560748,-0.05636495,0.00123781,-0.02273265,0.61663336,1.73405683,-0.50557905,0.12615752,1.81065702,0.06864769,0.52091761,0.00000926,35.36136627,2479.72656250,44.97711182,0.74575865
internalMesh,2895,0.13854134,-0.01287058,0.00000000,0.13913790,2.15336561,-0.23602395,0.01883766,2.16634393,0.51157409,0.33680379,0.05844067,-0.06565495,0.00032660,-0.01949198,0.61907250,1.80535209,-0.46319780,0.11563274,1.86740983,0.06713338,0.52054266,0.00000822,35.29213715,2433.72998047,44.88721466,0.74856025
internalMesh,2896,0.14014684,-0.01288891,0.00000000,0.14073827,2.17647672,-0.21116228,0.01362980,2.18673873,0.51041573,0.33561569,0.05741597,-0.06962972,-0.00013447,-0.01252544,0.61762762,1.88446283,-0.42823341,0.01732350,1.93258488,0.06830217,0.52002588,0.00000743,35.21647263,2387.90356445,44.77479172,0.74905914
internalMesh,2897,0.14176483,-0.01290738,0.00000000,0.14235122,2.19627452,-0.19103907,0.00566949,2.20457482,0.50544959,0.32917038,0.05364268,-0.06635741,0.00036782,-0.00437654,0.60920650,1.95553100,-0.36807171,-0.07632855,1.99133229,0.07147563,0.51560697,0.00000655,35.13894272,2342.31860352,44.66945648,0.74700207
internalMesh,2898,0.14339541,-0.01292600,0.00000000,0.14397682,2.21395946,-0.17320974,-0.00093757,2.22072482,0.49876240,0.31632110,0.04938187,-0.05827762,0.00519602,-0.00249878,0.59555948,1.98536515,-0.24423966,-0.08020422,2.00193930,0.07253836,0.50477105,0.00000703,35.06325912,2297.01171875,44.63920593,0.73673368
internalMesh,2899,0.14503866,-0.01294476,0.00000000,0.14561517,2.22973037,-0.15634727,-0.00399898,2.23520875,0.49493667,0.30047914,0.04811417,-0.05067957,0.00950333,-0.00601125,0.58331800,1.95679557,-0.15975338,-0.01470435,1.96336091,0.06474016,0.48650513,0.00000728,34.98831940,2251.81591797,44.53554916,0.73070204
internalMesh,2900,0.14669468,-0.01296367,0.00000000,0.14726638,2.24269199,-0.14192133,-0.00484741,2.24718332,0.49918139,0.28690401,0.04750328,-0.04738433,0.00964181,-0.01023830,0.57982373,1.92110670,-0.15809073,0.03196222,1.92786551,0.06212582,0.47892016,0.00000694,34.91534042,2206.68310547,44.38707733,0.72645193
internalMesh,2901,0.14836358,-0.01298272,0.00000000,0.14893053,2.25612164,-0.13034795,-0.00285681,2.25988579,0.50157237,0.27678639,0.04693110,-0.04273727,0.00904577,-0.01435274,0.57663018,1.97135842,-0.20058614,0.06082257,1.98247027,0.06340320,0.47604811,0.00000751,34.84532166,2161.67724609,44.25743866,0.72653013
internalMesh,2902,0.15004545,-0.01300192,0.00000000,0.15060773,2.26976800,-0.12054113,0.00060523,2.27296662,0.49972650,0.27036515,0.04603565,-0.03432653,0.00926158,-0.01892448,0.57145900,2.04973817,-0.23638354,0.07488979,2.06468201,0.06426264,0.47232631,0.00000860,34.77928543,2116.74072266,44.14257431,0.73334008
internalMesh,2903,0.15174041,-0.01302127,0.00000000,0.15229808,2.28161550,-0.11009657,0.00322589,2.28427243,0.49658501,0.26747844,0.04465740,-0.02371028,0.00992991,-0.02111350,0.56678236,2.11072540,-0.25313896,0.05828280,2.12664938,0.06396368,0.46832410,0.00000829,34.71748352,2071.87988281,44.05434799,0.73774052
internalMesh,2904,0.15344854,-0.01304077,0.00000000,0.15400167,2.29065347,-0.09684084,0.00480209,2.29270458,0.49292204,0.26453987,0.04265016,-0.01305110,0.01105298,-0.02093579,0.56169683,2.10379910,-0.25084320,0.02018026,2.11879683,0.06204648,0.46210251,0.00000679,34.65959167,2027.21020508,44.01069260,0.73925072
internalMesh,2905,0.15516994,-0.01306043,0.00000000,0.15571861,2.29856539,-0.08122861,0.00779855,2.30001354,0.48435798,0.25969917,0.04059841,-0.00222511,0.01027901,-0.02228824,0.55163568,2.10562110,-0.24572684,-0.03855748,2.12026143,0.05939870,0.45172647,0.00000498,34.60505676,1982.70263672,43.98951340,0.73754376
internalMesh,2906,0.15690473,-0.01308023,0.00000000,0.15744900,2.30503941,-0.06558957,0.01263428,2.30600691,0.47550553,0.25630397,0.04001867,0.00893178,0.00771528,-0.02619172,0.54242420,2.16661668,-0.24839845,-0.06847282,2.18188405,0.05559957,0.44151369,0.00000473,34.55313873,1938.37817383,43.97160721,0.73152822
internalMesh,2907,0.15865301,-0.01310019,0.00000000,0.15919294,2.30909133,-0.04931251,0.01668668,2.30967808,0.47188479,0.25309035,0.04062301,0.01653515,0.00469861,-0.02914615,0.53807545,2.17829347,-0.21033584,-0.01465564,2.18847394,0.05306851,0.43586763,0.00000518,34.50383759,1894.26281738,43.94075775,0.72066140
internalMesh,2908,0.16041488,-0.01312031,0.00000000,0.16095054,2.31159258,-0.03117880,0.01970825,2.31188679,0.46843579,0.24516745,0.04188962,0.02105204,0.00131044,-0.03287301,0.53180772,2.20228601,-0.16085204,0.02994330,2.20835543,0.05170325,0.42944970,0.00000595,34.45647430,1850.38012695,43.87601852,0.71050459
internalMesh,2909,0.16219045,-0.01314058,0.00000000,0.16272190,2.31297922,-0.01349888,0.02258379,2.31312895,0.46046752,0.23037499,0.04436964,0.02813028,-0.00191484,-0.03942696,0.51905787,2.21560431,-0.14124575,0.03923549,2.22044873,0.05196481,0.41957086,0.00000603,34.40986633,1806.73364258,43.80222321,0.70834285
internalMesh,2910,0.16397983,-0.01316101,0.00000000,0.16450713,2.30882692,0.00336514,0.02500769,2.30896473,0.46354869,0.21541262,0.04719628,0.03407844,-0.00510750,-0.04658079,0.51658946,2.21535182,-0.12117290,0.04727944,2.21916699,0.05207851,0.41515729,0.00000660,34.36365128,1763.31652832,43.77168655,0.70869124
internalMesh,2911,0.16578311,-0.01318159,0.00000000,0.16630633,2.30039072,0.01833548,0.02646624,2.30061603,0.47567177,0.20625073,0.04744143,0.03919615,-0.00749198,-0.05187606,0.52472591,2.21986079,-0.11096077,0.04632842,2.22311497,0.05203089,0.41671286,0.00000694,34.31774902,1720.12829590,43.75483322,0.70723075
internalMesh,2912,0.16760042,-0.01320234,0.00000000,0.16811960,2.29038668,0.02981564,0.02737333,2.29074430,0.49017313,0.20378914,0.04525520,0.04369313,-0.00790536,-0.05682880,0.53763264,2.23910785,-0.12373829,0.02549930,2.24266934,0.05066780,0.42027654,0.00000541,34.27278137,1677.16589355,43.73392487,0.70066017
internalMesh,2913,0.16943185,-0.01322325,0.00000000,0.16994707,2.28009272,0.03708311,0.02741406,2.28055906,0.50518119,0.20467681,0.04253506,0.04932642,-0.00767269,-0.06118535,0.55239975,2.26856160,-0.14463481,0.00596072,2.27317548,0.04942549,0.42562201,0.00000517,34.22929382,1634.46911621,43.72927094,0.69872171
internalMesh,2914,0.17127753,-0.01324432,0.00000000,0.17178884,2.26834488,0.04065604,0.02781039,2.26887965,0.51920688,0.20738775,0.04105480,0.05962307,-0.00886432,-0.06528892,0.56759763,2.27822518,-0.17869410,0.02140302,2.28532267,0.04884495,0.43266968,0.00000613,34.18714905,1592.08520508,43.75676346,0.70260811
internalMesh,2915,0.17313755,-0.01326556,0.00000000,0.17364500,2.25889325,0.04276439,0.03041545,2.25950265,0.51985055,0.21469514,0.04132050,0.07603486,-0.01169206,-0.06992164,0.57345706,2.26421475,-0.20539251,0.05267299,2.27412152,0.04782595,0.43575906,0.00000684,34.14620209,1550.04553223,43.80162811,0.70923913
internalMesh,2916,0.17501204,-0.01328696,0.00000000,0.17551569,2.25391555,0.04590019,0.03548611,2.25466204,0.50352305,0.22544450,0.04369204,0.08973701,-0.01472839,-0.07303727,0.56557387,2.26478124,-0.20564231,0.04819952,2.27460909,0.04580003,0.43212983,0.00000464,34.10614014,1508.33850098,43.83784485,0.71153915
internalMesh,2917,0.17690109,-0.01330853,0.00000000,0.17740100,2.24864936,0.05036468,0.03798797,2.24953413,0.48468894,0.22910340,0.04461171,0.09489026,-0.01904997,-0.07051354,0.55112720,2.27797198,-0.20237467,0.03583580,2.28722453,0.04500433,0.42420638,0.00000558,34.06708908,1466.94226074,43.86866379,0.71218055
internalMesh,2918,0.17880484,-0.01333026,0.00000000,0.17930105,2.24109936,0.05672211,0.03429842,2.24207950,0.46952689,0.22425553,0.04209642,0.09310320,-0.02515943,-0.06334162,0.53463215,2.28293014,-0.17894839,0.05901678,2.29069328,0.04458956,0.41252897,0.00000684,34.02887726,1425.85559082,43.91681290,0.70998591
internalMesh,2919,0.18072338,-0.01335216,0.00000000,0.18121595,2.23150373,0.06470679,0.02736132,2.23260927,0.45588493,0.21870150,0.03856560,0.08779542,-0.03092363,-0.05578023,0.51857924,2.28296018,-0.11712542,0.06380351,2.28685284,0.04342659,0.40000261,0.00000612,33.99005508,1385.10766602,43.96271133,0.70367402
internalMesh,2920,0.18265685,-0.01337424,0.00000000,0.18314583,2.21795583,0.07295005,0.02079824,2.21925259,0.44774130,0.21679176,0.03581272,0.08208027,-0.03456063,-0.04871715,0.50897783,2.28076053,-0.05229764,0.07314695,2.28253245,0.04232657,0.39249948,0.00000652,33.94940948,1344.73120117,43.98021317,0.70115912
internalMesh,2921,0.18460535,-0.01339648,0.00000000,0.18509079,2.19979119,0.07988396,0.01452968,2.20128918,0.45006612,0.21555920,0.03349901,0.07859249,-0.03492126,-0.04102248,0.50914299,2.26581168,0.00209697,0.09423493,2.26777148,0.04070176,0.39026393,0.00000743,33.90686035,1304.69494629,43.97397995,0.69833171
internalMesh,2922,0.18656899,-0.01341890,0.00000000,0.18705094,2.18044949,0.08501542,0.00754623,2.18211937,0.45848283,0.21246824,0.03051432,0.07998144,-0.03185030,-0.03167131,0.51448512,2.23857355,0.02843060,0.08006473,2.24018526,0.03855118,0.38928386,0.00000612,33.86317444,1265.02001953,43.95069885,0.69729877
internalMesh,2923,0.18854790,-0.01344149,0.00000000,0.18902641,2.16111159,0.08941934,-0.00016300,2.16296077,0.46874267,0.20886393,0.02744671,0.08497050,-0.02693044,-0.02159655,0.52202374,2.21879196,0.04098737,0.03978909,2.21952724,0.03659670,0.38912335,0.00000558,33.81968689,1225.79211426,43.90714264,0.69571036
internalMesh,2924,0.19054220,-0.01346426,0.00000000,0.19101732,2.14338231,0.09285272,-0.00527244,2.14539909,0.48111901,0.20563112,0.02634659,0.09147052,-0.02295164,-0.01697187,0.53257442,2.22006464,0.07315012,0.01626094,2.22132897,0.03495572,0.39150409,0.00000653,33.77737427,1186.98913574,43.85414124,0.69182467
internalMesh,2925,0.19255199,-0.01348721,0.00000000,0.19302377,2.12727833,0.09423028,-0.00538388,2.12937117,0.48322037,0.20257126,0.02805557,0.09615490,-0.02180566,-0.01998920,0.53427052,2.22208190,0.10147263,0.01701282,2.22446275,0.03392047,0.39084405,0.00000625,33.73545456,1148.60705566,43.80830002,0.68700314
internalMesh,2926,0.19457742,-0.01351033,0.00000000,0.19504589,2.11303830,0.09623248,-0.00521744,2.11523485,0.48606399,0.19956772,0.03003350,0.09878942,-0.02255712,-0.02250464,0.53643465,2.21448779,0.11279890,0.01387757,2.21740222,0.03334763,0.39118025,0.00000483,33.69196701,1110.77600098,43.76411819,0.68118149
internalMesh,2927,0.19661859,-0.01353364,0.00000000,0.19708382,2.10424352,0.10103593,-0.00878708,2.10668612,0.48185670,0.19217041,0.02840326,0.09603892,-0.02156850,-0.01909303,0.52912694,2.18168807,0.09733396,-0.00296659,2.18386030,0.03347277,0.38468794,0.00000516,33.64643860,1073.66870117,43.71652603,0.67410934
internalMesh,2928,0.19867564,-0.01355712,0.00000000,0.19913765,2.09397006,0.11053605,-0.01514416,2.09694028,0.48094109,0.17602079,0.02606381,0.08516615,-0.01801274,-0.01153999,0.52026713,2.12211061,0.11458560,-0.03877470,2.12555575,0.03396531,0.37547814,0.00000558,33.59815979,1036.96313477,43.67705536,0.66407782
internalMesh,2929,0.20074867,-0.01358079,0.00000000,0.20120753,2.08066320,0.11999369,-0.01771662,2.08419561,0.49128950,0.16477270,0.02464680,0.07630692,-0.01579077,-0.00759559,0.52464527,2.08549333,0.15809824,-0.08753022,2.09330821,0.03167557,0.37203004,0.00000634,33.54629135,1000.67388916,43.64418411,0.65919936
internalMesh,2930,0.20283782,-0.01360464,0.00000000,0.20329355,2.07093549,0.12243441,-0.01012306,2.07457614,0.50870216,0.17287238,0.02162556,0.08788824,-0.01364386,-0.01366504,0.54518586,2.09006929,0.17204306,-0.10038324,2.09953928,0.03368212,0.38528215,0.00000603,33.48972702,965.16491699,43.59457016,0.66055000
internalMesh,2931,0.20494322,-0.01362868,0.00000000,0.20539588,2.06871772,0.13262813,-0.00884762,2.07298374,0.51411420,0.18304782,0.02040767,0.08455841,-0.00665012,-0.00378312,0.55267084,2.12823343,0.18985425,-0.06318950,2.13761902,0.03311637,0.39190120,0.00000591,33.42897034,930.92645264,43.55293655,0.66255081
internalMesh,2932,0.00026419,-0.01016326,0.00000000,0.01016669,-0.01528010,0.08275505,-0.06065382,0.10373411,0.00493553,0.13585947,0.06502499,-0.00258863,0.04443993,-0.00420637,0.15719321,-0.02240565,0.10801086,-0.02784771,0.11377106,0.05932628,0.16223628,0.00000137,33.29532242,7462.22802734,43.65001678,0.61314613
internalMesh,2933,0.00079463,-0.01016980,0.00000000,0.01020080,-0.06129241,0.12766139,-0.01036359,0.14199153,0.02704520,0.20798622,0.05205723,-0.01015592,0.02290113,0.00180805,0.21755584,-0.08822241,0.16044667,0.03111170,0.18572633,0.03234336,0.17588769,0.00000218,33.26640701,7463.00634766,43.61207962,0.62191314
internalMesh,2934,0.00132920,-0.01017639,0.00000000,0.01026283,-0.10024915,0.12182442,0.03488682,0.16158023,0.05098426,0.21808125,0.04296656,-0.01453856,-0.00644642,0.01041563,0.22883698,-0.13788928,0.17878190,0.08646732,0.24177060,0.03709222,0.19310824,0.00000375,33.23880005,7463.57666016,43.56656265,0.62583619
internalMesh,2935,0.00186792,-0.01018303,0.00000000,0.01035294,-0.13005993,0.09074061,0.04710282,0.16543312,0.07032919,0.23525953,0.04253796,-0.01847414,-0.02634564,0.00858930,0.25141972,-0.17271048,0.16567716,0.10614448,0.26181000,0.04555526,0.21961861,0.00000476,33.21973419,7462.92138672,43.52217102,0.62207037
internalMesh,2936,0.00241083,-0.01018973,0.00000000,0.01047104,-0.15766205,0.07802072,0.02700652,0.17797165,0.09045991,0.26126927,0.05808656,-0.02059366,-0.03646973,-0.00356181,0.28563175,-0.21409561,0.16464706,0.09562860,0.28651425,0.05068989,0.25559776,0.00000452,33.19824982,7461.14941406,43.48375702,0.61972487
internalMesh,2937,0.00295796,-0.01019647,0.00000000,0.01061685,-0.19131997,0.09120440,0.00357565,0.21197726,0.11340059,0.27040118,0.07720122,-0.01685975,-0.03327955,-0.01301837,0.30577406,-0.27188063,0.17223123,0.07916120,0.33143502,0.05347899,0.28398049,0.00000398,33.16593170,7458.23437500,43.44755173,0.62633240
