Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_r_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,1675,0.001868,-0.018073,0.000000,0.018170,0.342454,-1.978511,-0.001343,2.007930,0.595257,3.708477,0.000047,-1.086180,-0.002557,0.002798,3.909851,0.577048,-2.033318,0.001334,2.113615,0.131869,2.151891,2.283759,0.000005,1.127507,3542144.250000,-8.361148,0.813013
internalMesh,1676,0.002411,-0.018077,0.000000,0.018237,0.356748,-1.930379,-0.001267,1.963068,0.821946,3.639325,0.000048,-1.325351,-0.002888,0.003311,3.959401,0.630758,-2.041624,0.001390,2.136840,0.144822,2.230660,2.375481,0.000004,0.591997,3540810.500000,-8.725438,0.809253
internalMesh,1677,0.002958,-0.018080,0.000000,0.018320,0.352837,-1.830711,-0.001206,1.864403,1.069949,3.512253,0.000048,-1.536555,-0.002980,0.003735,3.980168,0.664495,-2.000859,0.001450,2.108316,0.154288,2.291125,2.445413,0.000003,0.017844,3539139.250000,-9.119415,0.805056
internalMesh,1678,0.003509,-0.018083,0.000000,0.018420,0.336713,-1.694646,-0.001154,1.727774,1.326572,3.321388,0.000049,-1.699144,-0.002935,0.004094,3.959612,0.688447,-1.927794,0.001503,2.047035,0.164345,2.324005,2.488350,0.000002,-0.573354,3537130.750000,-9.526979,0.797368
internalMesh,1679,0.004065,-0.018086,0.000000,0.018538,0.309672,-1.533719,-0.001098,1.564670,1.588029,3.101037,0.000050,-1.812956,-0.002807,0.004409,3.927481,0.704126,-1.828039,0.001554,1.958959,0.173915,2.344558,2.518473,0.000002,-1.161695,3534782.250000,-9.935154,0.788598
internalMesh,1680,0.004625,-0.018277,0.000000,0.018853,0.275735,-1.360010,-0.001030,1.387681,1.852889,2.907459,0.000052,-1.896125,-0.002635,0.004680,3.934696,0.712553,-1.710286,0.001606,1.852785,0.180157,2.380200,2.560357,0.000003,-1.733757,3532087.250000,-10.337112,0.782644
internalMesh,1681,0.005189,-0.018094,0.000000,0.018824,0.239653,-1.182460,-0.000945,1.206501,2.130288,2.763138,0.000054,-1.968088,-0.002438,0.004915,4.005803,0.716367,-1.580327,0.001668,1.735113,0.186348,2.446739,2.633087,0.000003,-2.282781,3529042.750000,-10.730748,0.778207
internalMesh,1682,0.005758,-0.018096,0.000000,0.018990,0.205781,-1.004075,-0.000832,1.024945,2.426470,2.639250,0.000055,-2.027705,-0.002197,0.005109,4.118861,0.718565,-1.441887,0.001753,1.611018,0.193801,2.532888,2.726688,0.000003,-2.803802,3525642.250000,-11.115297,0.773623
internalMesh,1683,0.006331,-0.018100,0.000000,0.019175,0.173305,-0.823022,-0.000681,0.841070,2.741118,2.505904,0.000057,-2.065208,-0.001913,0.005255,4.249517,0.719548,-1.297104,0.001865,1.483318,0.201320,2.623539,2.824859,0.000003,-3.289606,3521886.250000,-11.488376,0.768564
internalMesh,1684,0.006812,-0.018290,0.000000,0.019517,0.138215,-0.632795,-0.000490,0.647714,3.076544,2.393072,0.000058,-2.090261,-0.001645,0.005363,4.422797,0.720227,-1.142792,0.002008,1.350816,0.208903,2.734837,2.943740,0.000003,-3.731825,3517773.000000,-11.845943,0.763224
internalMesh,1685,0.007588,-0.018294,0.000000,0.019806,0.095430,-0.428588,-0.000265,0.439084,3.442537,2.368560,0.000059,-2.131647,-0.001403,0.005398,4.690958,0.716884,-0.975056,0.002170,1.210231,0.215975,2.905578,3.121553,0.000003,-4.120254,3513303.750000,-12.180869,0.757015
internalMesh,1686,0.008078,-0.018110,0.000000,0.019830,0.044751,-0.216519,-0.000013,0.221095,3.832353,2.433862,0.000059,-2.189601,-0.001104,0.005278,5.040337,0.705729,-0.793523,0.002354,1.061950,0.219838,3.133138,3.352976,0.000003,-4.448115,3508477.000000,-12.488850,0.751885
internalMesh,1687,0.008669,-0.018114,0.000000,0.020081,-0.009104,-0.007197,0.000240,0.011608,4.219626,2.527017,0.000061,-2.231678,-0.000784,0.005026,5.401062,0.689905,-0.604895,0.002559,0.917537,0.220259,3.373352,3.593611,0.000003,-4.712915,3503295.000000,-12.763717,0.750956
internalMesh,1688,0.009265,-0.018117,0.000000,0.020349,-0.064718,0.194569,0.000474,0.205050,4.589815,2.614858,0.000063,-2.245583,-0.000541,0.004711,5.739909,0.674030,-0.416257,0.002764,0.792209,0.216924,3.602369,3.819293,0.000003,-4.915960,3497756.250000,-13.000823,0.753519
internalMesh,1689,0.009865,-0.018121,0.000000,0.020632,-0.123337,0.386764,0.000678,0.405954,4.947239,2.694867,0.000067,-2.241175,-0.000376,0.004352,6.063033,0.656952,-0.228124,0.002932,0.695439,0.211681,3.821086,4.032767,0.000004,-5.062539,3491864.750000,-13.198836,0.755139
internalMesh,1690,0.010470,-0.018124,0.000000,0.020931,-0.185159,0.566091,0.000842,0.595604,5.291868,2.752648,0.000070,-2.219061,-0.000287,0.003978,6.364369,0.637398,-0.039846,0.003046,0.638650,0.206909,4.022293,4.229202,0.000005,-5.161307,3485626.500000,-13.360018,0.758071
internalMesh,1691,0.011080,-0.018128,0.000000,0.021246,-0.249996,0.730386,0.000967,0.771987,5.623987,2.782018,0.000074,-2.176725,-0.000276,0.003633,6.641310,0.616686,0.144923,0.003099,0.633494,0.201252,4.203040,4.404292,0.000005,-5.222314,3479040.500000,-13.489580,0.761590
internalMesh,1692,0.011694,-0.018132,0.000000,0.021576,-0.319290,0.881382,0.001055,0.937433,5.947569,2.804406,0.000078,-2.121918,-0.000315,0.003335,6.909473,0.594323,0.321896,0.003098,0.675903,0.196954,4.376027,4.572981,0.000005,-5.255191,3472114.250000,-13.590872,0.766566
internalMesh,1693,0.012314,-0.018135,0.000000,0.021921,-0.395414,1.025851,0.001108,1.099420,6.271167,2.862587,0.000082,-2.069566,-0.000399,0.003101,7.197573,0.570094,0.489698,0.003052,0.751546,0.193687,4.566918,4.760605,0.000005,-5.268443,3464844.000000,-13.667403,0.772618
internalMesh,1694,0.012938,-0.018139,0.000000,0.022280,-0.481050,1.169147,0.001134,1.264245,6.600221,2.982629,0.000085,-2.034036,-0.000529,0.002941,7.523052,0.544600,0.649512,0.002961,0.847623,0.190993,4.791468,4.982461,0.000004,-5.269162,3457248.500000,-13.721573,0.779602
internalMesh,1695,0.013567,-0.018143,0.000000,0.022654,-0.571644,1.305272,0.001144,1.424961,6.925012,3.137385,0.000087,-2.000688,-0.000662,0.002830,7.861408,0.517243,0.800879,0.002831,0.953391,0.187712,5.031241,5.218953,0.000004,-5.263260,3449317.500000,-13.752598,0.789663
internalMesh,1696,0.014201,-0.018147,0.000000,0.023042,-0.664386,1.426680,0.001153,1.573794,7.228186,3.288306,0.000088,-1.950751,-0.000739,0.002731,8.177106,0.488957,0.941930,0.002671,1.061282,0.183436,5.258290,5.441726,0.000004,-5.257166,3441063.500000,-13.763254,0.801178
internalMesh,1697,0.014839,-0.018150,0.000000,0.023444,-0.758757,1.533390,0.001172,1.710847,7.510909,3.448547,0.000089,-1.893021,-0.000706,0.002604,8.478783,0.457865,1.069452,0.002502,1.163346,0.177674,5.479772,5.657447,0.000004,-5.256865,3432484.750000,-13.752955,0.811710
internalMesh,1698,0.015483,-0.018154,0.000000,0.023860,-0.852093,1.622640,0.001208,1.832764,7.778392,3.613206,0.000089,-1.830995,-0.000534,0.002428,8.769902,0.422033,1.179406,0.002336,1.252643,0.171960,5.695844,5.867804,0.000004,-5.266653,3423591.750000,-13.730104,0.818249
internalMesh,1699,0.016132,-0.018158,0.000000,0.024289,-0.939031,1.690628,0.001262,1.933909,8.021507,3.749954,0.000089,-1.741769,-0.000239,0.002198,9.024439,0.391815,1.253665,0.002172,1.313468,0.167257,5.885775,6.053032,0.000004,-5.288768,3414388.500000,-13.692134,0.821066
internalMesh,1700,0.016786,-0.018162,0.000000,0.024731,-1.016997,1.738334,0.001326,2.013974,8.244527,3.851157,0.000089,-1.616049,0.000138,0.001918,9.242038,0.344876,1.339375,0.002040,1.383065,0.164120,6.047886,6.212006,0.000004,-5.321510,3404879.000000,-13.651408,0.826862
internalMesh,1701,0.017445,-0.018166,0.000000,0.025186,-1.084372,1.766978,0.001397,2.073180,8.451511,3.924033,0.000090,-1.454066,0.000562,0.001586,9.430821,0.268651,1.454258,0.001924,1.478865,0.159992,6.187817,6.347809,0.000005,-5.361278,3395066.250000,-13.606450,0.839302
internalMesh,1702,0.018109,-0.018170,0.000000,0.025653,-1.141947,1.776788,0.001467,2.112113,8.646360,3.981462,0.000091,-1.266298,0.001007,0.001194,9.602869,0.193720,1.549598,0.001837,1.561660,0.154541,6.313956,6.468498,0.000004,-5.404516,3384956.250000,-13.563984,0.845321
internalMesh,1703,0.018778,-0.018174,0.000000,0.026132,-1.193168,1.766072,0.001538,2.131352,8.829408,4.034517,0.000094,-1.075601,0.001470,0.000733,9.766918,0.128386,1.606603,0.001776,1.611726,0.148951,6.432009,6.580960,0.000004,-5.449771,3374554.250000,-13.526012,0.848444
internalMesh,1704,0.019452,-0.018178,0.000000,0.026624,-1.242131,1.730481,0.001615,2.130130,9.001318,4.080835,0.000097,-0.907603,0.001952,0.000189,9.924751,0.066454,1.626500,0.001749,1.627858,0.146040,6.541125,6.687165,0.000004,-5.499770,3363861.000000,-13.483179,0.849644
internalMesh,1705,0.020132,-0.018182,0.000000,0.027127,-1.293762,1.663579,0.001711,2.107443,9.166621,4.119453,0.000100,-0.788113,0.002447,-0.000418,10.080574,0.003209,1.601344,0.001801,1.601348,0.146287,6.643088,6.789374,0.000005,-5.562992,3352887.000000,-13.428007,0.849801
internalMesh,1706,0.020817,-0.018186,0.000000,0.027642,-1.352268,1.559384,0.001828,2.064052,9.337686,4.162115,0.000102,-0.737256,0.002959,-0.001044,10.249835,-0.065084,1.525192,0.001953,1.526581,0.150880,6.749950,6.900830,0.000006,-5.653646,3341633.750000,-13.356175,0.850450
internalMesh,1707,0.021507,-0.018190,0.000000,0.028168,-1.419627,1.424947,0.001962,2.011421,9.526150,4.236576,0.000104,-0.755159,0.003460,-0.001592,10.453056,-0.136760,1.414743,0.002155,1.421339,0.156272,6.881415,7.037687,0.000007,-5.786809,3330104.250000,-13.264043,0.851174
internalMesh,1708,0.022203,-0.018194,0.000000,0.028705,-1.495624,1.283959,0.002100,1.971154,9.748156,4.345884,0.000106,-0.821405,0.003872,-0.002008,10.704577,-0.202538,1.267254,0.002389,1.283340,0.157942,7.047074,7.205016,0.000008,-5.969109,3318307.500000,-13.150001,0.849440
internalMesh,1709,0.022904,-0.018198,0.000000,0.029253,-1.580102,1.153219,0.002234,1.956180,10.008942,4.473165,0.000107,-0.917794,0.004136,-0.002292,11.001386,-0.268075,1.103812,0.002646,1.135902,0.163185,7.241107,7.404291,0.000008,-6.198478,3306244.750000,-13.013045,0.850012
internalMesh,1710,0.023610,-0.018202,0.000000,0.029812,-1.669134,1.036066,0.002370,1.964548,10.307234,4.594354,0.000108,-1.033753,0.004372,-0.002508,11.332070,-0.333564,0.952090,0.002940,1.008835,0.164524,7.450848,7.615372,0.000007,-6.469124,3293928.000000,-12.850607,0.852162
internalMesh,1711,0.024322,-0.018207,0.000000,0.030382,-1.760603,0.925155,0.002489,1.988879,10.625366,4.700785,0.000108,-1.153297,0.004676,-0.002734,11.675869,-0.409422,0.813385,0.003284,0.910622,0.169122,7.663129,7.832251,0.000008,-6.772284,3281350.750000,-12.675253,0.857546
internalMesh,1712,0.025039,-0.018211,0.000000,0.030961,-1.851595,0.814745,0.002556,2.022924,10.949767,4.784899,0.000108,-1.255973,0.005123,-0.003081,12.015413,-0.498302,0.672763,0.003647,0.837214,0.177616,7.867387,8.045003,0.000008,-7.099410,3268520.500000,-12.512469,0.862279
internalMesh,1713,0.025763,-0.018216,0.000000,0.031552,-1.938935,0.704004,0.002546,2.062788,11.274844,4.839488,0.000108,-1.319093,0.005761,-0.003594,12.340292,-0.590852,0.520318,0.003966,0.787307,0.191173,8.057220,8.248393,0.000009,-7.444017,3255443.250000,-12.380630,0.865058
internalMesh,1714,0.026491,-0.018219,0.000000,0.032152,-2.017778,0.596355,0.002502,2.104061,11.606581,4.860947,0.000111,-1.347464,0.006500,-0.004187,12.655325,-0.697406,0.416284,0.004219,0.812210,0.207617,8.233819,8.441436,0.000009,-7.800517,3242120.250000,-12.297153,0.871396
internalMesh,1715,0.027226,-0.018362,0.000000,0.032839,-2.086894,0.500058,0.002437,2.145971,11.931093,4.805711,0.000117,-1.345247,0.007152,-0.004793,12.932734,-0.820583,0.381465,0.004393,0.904926,0.217481,8.368460,8.585941,0.000009,-8.157242,3228557.250000,-12.268681,0.878515
internalMesh,1716,0.027966,-0.018366,0.000000,0.033457,-2.145894,0.414782,0.002355,2.185614,12.231889,4.639874,0.000127,-1.311151,0.007620,-0.005370,13.147880,-0.941811,0.367633,0.004457,1.011030,0.227622,8.435946,8.663568,0.000009,-8.500742,3214753.500000,-12.293994,0.880432
internalMesh,1717,0.028711,-0.018233,0.000000,0.034011,-2.196265,0.338630,0.002277,2.222219,12.494568,4.429991,0.000140,-1.241882,0.007966,-0.005811,13.314707,-1.056442,0.352572,0.004415,1.113731,0.241312,8.462349,8.703662,0.000009,-8.816303,3200715.500000,-12.365794,0.880428
internalMesh,1718,0.029463,-0.018237,0.000000,0.034651,-2.239231,0.271586,0.002194,2.255642,12.704237,4.242643,0.000155,-1.132321,0.008346,-0.006110,13.441723,-1.164866,0.322390,0.004276,1.208663,0.255117,8.473517,8.728634,0.000010,-9.080052,3186444.500000,-12.467113,0.879301
internalMesh,1719,0.030221,-0.018425,0.000000,0.035394,-2.278735,0.221419,0.002093,2.289468,12.821721,4.160158,0.000170,-0.980811,0.008818,-0.006250,13.515382,-1.257232,0.266937,0.003969,1.285264,0.268319,8.491026,8.759345,0.000010,-9.270947,3171951.000000,-12.581282,0.879896
internalMesh,1720,0.030984,-0.018246,0.000000,0.035957,-2.318011,0.197230,0.001975,2.326387,12.827700,4.290941,0.000185,-0.834745,0.009635,-0.006405,13.552084,-1.333986,0.210004,0.003458,1.350419,0.282997,8.559412,8.842409,0.000010,-9.378917,3157235.000000,-12.698066,0.883425
internalMesh,1721,0.031753,-0.018251,0.000000,0.036624,-2.352338,0.190328,0.001837,2.360026,12.755037,4.644095,0.000202,-0.754160,0.010804,-0.006629,13.595128,-1.403056,0.179013,0.002932,1.414433,0.296253,8.699667,8.995920,0.000010,-9.411040,3142298.250000,-12.836170,0.886728
internalMesh,1722,0.032528,-0.018255,0.000000,0.037301,-2.380677,0.186426,0.001690,2.387966,12.612164,5.080025,0.000217,-0.735101,0.011761,-0.006755,13.616676,-1.470561,0.167506,0.002373,1.480072,0.303419,8.846203,9.149622,0.000010,-9.380680,3127155.750000,-13.026036,0.886315
internalMesh,1723,0.033310,-0.018260,0.000000,0.037986,-2.396624,0.174933,0.001527,2.403001,12.424290,5.470486,0.000229,-0.750578,0.012132,-0.006676,13.596057,-1.534842,0.161960,0.001729,1.543364,0.311059,8.947502,9.258561,0.000009,-9.305537,3111807.250000,-13.294131,0.886288
internalMesh,1724,0.034097,-0.018265,0.000000,0.038681,-2.409688,0.174082,0.001347,2.415968,12.176248,5.767212,0.000234,-0.747822,0.011303,-0.005964,13.493745,-1.591295,0.142456,0.001028,1.597659,0.316616,8.971846,9.288461,0.000009,-9.207347,3096255.750000,-13.638602,0.887474
internalMesh,1725,0.034891,-0.018269,0.000000,0.039384,-2.413144,0.169980,0.001184,2.419124,11.931272,5.932416,0.000235,-0.761689,0.009774,-0.004627,13.346501,-1.637860,0.098176,0.000312,1.640800,0.316720,8.931961,9.248681,0.000009,-9.112185,3080509.250000,-14.020953,0.887528
internalMesh,1726,0.035690,-0.018457,0.000000,0.040180,-2.400273,0.146941,0.001068,2.404767,11.670038,5.858580,0.000236,-0.748977,0.008324,-0.002890,13.079518,-1.685989,0.048297,-0.000553,1.686680,0.315950,8.764427,9.080377,0.000009,-9.027662,3064572.500000,-14.438192,0.885180
internalMesh,1727,0.036496,-0.018462,0.000000,0.040900,-2.378606,0.118429,0.000996,2.381553,11.367288,5.629178,0.000241,-0.698714,0.007052,-0.000957,12.703980,-1.738595,0.003914,-0.001497,1.738600,0.317447,8.498353,8.815800,0.000009,-8.950139,3048450.750000,-14.918579,0.880406
internalMesh,1728,0.037308,-0.018284,0.000000,0.041548,-2.358109,0.097571,0.000945,2.360127,11.050193,5.397651,0.000250,-0.669040,0.005920,0.001018,12.316211,-1.783297,-0.038944,-0.002293,1.783724,0.324545,8.224047,8.548592,0.000011,-8.881198,3032148.500000,-15.459835,0.875773
internalMesh,1729,0.038127,-0.018289,0.000000,0.042286,-2.339721,0.083478,0.000900,2.341210,10.752308,5.186582,0.000265,-0.682873,0.004970,0.002833,11.957387,-1.820335,-0.075310,-0.002752,1.821895,0.340114,7.969577,8.309691,0.000012,-8.825490,3015670.500000,-16.046328,0.870605
internalMesh,1730,0.038951,-0.018293,0.000000,0.043033,-2.327052,0.079086,0.000847,2.328395,10.492791,4.999934,0.000282,-0.757713,0.004183,0.004355,11.647840,-1.856497,-0.092619,-0.002770,1.858808,0.358724,7.746504,8.105228,0.000013,-8.784894,2999012.250000,-16.638891,0.863955
internalMesh,1731,0.039783,-0.018298,0.000000,0.043789,-2.321919,0.089924,0.000758,2.323659,10.285398,4.821737,0.000300,-0.877333,0.003660,0.005429,11.393345,-1.899621,-0.067941,-0.002374,1.900837,0.374587,7.553717,7.928304,0.000013,-8.760272,2982187.500000,-17.183237,0.861392
internalMesh,1732,0.040620,-0.018303,0.000000,0.044554,-2.322034,0.112897,0.000608,2.324777,10.166547,4.674644,0.000315,-1.033809,0.003631,0.005889,11.237428,-1.956016,-0.002271,-0.001717,1.956018,0.382516,7.420753,7.803268,0.000014,-8.752749,2965198.750000,-17.653662,0.858824
internalMesh,1733,0.041465,-0.018308,0.000000,0.045327,-2.321944,0.141118,0.000368,2.326228,10.161806,4.584448,0.000327,-1.219169,0.004292,0.005626,11.214540,-2.014360,0.080655,-0.000978,2.015975,0.387884,7.373290,7.761174,0.000015,-8.750797,2948041.000000,-18.015558,0.854692
internalMesh,1734,0.042315,-0.018313,0.000000,0.046108,-2.323258,0.168808,0.000022,2.329383,10.235519,4.534183,0.000337,-1.415508,0.005665,0.004671,11.283988,-2.068067,0.169887,-0.000453,2.075033,0.388873,7.385019,7.773892,0.000015,-8.739853,2930733.500000,-18.266848,0.852293
internalMesh,1735,0.043173,-0.018319,0.000000,0.046898,-2.328447,0.185911,-0.000427,2.335857,10.362448,4.492566,0.000348,-1.614419,0.007413,0.003116,11.409202,-2.121379,0.259866,-0.000291,2.137237,0.383724,7.427681,7.811404,0.000015,-8.724005,2913262.750000,-18.417896,0.852502
internalMesh,1736,0.044037,-0.018324,0.000000,0.047697,-2.340092,0.204986,-0.000940,2.349053,10.501104,4.538867,0.000362,-1.773412,0.009194,0.001289,11.576683,-2.171112,0.338989,-0.000461,2.197417,0.378177,7.520166,7.898343,0.000014,-8.720755,2895645.500000,-18.491199,0.854715
internalMesh,1737,0.044908,-0.018329,0.000000,0.048504,-2.357307,0.231999,-0.001458,2.368696,10.657607,4.734601,0.000391,-1.904505,0.010656,-0.000397,11.816442,-2.208657,0.396333,-0.000837,2.243935,0.377489,7.696300,8.073789,0.000012,-8.746783,2877880.000000,-18.524321,0.857403
internalMesh,1738,0.045785,-0.018334,0.000000,0.049319,-2.364732,0.251923,-0.001891,2.378114,10.838274,4.911165,0.000410,-1.982433,0.011352,-0.001629,12.063080,-2.245295,0.450858,-0.001239,2.290114,0.382505,7.874925,8.257430,0.000011,-8.817062,2859952.250000,-18.552290,0.860261
internalMesh,1739,0.046669,-0.018339,0.000000,0.050143,-2.356002,0.257149,-0.002148,2.369995,10.999415,4.844328,0.000409,-1.929500,0.010915,-0.002277,12.172829,-2.275656,0.504677,-0.001395,2.330946,0.384623,7.922077,8.306700,0.000010,-8.920185,2841866.500000,-18.599222,0.862827
internalMesh,1740,0.047561,-0.018345,0.000000,0.050976,-2.331898,0.250356,-0.002181,2.345300,11.083792,4.474251,0.000412,-1.698658,0.009451,-0.002466,12.072899,-2.289318,0.543370,-0.001316,2.352920,0.384815,7.779227,8.164042,0.000010,-9.028261,2823629.250000,-18.647722,0.864770
internalMesh,1741,0.048459,-0.018350,0.000000,0.051817,-2.300401,0.244510,-0.002002,2.313360,11.129104,4.018963,0.000404,-1.398731,0.007123,-0.002412,11.914928,-2.292940,0.567490,-0.001023,2.362122,0.389744,7.574235,7.963979,0.000010,-9.110071,2805247.250000,-18.663750,0.866153
internalMesh,1742,0.049364,-0.018355,0.000000,0.052666,-2.269596,0.248182,-0.001657,2.283126,11.203137,3.675762,0.000386,-1.151840,0.004318,-0.002004,11.846868,-2.294223,0.579153,-0.000603,2.366195,0.396121,7.439642,7.835763,0.000011,-9.143621,2786721.500000,-18.616329,0.867648
internalMesh,1743,0.050276,-0.018361,0.000000,0.053524,-2.237565,0.254780,-0.001215,2.252024,11.281612,3.418761,0.000374,-0.917447,0.001864,-0.001071,11.823892,-2.289020,0.581180,-0.000105,2.361648,0.405983,7.350374,7.756357,0.000012,-9.113338,2768053.500000,-18.502218,0.869245
internalMesh,1744,0.051195,-0.018366,0.000000,0.054390,-2.206026,0.261963,-0.000770,2.221525,11.369267,3.254710,0.000374,-0.694413,0.000430,0.000294,11.846332,-2.285437,0.579191,0.000382,2.357687,0.422515,7.312174,7.734690,0.000013,-9.012754,2749248.750000,-18.321478,0.871444
internalMesh,1745,0.052122,-0.018372,0.000000,0.055265,-2.178687,0.262245,-0.000390,2.194413,11.454803,3.162049,0.000383,-0.516564,0.000352,0.001924,11.894448,-2.292894,0.561012,0.000821,2.360529,0.440097,7.308618,7.748715,0.000013,-8.840686,2730308.500000,-18.087465,0.873482
internalMesh,1746,0.053055,-0.018377,0.000000,0.056148,-2.154542,0.249821,-0.000117,2.168977,11.534197,3.116671,0.000392,-0.390828,0.001266,0.003416,11.954250,-2.304924,0.522857,0.001240,2.363484,0.448615,7.325630,7.774246,0.000012,-8.610657,2711239.250000,-17.834826,0.875763
internalMesh,1747,0.053996,-0.018383,0.000000,0.057040,-2.134761,0.227871,-0.000002,2.146888,11.622301,3.147395,0.000390,-0.329820,0.002108,0.004333,12.045446,-2.321593,0.494122,0.001505,2.373595,0.449370,7.385043,7.834413,0.000012,-8.340488,2692038.250000,-17.563679,0.879723
internalMesh,1748,0.054944,-0.018388,0.000000,0.057940,-2.125055,0.204606,-0.000018,2.134882,11.697337,3.217831,0.000375,-0.325394,0.002182,0.004562,12.136229,-2.351265,0.500848,0.001505,2.404017,0.447621,7.457772,7.905393,0.000011,-8.045061,2672711.500000,-17.274179,0.884385
internalMesh,1749,0.055900,-0.018394,0.000000,0.058849,-2.133344,0.188735,-0.000106,2.141677,11.756952,3.338202,0.000357,-0.405619,0.002011,0.003951,12.228413,-2.397932,0.512726,0.001305,2.452135,0.445518,7.547757,7.993276,0.000010,-7.752268,2653268.500000,-17.019079,0.887068
internalMesh,1750,0.056863,-0.018400,0.000000,0.059766,-2.160107,0.184917,-0.000229,2.168008,11.827332,3.540536,0.000346,-0.603233,0.002336,0.002475,12.360626,-2.466744,0.528833,0.000892,2.522794,0.441173,7.684108,8.125280,0.000010,-7.484477,2633707.750000,-16.843401,0.890818
internalMesh,1751,0.057834,-0.018406,0.000000,0.060692,-2.200574,0.200118,-0.000446,2.209655,11.911007,3.824392,0.000344,-0.862767,0.003268,0.000509,12.539635,-2.565794,0.599095,0.000106,2.634808,0.424041,7.867872,8.291913,0.000010,-7.260723,2614026.250000,-16.780027,0.896510
internalMesh,1752,0.058812,-0.018546,0.000000,0.061666,-2.246549,0.229780,-0.000765,2.258270,12.024277,4.133412,0.000346,-1.151968,0.004185,-0.001216,12.766964,-2.683368,0.707352,-0.000954,2.775034,0.387091,8.079017,8.466108,0.000010,-7.081160,2594236.500000,-16.855633,0.899349
internalMesh,1753,0.059797,-0.018552,0.000000,0.062609,-2.283753,0.255983,-0.001109,2.298055,12.166293,4.367408,0.000343,-1.429729,0.003532,-0.001470,13.005271,-2.752700,0.761229,-0.001864,2.856017,0.363798,8.267023,8.630821,0.000010,-6.934065,2574334.250000,-17.032660,0.899877
internalMesh,1754,0.060790,-0.018423,0.000000,0.063521,-2.302700,0.258550,-0.001419,2.317170,12.301657,4.451610,0.000333,-1.655494,0.001872,-0.000647,13.186669,-2.782740,0.772525,-0.002387,2.887982,0.358419,8.376801,8.735220,0.000010,-6.805541,2554321.750000,-17.229582,0.900469
internalMesh,1755,0.061624,-0.018607,0.000000,0.064372,-2.298556,0.232264,-0.001618,2.310262,12.434235,4.395676,0.000321,-1.808994,0.000871,0.000034,13.311823,-2.835597,0.812779,-0.002593,2.949784,0.358704,8.415115,8.773819,0.000010,-6.686643,2534207.500000,-17.418703,0.901027
internalMesh,1756,0.062927,-0.018436,0.000000,0.065572,-2.279313,0.185038,-0.001733,2.286812,12.554090,4.257930,0.000311,-1.891174,0.000627,0.000340,13.390732,-2.899986,0.852172,-0.002653,3.022602,0.357181,8.406166,8.763347,0.000009,-6.572027,2513986.500000,-17.617376,0.899871
internalMesh,1757,0.063817,-0.018441,0.000000,0.066428,-2.254950,0.140493,-0.001817,2.259323,12.649028,4.103157,0.000310,-1.883593,0.000538,0.000479,13.430626,-2.943297,0.840010,-0.002622,3.060821,0.353636,8.376246,8.729881,0.000008,-6.467586,2493665.500000,-17.829609,0.898204
internalMesh,1758,0.064841,-0.018447,0.000000,0.067415,-2.234723,0.108687,-0.001884,2.237365,12.728503,3.951830,0.000316,-1.823313,0.000048,0.000917,13.451997,-2.985331,0.800464,-0.002514,3.090785,0.351143,8.340325,8.691467,0.000007,-6.377824,2473250.500000,-18.068399,0.897558
internalMesh,1759,0.065874,-0.018453,0.000000,0.068410,-2.209922,0.079497,-0.001928,2.211352,12.826738,3.772413,0.000321,-1.729392,-0.001047,0.001756,13.481362,-3.046577,0.768704,-0.002383,3.142061,0.357592,8.299738,8.657330,0.000007,-6.295698,2452731.000000,-18.336445,0.898571
internalMesh,1760,0.066915,-0.018459,0.000000,0.069414,-2.180618,0.048779,-0.001948,2.181165,12.946188,3.576973,0.000320,-1.626210,-0.002276,0.002771,13.529342,-3.130488,0.764087,-0.002301,3.222389,0.360203,8.261741,8.621944,0.000006,-6.195649,2432125.000000,-18.613111,0.899878
internalMesh,1761,0.067963,-0.018466,0.000000,0.070427,-2.149906,0.016401,-0.001981,2.149969,13.075991,3.407797,0.000319,-1.534922,-0.003176,0.003745,13.599655,-3.216909,0.764862,-0.002373,3.306588,0.364654,8.242054,8.606708,0.000006,-6.064377,2411423.500000,-18.891987,0.899538
internalMesh,1762,0.069020,-0.018472,0.000000,0.071449,-2.113097,-0.022117,-0.002083,2.113214,13.226899,3.233614,0.000321,-1.445019,-0.003964,0.004649,13.692890,-3.277997,0.740494,-0.002753,3.360596,0.366350,8.230417,8.596767,0.000006,-5.899010,2390634.750000,-19.158953,0.898100
internalMesh,1763,0.070085,-0.018478,0.000000,0.072480,-2.070040,-0.069044,-0.002234,2.071193,13.412498,3.046825,0.000324,-1.371433,-0.004933,0.005619,13.822413,-3.322297,0.689389,-0.003416,3.393070,0.384337,8.229824,8.614161,0.000006,-5.703767,2369752.000000,-19.424719,0.897415
