Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,k_r_average,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,0,-0.019809,0.000159,0.000000,0.019809,9.827637,0.039635,-0.000312,9.827717,0.018640,0.000122,0.000055,-0.000065,0.000015,0.000238,0.018642,9.843548,0.036897,0.000294,9.843617,0.372104,0.009409,0.381512,0.000000,9.141471,5398312.500000,-3.923971,1.000000
internalMesh,1,-0.018257,0.000159,0.000000,0.018258,9.541784,0.054605,-0.000307,9.541941,0.005078,0.000038,0.000036,-0.000330,0.000009,0.000050,0.005089,9.553411,0.053990,0.000266,9.553563,0.360839,0.002576,0.363414,0.000000,8.354086,5305881.000000,-4.602964,1.000000
internalMesh,2,-0.016768,0.000159,0.000000,0.016769,9.246466,0.053053,-0.000378,9.246618,0.010642,0.000040,0.000025,-0.000554,0.000005,0.000076,0.010657,9.257455,0.052548,0.000268,9.257604,0.351008,0.005354,0.356362,0.000000,7.916670,5218195.000000,-4.976834,1.000000
internalMesh,3,-0.015338,0.000159,0.000000,0.015339,8.945074,0.052237,-0.000461,8.945227,0.013497,0.000042,0.000018,-0.000667,0.000003,0.000008,0.013514,8.957913,0.051843,0.000270,8.958063,0.339067,0.006778,0.345845,0.000000,7.703103,5136343.500000,-5.139262,1.000000
internalMesh,4,-0.013966,0.000159,0.000000,0.013967,8.650404,0.051926,-0.000529,8.650559,0.019656,0.000049,0.000024,-0.000840,0.000003,-0.000056,0.019674,8.664669,0.051755,0.000272,8.664824,0.330175,0.009865,0.340040,0.000000,7.547944,5057766.500000,-5.234367,1.000000
internalMesh,5,-0.012648,0.000159,0.000000,0.012649,8.368109,0.051272,-0.000582,8.368266,0.030150,0.000058,0.000026,-0.001117,0.000003,-0.000070,0.030171,8.382324,0.051107,0.000276,8.382480,0.318984,0.015117,0.334101,0.000000,7.393817,4980876.500000,-5.318395,1.000000
internalMesh,6,-0.011383,0.000159,0.000000,0.011384,8.099092,0.049989,-0.000630,8.099246,0.045475,0.000076,0.000023,-0.001567,0.000002,-0.000059,0.045502,8.113080,0.049929,0.000283,8.113234,0.310810,0.022787,0.333597,0.000000,7.236171,4905699.500000,-5.402268,1.000000
internalMesh,7,-0.010168,0.000159,0.000000,0.010170,7.841787,0.049045,-0.000683,7.841941,0.065786,0.000075,0.000021,-0.001987,0.000001,-0.000040,0.065816,7.855113,0.048771,0.000291,7.855265,0.300330,0.032941,0.333272,0.000000,7.082374,4832548.500000,-5.483303,1.000000
internalMesh,8,-0.009002,0.000159,0.000000,0.009004,7.595540,0.047474,-0.000746,7.595688,0.093344,0.000131,0.000019,-0.003002,0.000001,-0.000027,0.093393,7.609164,0.047747,0.000297,7.609314,0.293078,0.046747,0.339826,0.000000,6.937544,4761537.500000,-5.557539,1.000000
internalMesh,9,-0.007883,0.000159,0.000000,0.007884,7.358603,0.047148,-0.000822,7.358754,0.128350,0.000101,0.000019,-0.003139,0.000000,-0.000011,0.128389,7.369796,0.047240,0.000301,7.369947,0.283282,0.064235,0.347517,0.000000,6.802005,4692574.000000,-5.624791,1.000000
internalMesh,10,-0.006808,0.000159,0.000000,0.006810,7.131410,0.045081,-0.000912,7.131553,0.178349,0.000266,0.000020,-0.006145,-0.000001,0.000006,0.178455,7.141974,0.046455,0.000301,7.142126,0.276696,0.089317,0.366013,0.000000,6.674900,4625470.000000,-5.685235,1.000000
internalMesh,11,-0.005776,0.000159,0.000000,0.005778,6.911658,0.046312,-0.001023,6.911814,0.238693,0.000162,0.000022,-0.004346,0.000002,0.000052,0.238733,6.915082,0.046358,0.000295,6.915238,0.267298,0.119438,0.386737,0.000000,6.553285,4559925.000000,-5.741275,1.000000
internalMesh,12,-0.004786,0.000159,0.000000,0.004788,6.699849,0.042758,-0.001155,6.699985,0.334688,0.000781,0.000025,-0.014615,-0.000013,0.000103,0.335008,6.705294,0.044757,0.000284,6.705443,0.261193,0.167747,0.428940,0.000000,6.436967,4495581.000000,-5.790009,1.000000
internalMesh,13,-0.003835,0.000159,0.000000,0.003838,6.493538,0.048022,-0.001323,6.493716,0.442071,0.000494,0.000030,-0.003590,0.000015,0.000223,0.442086,6.487487,0.045774,0.000266,6.487648,0.252076,0.221297,0.473373,0.000000,6.318306,4431951.000000,-5.834925,1.000000
internalMesh,14,-0.002922,0.000159,0.000000,0.002926,6.290317,0.040130,-0.001523,6.290445,0.647193,0.003698,0.000036,-0.042815,-0.000043,0.000362,0.648619,6.299365,0.042479,0.000242,6.299508,0.246646,0.325464,0.572110,0.000000,6.196937,4368355.000000,-5.867675,1.000000
internalMesh,15,-0.002045,0.000159,0.000000,0.002051,6.094073,0.055650,-0.001778,6.094327,0.875319,0.003259,0.000045,0.008865,-0.000009,0.000648,0.875370,6.081534,0.048360,0.000212,6.081727,0.238045,0.439312,0.677356,0.000000,6.034570,4303760.500000,-5.901735,1.000000
internalMesh,16,-0.001204,0.000159,0.000000,0.001214,5.887928,0.034051,-0.002060,5.888027,1.406708,0.031086,0.000057,-0.171665,0.000000,0.000980,1.417485,5.916117,0.040119,0.000186,5.916253,0.233308,0.718926,0.952233,0.000000,5.822627,4236297.000000,-5.920114,1.000000
internalMesh,17,-0.000396,0.000159,0.000000,0.000427,5.705709,0.072071,-0.002396,5.706164,2.177194,0.013454,0.000075,0.022377,-0.000123,0.001686,2.177351,5.677454,0.059726,0.000173,5.677768,0.224477,1.095361,1.319838,0.000000,5.326251,4161217.500000,-5.962085,1.000000
internalMesh,18,-0.019809,0.000490,0.000000,0.019815,10.007105,0.055512,-0.000316,10.007258,0.019765,0.000084,0.000050,0.000437,0.000033,0.000256,0.019772,10.020802,0.054836,0.000320,10.020952,0.374972,0.009949,0.384921,0.000000,8.933177,5397988.500000,-4.151939,1.000000
internalMesh,19,-0.018257,0.000490,0.000000,0.018264,10.076429,0.078567,-0.000312,10.076735,0.002438,0.000090,0.000024,-0.000039,0.000014,0.000025,0.002440,10.085957,0.079959,0.000267,10.086273,0.367590,0.001276,0.368866,0.000000,8.323941,5305489.000000,-4.635273,1.000000
internalMesh,20,-0.016768,0.000490,0.000000,0.016775,10.117619,0.076448,-0.000384,10.117908,0.004160,0.000084,0.000017,-0.000225,0.000007,0.000036,0.004167,10.127951,0.076997,0.000267,10.128243,0.355026,0.002131,0.357157,0.000000,7.912883,5217892.500000,-4.980262,1.000000
internalMesh,21,-0.015338,0.000490,0.000000,0.015346,10.130769,0.076831,-0.000463,10.131060,0.004444,0.000102,0.000015,-0.000233,0.000006,-0.000011,0.004452,10.144128,0.077188,0.000271,10.144422,0.342288,0.002281,0.344568,0.000000,7.692111,5136209.500000,-5.150736,1.000000
internalMesh,22,-0.013966,0.000490,0.000000,0.013974,10.127875,0.079482,-0.000529,10.128187,0.005554,0.000140,0.000024,-0.000242,0.000007,-0.000055,0.005562,10.144492,0.079955,0.000272,10.144807,0.331883,0.002859,0.334742,0.000000,7.536450,5057738.000000,-5.246367,1.000000
internalMesh,23,-0.012648,0.000490,0.000000,0.012657,10.116291,0.081488,-0.000581,10.116619,0.007013,0.000200,0.000026,-0.000430,0.000006,-0.000062,0.007030,10.135137,0.082165,0.000276,10.135469,0.321283,0.003620,0.324903,0.000000,7.384696,4980896.500000,-5.327796,1.000000
internalMesh,24,-0.011383,0.000490,0.000000,0.011393,10.097672,0.083002,-0.000628,10.098014,0.009166,0.000260,0.000023,-0.000747,0.000004,-0.000054,0.009200,10.118792,0.083735,0.000282,10.119138,0.312691,0.004725,0.317416,0.000000,7.228299,4905745.500000,-5.410187,1.000000
internalMesh,25,-0.010168,0.000490,0.000000,0.010180,10.073279,0.083883,-0.000680,10.073628,0.012560,0.000383,0.000021,-0.001346,0.000003,-0.000043,0.012638,10.095428,0.084763,0.000291,10.095783,0.303761,0.006482,0.310243,0.000000,7.074869,4832611.500000,-5.490854,1.000000
internalMesh,26,-0.009002,0.000490,0.000000,0.009016,10.042302,0.085314,-0.000742,10.042665,0.017610,0.000442,0.000019,-0.001987,0.000001,-0.000035,0.017727,10.066586,0.086242,0.000297,10.066955,0.296633,0.009036,0.305669,0.000000,6.929735,4761619.000000,-5.565301,1.000000
internalMesh,27,-0.007883,0.000490,0.000000,0.007898,10.007146,0.085920,-0.000817,10.007515,0.025824,0.000733,0.000019,-0.003431,0.000001,-0.000024,0.026061,10.031798,0.087431,0.000300,10.032180,0.289099,0.013288,0.302387,0.000000,6.794199,4692691.000000,-5.632728,1.000000
internalMesh,28,-0.006808,0.000490,0.000000,0.006826,9.965751,0.087952,-0.000906,9.966139,0.037189,0.000788,0.000020,-0.004583,-0.000001,-0.000016,0.037478,9.993784,0.089623,0.000300,9.994185,0.283209,0.018998,0.302207,0.000000,6.666001,4625614.000000,-5.693779,1.000000
internalMesh,29,-0.005776,0.000490,0.000000,0.005797,9.922688,0.088156,-0.001013,9.923080,0.057003,0.001555,0.000022,-0.008344,-0.000004,0.000014,0.057632,9.950068,0.090754,0.000294,9.950481,0.276827,0.029290,0.306116,0.000000,6.544513,4560114.500000,-5.749803,1.000000
internalMesh,30,-0.004786,0.000490,0.000000,0.004811,9.872343,0.091735,-0.001142,9.872769,0.081936,0.001589,0.000025,-0.010277,-0.000000,0.000026,0.082594,9.905069,0.093437,0.000284,9.905510,0.271967,0.041775,0.313742,0.000000,6.424611,4495840.500000,-5.800084,1.000000
internalMesh,31,-0.003835,0.000490,0.000000,0.003866,9.823526,0.091392,-0.001302,9.823952,0.131600,0.003913,0.000029,-0.021170,-0.000026,0.000117,0.133349,9.852571,0.093991,0.000266,9.853019,0.266527,0.067771,0.334298,0.000000,6.308065,4432310.500000,-5.844499,1.000000
internalMesh,32,-0.002922,0.000490,0.000000,0.002962,9.763789,0.098353,-0.001495,9.764285,0.186875,0.004008,0.000035,-0.024705,-0.000007,0.000170,0.188543,9.801344,0.097879,0.000245,9.801832,0.262420,0.095459,0.357879,0.000000,6.175766,4368898.500000,-5.882085,1.000000
internalMesh,33,-0.002045,0.000490,0.000000,0.002103,9.710758,0.097077,-0.001730,9.711244,0.323070,0.013082,0.000043,-0.062104,-0.000048,0.000321,0.329245,9.738326,0.098691,0.000218,9.738826,0.257660,0.168097,0.425758,0.000000,6.033841,4304643.000000,-5.913548,1.000000
internalMesh,34,-0.001204,0.000490,0.000000,0.001299,9.640231,0.107917,-0.001995,9.640836,0.462199,0.017754,0.000054,-0.087889,-0.000071,0.000576,0.470817,9.681050,0.105675,0.000195,9.681627,0.254057,0.240004,0.494062,0.000000,5.805307,4237970.500000,-5.944949,1.000000
internalMesh,35,-0.000396,0.000490,0.000000,0.000630,9.582523,0.101096,-0.002261,9.583056,0.831934,0.096741,0.000068,-0.264374,-0.000046,0.000857,0.878275,9.604313,0.109536,0.000191,9.604938,0.249714,0.464372,0.714086,0.000000,5.528834,4165355.500000,-5.986868,1.000000
internalMesh,36,-0.019809,0.000844,0.000000,0.019827,9.992676,0.033656,-0.000314,9.992732,0.019633,0.000303,0.000043,0.000318,0.000045,0.000240,0.019640,10.005424,0.031538,0.000367,10.005473,0.374926,0.009990,0.384916,0.000000,8.841610,5397321.000000,-4.244069,1.000000
internalMesh,37,-0.018257,0.000844,0.000000,0.018277,10.030836,0.054106,-0.000311,10.030982,0.002439,0.000197,0.000016,-0.000295,0.000007,0.000025,0.002465,10.039749,0.053781,0.000267,10.039893,0.030205,0.001326,0.031531,0.000000,8.321049,5304717.000000,-4.638885,1.000000
internalMesh,38,-0.016768,0.000844,0.000000,0.016789,10.061761,0.054519,-0.000381,10.061909,0.004225,0.000178,0.000010,-0.000516,0.000003,0.000037,0.004260,10.071579,0.053886,0.000266,10.071723,0.012634,0.002206,0.014840,0.000000,7.925871,5217277.000000,-4.966428,1.000000
internalMesh,39,-0.015338,0.000844,0.000000,0.015362,10.079081,0.055734,-0.000461,10.079235,0.004349,0.000183,0.000012,-0.000606,0.000010,-0.000011,0.004395,10.092069,0.054964,0.000271,10.092218,0.014002,0.002272,0.016274,0.000000,7.692206,5135930.000000,-5.150847,1.000000
internalMesh,40,-0.013966,0.000844,0.000000,0.013991,10.089983,0.059490,-0.000528,10.090158,0.005316,0.000217,0.000023,-0.000660,0.000014,-0.000055,0.005361,10.105821,0.058827,0.000273,10.105992,0.017601,0.002778,0.020379,0.000000,7.531194,5057679.500000,-5.252101,1.000000
internalMesh,41,-0.012648,0.000844,0.000000,0.012676,10.099976,0.063313,-0.000579,10.100174,0.006550,0.000282,0.000025,-0.000822,0.000012,-0.000061,0.006608,10.117873,0.062648,0.000276,10.118067,0.023278,0.003429,0.026707,0.000000,7.380058,4980941.000000,-5.332592,1.000000
internalMesh,42,-0.011383,0.000844,0.000000,0.011414,10.110393,0.066064,-0.000626,10.110608,0.008309,0.000400,0.000023,-0.001195,0.000009,-0.000053,0.008404,10.129848,0.065685,0.000283,10.130061,0.028573,0.004366,0.032939,0.000000,7.224580,4905850.500000,-5.413846,1.000000
internalMesh,43,-0.010168,0.000844,0.000000,0.010203,10.120443,0.068687,-0.000678,10.120676,0.010813,0.000519,0.000021,-0.001716,0.000006,-0.000042,0.010961,10.141036,0.068273,0.000291,10.141266,0.034597,0.005677,0.040273,0.000000,7.070795,4832763.500000,-5.494710,1.000000
internalMesh,44,-0.009002,0.000844,0.000000,0.009042,10.129606,0.070682,-0.000739,10.129853,0.014506,0.000804,0.000019,-0.002626,0.000005,-0.000033,0.014764,10.151168,0.070842,0.000297,10.151415,0.039478,0.007664,0.047143,0.000000,6.925116,4761815.000000,-5.569951,1.000000
internalMesh,45,-0.007883,0.000844,0.000000,0.007928,10.137361,0.073502,-0.000812,10.137627,0.019660,0.001007,0.000019,-0.003685,0.000004,-0.000025,0.020027,10.160050,0.073528,0.000300,10.160316,0.045456,0.010343,0.055799,0.000000,6.788371,4692936.000000,-5.638426,1.000000
internalMesh,46,-0.006808,0.000844,0.000000,0.006860,10.144111,0.075269,-0.000899,10.144390,0.027569,0.001709,0.000019,-0.005922,0.000002,-0.000016,0.028250,10.168234,0.076303,0.000300,10.168520,0.049838,0.014649,0.064487,0.000000,6.659569,4625935.500000,-5.700248,1.000000
internalMesh,47,-0.005776,0.000844,0.000000,0.005838,10.149397,0.078961,-0.001003,10.149704,0.038644,0.002095,0.000021,-0.008074,0.000004,-0.000003,0.039534,10.175212,0.079214,0.000294,10.175520,0.055732,0.020380,0.076112,0.000000,6.535437,4560542.000000,-5.757215,1.000000
internalMesh,48,-0.004786,0.000844,0.000000,0.004859,10.154140,0.080598,-0.001127,10.154460,0.056356,0.004053,0.000024,-0.014046,-0.000012,0.000022,0.058222,10.181249,0.082028,0.000285,10.181579,0.059696,0.030217,0.089913,0.000000,6.414805,4496405.500000,-5.808419,1.000000
internalMesh,49,-0.003835,0.000844,0.000000,0.003926,10.157346,0.086217,-0.001279,10.157712,0.081011,0.004934,0.000028,-0.018640,0.000001,0.000051,0.083274,10.185233,0.085452,0.000270,10.185592,0.065407,0.042986,0.108393,0.000000,6.291271,4433107.500000,-5.855449,1.000000
internalMesh,50,-0.002922,0.000844,0.000000,0.003041,10.161020,0.088262,-0.001459,10.161404,0.122725,0.011656,0.000034,-0.036647,-0.000030,0.000110,0.128609,10.187823,0.089065,0.000251,10.188212,0.068963,0.067207,0.136171,0.000000,6.161008,4370074.000000,-5.896265,1.000000
internalMesh,51,-0.002045,0.000844,0.000000,0.002212,10.163546,0.096484,-0.001668,10.164003,0.180803,0.016340,0.000041,-0.052543,-0.000046,0.000186,0.188991,10.187615,0.094601,0.000229,10.188055,0.074531,0.098592,0.173123,0.000000,6.005767,4306517.500000,-5.935502,1.000000
internalMesh,52,-0.001341,0.000783,0.000000,0.001553,10.168908,0.099445,-0.001894,10.169394,0.274919,0.049591,0.000051,-0.113187,-0.000032,0.000299,0.301415,10.187061,0.100951,0.000209,10.187561,0.077746,0.162280,0.240026,0.000000,5.808766,4241330.500000,-5.976408,1.000000
internalMesh,53,-0.000264,0.000783,0.000000,0.000826,10.173496,0.103117,-0.002112,10.174019,0.391066,0.122892,0.000062,-0.210384,-0.000100,0.000488,0.460757,10.183835,0.110951,0.000205,10.184440,0.084022,0.257010,0.341032,0.000000,5.544185,4173136.000000,-6.035312,1.000000
internalMesh,54,-0.019809,0.001223,0.000000,0.019846,9.992130,0.029678,-0.000318,9.992174,0.019530,0.000395,0.000039,0.000509,0.000050,0.000230,0.019542,10.004468,0.027315,0.000312,10.004505,0.374935,0.009982,0.384917,0.000000,8.732831,5396378.500000,-4.385597,1.000000
internalMesh,55,-0.018257,0.001223,0.000000,0.018298,10.022696,0.055617,-0.000314,10.022851,0.002206,0.000271,0.000017,-0.000280,-0.000015,0.000020,0.002240,10.030621,0.055522,0.000265,10.030774,0.070425,0.001247,0.071672,0.000000,8.281863,5303603.500000,-4.683827,1.000000
internalMesh,56,-0.016768,0.001223,0.000000,0.016813,10.048373,0.060976,-0.000386,10.048558,0.003846,0.000239,0.000009,-0.000504,-0.000011,0.000035,0.003886,10.057254,0.060855,0.000266,10.057438,0.009636,0.002047,0.011682,0.000000,7.916715,5216401.500000,-4.976586,1.000000
internalMesh,57,-0.015338,0.001223,0.000000,0.015387,10.062854,0.062412,-0.000464,10.063047,0.003927,0.000261,0.000010,-0.000623,0.000007,-0.000008,0.003985,10.075260,0.062139,0.000271,10.075452,0.001749,0.002099,0.003847,0.000000,7.681339,5135521.000000,-5.162787,1.000000
internalMesh,58,-0.013966,0.001223,0.000000,0.014019,10.070984,0.065599,-0.000529,10.071198,0.004898,0.000321,0.000021,-0.000713,0.000018,-0.000055,0.004961,10.086370,0.065330,0.000273,10.086582,0.000503,0.002620,0.003123,0.000000,7.516628,5057601.000000,-5.267879,1.000000
internalMesh,59,-0.012648,0.001223,0.000000,0.012707,10.077953,0.069079,-0.000579,10.078190,0.006175,0.000444,0.000024,-0.000968,0.000016,-0.000060,0.006267,10.095252,0.068997,0.000277,10.095488,0.000266,0.003322,0.003589,0.000000,7.367085,4981034.500000,-5.346479,1.000000
internalMesh,60,-0.011383,0.001223,0.000000,0.011448,10.085537,0.071859,-0.000625,10.085793,0.007968,0.000614,0.000023,-0.001441,0.000012,-0.000052,0.008121,10.104201,0.072051,0.000283,10.104458,0.000229,0.004303,0.004532,0.000000,7.213984,4906028.500000,-5.424880,1.000000
internalMesh,61,-0.010168,0.001223,0.000000,0.010242,10.093509,0.073853,-0.000675,10.093779,0.010565,0.000884,0.000021,-0.002201,0.000009,-0.000041,0.010828,10.113237,0.074380,0.000291,10.113511,0.000269,0.005735,0.006004,0.000000,7.061459,4833010.500000,-5.504397,1.000000
internalMesh,62,-0.009002,0.001223,0.000000,0.009085,10.101230,0.075827,-0.000736,10.101514,0.014220,0.001209,0.000019,-0.003243,0.000007,-0.000032,0.014635,10.122044,0.076583,0.000297,10.122334,0.000384,0.007724,0.008107,0.000000,6.915547,4762136.500000,-5.579735,1.000000
internalMesh,63,-0.007883,0.001223,0.000000,0.007977,10.108582,0.077604,-0.000808,10.108879,0.019498,0.001794,0.000019,-0.004911,0.000006,-0.000024,0.020187,10.130576,0.078709,0.000300,10.130882,0.000606,0.010655,0.011261,0.000000,6.778499,4693347.000000,-5.648647,1.000000
internalMesh,64,-0.006808,0.001223,0.000000,0.006917,10.115490,0.079873,-0.000893,10.115806,0.026991,0.002508,0.000019,-0.007192,0.000004,-0.000015,0.028045,10.138814,0.081141,0.000300,10.139138,0.000886,0.014759,0.015645,0.000000,6.648173,4626465.500000,-5.711357,1.000000
internalMesh,65,-0.005776,0.001223,0.000000,0.005904,10.122330,0.081972,-0.000993,10.122662,0.038050,0.003882,0.000021,-0.011020,0.000002,-0.000001,0.039804,10.146818,0.083615,0.000295,10.147162,0.001326,0.020977,0.022303,0.000000,6.523071,4561233.500000,-5.768934,1.000000
internalMesh,66,-0.004786,0.001223,0.000000,0.004939,10.129068,0.084985,-0.001112,10.129425,0.053832,0.005726,0.000024,-0.016400,0.000000,0.000019,0.056565,10.154249,0.086575,0.000286,10.154618,0.001732,0.029790,0.031523,0.000000,6.398789,4497341.000000,-5.821940,1.000000
internalMesh,67,-0.003835,0.001223,0.000000,0.004025,10.136246,0.087971,-0.001253,10.136627,0.077312,0.009501,0.000027,-0.025877,-0.000010,0.000051,0.082080,10.161180,0.089809,0.000273,10.161577,0.002412,0.043420,0.045832,0.000000,6.273524,4434399.500000,-5.871122,1.000000
internalMesh,68,-0.002922,0.001223,0.000000,0.003167,10.143977,0.092138,-0.001419,10.144396,0.111087,0.015897,0.000033,-0.040717,-0.000016,0.000101,0.119377,10.167162,0.093974,0.000256,10.167596,0.002952,0.063508,0.066460,0.000000,6.137434,4371946.000000,-5.917114,1.000000
internalMesh,69,-0.002045,0.001223,0.000000,0.002383,10.153382,0.096552,-0.001605,10.153841,0.159023,0.029916,0.000039,-0.067405,-0.000028,0.000166,0.175291,10.173071,0.099160,0.000237,10.173554,0.003912,0.094489,0.098401,0.000000,5.983888,4309416.500000,-5.963092,1.000000
internalMesh,70,-0.001204,0.001271,0.000000,0.001750,10.164660,0.100291,-0.001800,10.165155,0.223553,0.063987,0.000047,-0.116742,-0.000050,0.000267,0.260190,10.178454,0.105790,0.000218,10.179004,0.004626,0.143794,0.148420,0.000000,5.795155,4246249.000000,-6.014448,1.000000
internalMesh,71,-0.000396,0.001271,0.000000,0.001331,10.178848,0.102920,-0.001988,10.179369,0.291089,0.132873,0.000056,-0.189609,-0.000090,0.000411,0.371941,10.185847,0.113989,0.000210,10.186485,0.006153,0.212009,0.218162,0.000000,5.563695,4182483.250000,-6.080415,1.000000
internalMesh,72,-0.019809,0.001630,0.000000,0.019876,9.991619,0.024498,-0.000318,9.991649,0.019451,0.000573,0.000037,0.000633,0.000055,0.000212,0.019471,10.003774,0.021221,0.000281,10.003797,0.374977,0.010031,0.385008,0.000004,8.636365,5395251.000000,-4.504641,1.000000
internalMesh,73,-0.018257,0.001630,0.000000,0.018330,10.017100,0.048859,-0.000315,10.017220,0.002049,0.000417,0.000024,-0.000398,-0.000037,0.000016,0.002129,10.024369,0.047879,0.000262,10.024484,0.287707,0.001245,0.288952,0.000001,8.241451,5302268.500000,-4.731002,1.000000
internalMesh,74,-0.016950,0.001630,0.000000,0.017029,10.039547,0.055410,-0.000386,10.039700,0.003528,0.000380,0.000013,-0.000682,-0.000023,0.000041,0.003614,10.047657,0.054667,0.000265,10.047806,0.172355,0.001961,0.174316,0.000000,7.911117,5215351.000000,-4.983353,1.000000
internalMesh,75,-0.015105,0.001560,0.000000,0.015185,10.053503,0.056490,-0.000465,10.053661,0.003528,0.000422,0.000010,-0.000854,0.000001,-0.000000,0.003655,10.065268,0.055625,0.000270,10.065421,0.118672,0.001981,0.120652,0.000000,7.679183,5135037.000000,-5.165597,1.000000
internalMesh,76,-0.013966,0.001630,0.000000,0.014061,10.061920,0.058720,-0.000530,10.062092,0.004483,0.000506,0.000019,-0.000997,0.000023,-0.000053,0.004621,10.076617,0.057831,0.000273,10.076783,0.089845,0.002504,0.092349,0.000000,7.509129,5057521.500000,-5.276464,1.000000
internalMesh,77,-0.012648,0.001577,0.000000,0.012746,10.068698,0.061999,-0.000578,10.068889,0.005726,0.000666,0.000024,-0.001293,0.000020,-0.000060,0.005908,10.085205,0.061221,0.000277,10.085391,0.074484,0.003208,0.077692,0.000001,7.358361,4981170.500000,-5.356115,1.000000
internalMesh,78,-0.011383,0.001577,0.000000,0.011492,10.075779,0.064823,-0.000622,10.075988,0.007470,0.000926,0.000023,-0.001871,0.000016,-0.000051,0.007757,10.093523,0.064434,0.000283,10.093729,0.064274,0.004209,0.068484,0.000001,7.206964,4906301.000000,-5.432542,1.000000
internalMesh,79,-0.010168,0.001630,0.000000,0.010298,10.083206,0.067095,-0.000672,10.083429,0.009984,0.001282,0.000021,-0.002751,0.000012,-0.000039,0.010435,10.102045,0.067013,0.000291,10.102267,0.053773,0.005643,0.059416,0.000001,7.055388,4833383.500000,-5.510728,1.000000
internalMesh,80,-0.009002,0.001630,0.000000,0.009149,10.090436,0.068958,-0.000732,10.090672,0.013544,0.001843,0.000019,-0.004070,0.000010,-0.000030,0.014262,10.110412,0.069257,0.000297,10.110649,0.043026,0.007703,0.050729,0.000001,6.909338,4762616.000000,-5.586229,1.000000
internalMesh,81,-0.007883,0.001630,0.000000,0.008049,10.097239,0.070998,-0.000802,10.097488,0.018584,0.002599,0.000019,-0.005956,0.000009,-0.000022,0.019687,10.118451,0.071473,0.000300,10.118704,0.032990,0.010601,0.043590,0.000001,6.771116,4693958.500000,-5.656024,1.000000
internalMesh,82,-0.006808,0.001630,0.000000,0.007000,10.103653,0.073007,-0.000885,10.103917,0.025791,0.003848,0.000019,-0.008885,0.000007,-0.000014,0.027548,10.126052,0.073865,0.000300,10.126321,0.025629,0.014829,0.040458,0.000000,6.639609,4627248.000000,-5.719847,1.000000
internalMesh,83,-0.005776,0.001630,0.000000,0.006002,10.109928,0.075454,-0.000981,10.110209,0.036087,0.005637,0.000021,-0.013128,0.000007,-0.000001,0.038813,10.133234,0.076537,0.000296,10.133523,0.020262,0.020873,0.041134,0.000000,6.512309,4562251.000000,-5.778796,1.000000
internalMesh,84,-0.004834,0.001630,0.000000,0.005101,10.116193,0.078003,-0.001093,10.116493,0.050813,0.008762,0.000023,-0.019916,0.000001,0.000020,0.055276,10.139785,0.079589,0.000287,10.140098,0.016894,0.029799,0.046693,0.000000,6.386070,4498687.500000,-5.833679,1.000000
internalMesh,85,-0.003679,0.001560,0.000000,0.003996,10.122833,0.081113,-0.001225,10.123158,0.071531,0.013806,0.000027,-0.030168,-0.000003,0.000049,0.078850,10.145902,0.083170,0.000276,10.146242,0.014387,0.042682,0.057069,0.000000,6.257365,4436241.500000,-5.885682,1.000000
internalMesh,86,-0.002922,0.001630,0.000000,0.003345,10.130020,0.084537,-0.001376,10.130373,0.100521,0.023271,0.000031,-0.047027,-0.000010,0.000094,0.113391,10.151319,0.087424,0.000261,10.151695,0.012873,0.061912,0.074785,0.000000,6.119949,4374565.500000,-5.936121,1.000000
internalMesh,87,-0.002045,0.001630,0.000000,0.002615,10.138577,0.087881,-0.001541,10.138957,0.138244,0.041902,0.000037,-0.074422,-0.000028,0.000157,0.162499,10.156816,0.092669,0.000244,10.157239,0.011423,0.090091,0.101515,0.000000,5.967408,4313330.500000,-5.987930,1.000000
internalMesh,88,-0.001204,0.001630,0.000000,0.002026,10.148286,0.090767,-0.001712,10.148692,0.184588,0.077532,0.000044,-0.116697,-0.000040,0.000248,0.231737,10.162187,0.098694,0.000227,10.162666,0.010727,0.131082,0.141809,0.000000,5.790674,4252414.000000,-6.045918,1.000000
internalMesh,89,-0.000396,0.001630,0.000000,0.001677,10.159423,0.090567,-0.001883,10.159826,0.226547,0.155064,0.000052,-0.178854,-0.000070,0.000375,0.327654,10.169236,0.105681,0.000211,10.169785,0.009831,0.190831,0.200662,0.000000,5.590282,4192581.250000,-6.116468,1.000000
internalMesh,90,-0.019809,0.002066,0.000000,0.019916,9.991186,0.020715,-0.000319,9.991208,0.019376,0.000708,0.000036,0.000777,0.000061,0.000192,0.019405,10.003269,0.017000,0.000264,10.003284,0.374983,0.010060,0.385043,0.000004,8.548285,5394042.500000,-4.612127,1.000000
