Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,epsilonU_average,epsilon_average,fK_average,kU_average,k_average,nut_average,p_average
internalMesh,4060,0.080050371587,-0.005171020282,0.000000000000,0.080217214125,6.546400547028,-1.485263466835,0.000000000000,6.712776660919,0.825002610683,0.825002610683,0.099999949336,0.004244307522,0.042443070561,0.000002136511,-4.648319721222
internalMesh,4061,0.081201128662,-0.005188238691,0.000000000000,0.081366707667,6.579657077789,-1.450277924538,-0.000000000000,6.737595558167,0.816186368465,0.816186368465,0.099999949336,0.004176713992,0.041767142713,0.000002104600,-4.235416412354
internalMesh,4062,0.082360833883,-0.005205590860,0.000000000000,0.082525178789,6.617200851440,-1.413514733315,-0.000000000000,6.766489028931,0.807617366314,0.807617366314,0.099999949336,0.004103947897,0.041039478034,0.000002069049,-3.865099191666
internalMesh,4063,0.083529554307,-0.005223077955,0.000000000000,0.083692693744,6.661458969116,-1.378527164459,0.000000000000,6.802600383759,0.798516988754,0.798516988754,0.099999949336,0.004026462790,0.040264628828,0.000002030800,-3.541417121887
internalMesh,4064,0.084707360715,-0.005240701023,0.000000000000,0.084869322529,6.712858676910,-1.349655747414,0.000000000000,6.847192287445,0.789412021637,0.789412021637,0.099999949336,0.003946941346,0.039469424635,0.000001991000,-3.270799636841
internalMesh,4065,0.085894327611,-0.005258461111,0.000000000000,0.086055138888,6.768917083740,-1.328449368477,0.000000000000,6.898044586182,0.780466437340,0.780466437340,0.099999949336,0.003866636660,0.038666371256,0.000001950316,-3.058707952499
internalMesh,4066,0.087090518326,-0.005276359385,0.000000000000,0.087250205447,6.825655937195,-1.312927842140,0.000000000000,6.950781345367,0.771351158619,0.771351158619,0.099999949336,0.003785607871,0.037856079638,0.000001909016,-2.905161857605
internalMesh,4067,0.088296007365,-0.005294396658,0.000000000000,0.088454595995,6.878309726715,-1.301153182983,0.000000000000,7.000296115875,0.761650621891,0.761650621891,0.099999949336,0.003703475697,0.037034761161,0.000001867127,-2.809383630753
internalMesh,4068,0.089510872960,-0.005312574096,0.000000000000,0.089668388084,6.921973228455,-1.291281700134,0.000000000000,7.041386127472,0.751445710659,0.751445710659,0.099999949336,0.003621015465,0.036210160702,0.000001824788,-2.762650251389
internalMesh,4069,0.090735185891,-0.005330892978,0.000000000000,0.090891651865,6.955198287964,-1.278260946274,0.000000000000,7.071685314178,0.741670846939,0.741670846939,0.099999949336,0.003539223922,0.035392235965,0.000001782269,-2.754211664200
internalMesh,4070,0.091969016939,-0.005349354353,0.000000000000,0.092124457495,6.980403423309,-1.253402709961,-0.000000000000,7.092041492462,0.731132447720,0.731132447720,0.099999949336,0.003454628866,0.034546289593,0.000001739584,-2.770024061203
internalMesh,4071,0.093212436885,-0.005367959267,0.000000000000,0.093366875157,7.000267505646,-1.214051365852,0.000000000000,7.104763507843,0.717394828796,0.717394828796,0.099999949336,0.003364477074,0.033644773066,0.000001697129,-2.802674770355
internalMesh,4072,0.094465523958,-0.005386708770,0.000000000000,0.094618982493,7.014826297760,-1.167241096497,0.000000000000,7.111275672913,0.700733959675,0.700733959675,0.099999949336,0.003272134112,0.032721340656,0.000001655852,-2.853614091873
internalMesh,4073,0.095728356391,-0.005405603908,0.000000000000,0.095880857166,7.023549556732,-1.121617436409,-0.000000000000,7.112543582916,0.683025598526,0.683025598526,0.099999949336,0.003182413755,0.031824134290,0.000001616547,-2.922324180603
internalMesh,4074,0.097001004964,-0.005424645962,0.000000000000,0.097152569435,7.027684688568,-1.079532146454,0.000000000000,7.110115528107,0.665757715702,0.665757715702,0.099999949336,0.003097870387,0.030978707597,0.000001579602,-3.003507614136
internalMesh,4075,0.098283547908,-0.005443836213,0.000000000000,0.098434197016,7.029819965363,-1.038390994072,0.000000000000,7.106097698212,0.648882985115,0.648882985115,0.099999949336,0.003017704934,0.030177049339,0.000001544968,-3.091278791428
internalMesh,4076,0.099576063454,-0.005463175708,0.000000000000,0.099725817629,7.031585216522,-0.996120810509,0.000000000000,7.101791858673,0.631954669952,0.631954669952,0.099999949336,0.002940875944,0.029408769682,0.000001512465,-3.186164140701
internalMesh,4077,0.100878626108,-0.005482665496,0.000000000000,0.101027505296,7.032963275909,-0.952674925327,0.000000000000,7.097193717957,0.614832162857,0.614832162857,0.099999949336,0.002866886789,0.028668863699,0.000001481793,-3.289906263351
internalMesh,4078,0.102191317827,-0.005502306623,0.000000000000,0.102339341493,7.033116817474,-0.910143613815,0.000000000000,7.091762542725,0.597643256187,0.597643256187,0.099999949336,0.002795666223,0.027956662700,0.000001452621,-3.407071590424
internalMesh,4079,0.103514216840,-0.005522100604,0.000000000000,0.103661404019,7.030646324158,-0.870302319527,0.000000000000,7.084307670593,0.580482959747,0.580482959747,0.099999949336,0.002726942534,0.027269430459,0.000001424595,-3.535862684250
internalMesh,4080,0.104847397655,-0.005542048602,0.000000000000,0.104993766947,7.024927616119,-0.832939445972,0.000000000000,7.074135780334,0.563234806061,0.563234806061,0.099999949336,0.002659814432,0.026598149911,0.000001397313,-3.671776294708
internalMesh,4081,0.106190945953,-0.005562151549,0.000000000000,0.106336515517,7.016370773315,-0.795492053032,0.000000000000,7.061321735382,0.545829713345,0.545829713345,0.099999949336,0.002593811834,0.025938117877,0.000001370660,-3.807360410690
internalMesh,4082,0.107544939965,-0.005582410726,0.000000000000,0.107689727558,7.005879878998,-0.754207074642,0.000000000000,7.046359539032,0.528217554092,0.528217554092,0.099999949336,0.002528375946,0.025283759460,0.000001344664,-3.939817190170
internalMesh,4083,0.108909457922,-0.005602827528,0.000000000000,0.109053480922,6.993954658508,-0.706260144711,0.000000000000,7.029523849487,0.510206758976,0.510206758976,0.099999949336,0.002462561475,0.024625621736,0.000001319253,-4.066040039062
internalMesh,4084,0.110284585506,-0.005623403122,0.000000000000,0.110427860899,6.980941295624,-0.652125179768,0.000000000000,7.011334419250,0.491614520550,0.491614520550,0.099999949336,0.002395763295,0.023957630619,0.000001294265,-4.185875892639
internalMesh,4085,0.111670404673,-0.005644138553,0.000000000000,0.111812949070,6.966660022736,-0.595709562302,0.000000000000,6.992082595825,0.472523123026,0.472523123026,0.099999949336,0.002328167204,0.023281669244,0.000001269571,-4.300120353699
internalMesh,4086,0.113067001104,-0.005665035336,0.000000000000,0.113208830769,6.951376438141,-0.541706264019,0.000000000000,6.972451686859,0.453271895647,0.453271895647,0.099999949336,0.002260410693,0.022604109719,0.000001245024,-4.406544208527
internalMesh,4087,0.114474453032,-0.005686094519,0.000000000000,0.114615583879,6.936450481415,-0.493428409100,0.000000000000,6.953978538513,0.434268057346,0.434268057346,0.099999949336,0.002193285385,0.021932855248,0.000001220538,-4.501422405243
internalMesh,4088,0.115892846137,-0.005707317381,0.000000000000,0.116033293746,6.922950267792,-0.451205909252,0.000000000000,6.937638282776,0.415875375271,0.415875375271,0.099999949336,0.002127439948,0.021274395287,0.000001196075,-4.581345081329
internalMesh,4089,0.117322269827,-0.005728705321,0.000000000000,0.117462049454,6.911606788635,-0.413353741169,0.000000000000,6.923956394196,0.398374229670,0.398374229670,0.099999949336,0.002063377993,0.020633779466,0.000001171665,-4.639122486115
internalMesh,4090,0.118762806058,-0.005750259385,0.000000000000,0.118901932641,6.903459072113,-0.377343535423,0.000000000000,6.913763999939,0.381935447454,0.381935447454,0.099999949336,0.002001398709,0.020013986155,0.000001147389,-4.674960136414
internalMesh,4091,0.120214544237,-0.005771981087,0.000000000000,0.120353032416,6.898677825928,-0.341775745153,0.000000000000,6.907138824463,0.366649150848,0.366649150848,0.099999949336,0.001941485330,0.019414857030,0.000001123239,-4.688549041748
internalMesh,4092,0.121677570045,-0.005793871707,0.000000000000,0.121815434167,6.897134780884,-0.307514786720,-0.000000000000,6.903986930847,0.352375715971,0.352375715971,0.099999949336,0.001883184188,0.018831843510,0.000001099091,-4.682490825653
internalMesh,4093,0.123151965439,-0.005815932527,0.000000000000,0.123289219572,6.899089336395,-0.276860237122,-0.000000000000,6.904642105103,0.338842719793,0.338842719793,0.099999949336,0.001826099353,0.018260998651,0.000001074879,-4.657968044281
internalMesh,4094,0.124637823552,-0.005838164943,0.000000000000,0.124774481484,6.906004428864,-0.251171499491,-0.000000000000,6.910570621490,0.325843393803,0.325843393803,0.099999949336,0.001770177623,0.017701776698,0.000001050621,-4.617593288422
internalMesh,4095,0.126135237515,-0.005860570120,0.000000000000,0.126271312756,6.919378757477,-0.230887576938,0.000000000000,6.923229694366,0.313410520554,0.313410520554,0.099999949336,0.001715863356,0.017158627510,0.000001026416,-4.562290191650
internalMesh,4096,0.127644293010,-0.005883149570,0.000000000000,0.127779798822,6.940237522125,-0.215868353844,-0.000000000000,6.943593978882,0.301741600037,0.301741600037,0.099999949336,0.001663725474,0.016637250781,0.000001002480,-4.488511562347
internalMesh,4097,0.129165075719,-0.005905904574,0.000000000000,0.129300025114,6.968781948090,-0.203702315688,0.000000000000,6.971758365631,0.291032701731,0.291032701731,0.099999949336,0.001613925211,0.016139252111,0.000000979026,-4.395309925079
internalMesh,4098,0.130697689950,-0.005928836414,0.000000000000,0.130832095678,7.004857063293,-0.192419111729,0.000000000000,7.007499217987,0.281133413315,0.281133413315,0.099999949336,0.001566021936,0.015660220757,0.000000956177,-4.280971527100
internalMesh,4099,0.132242217660,-0.005951946485,0.000000000000,0.132376092247,7.048759937286,-0.183286070824,0.000000000000,7.051142692566,0.271798670292,0.271798670292,0.099999949336,0.001520009013,0.015200090595,0.000000933990,-4.152095317841
internalMesh,4100,0.133798748255,-0.005975236301,0.000000000000,0.133932104006,7.098932743073,-0.181403249502,-0.000000000000,7.101250171661,0.263002574444,0.263002574444,0.099999949336,0.001476490521,0.014764907770,0.000000912375,-4.019810199738
internalMesh,4101,0.135367386043,-0.005998707260,0.000000000000,0.135500235029,7.151315689087,-0.193039804697,-0.000000000000,7.153920650482,0.254963636398,0.254963636398,0.099999949336,0.001436327468,0.014363271184,0.000000891224,-3.882717609406
internalMesh,4102,0.136948220432,-0.006022360525,0.000000000000,0.137080574502,7.202348232269,-0.218881100416,0.000000000000,7.205673217773,0.248041033745,0.248041033745,0.099999949336,0.001400120207,0.014001205564,0.000000870669,-3.729248285294
internalMesh,4103,0.138541340828,-0.006046197843,0.000000000000,0.138673211641,7.250501632690,-0.253553479910,0.000000000000,7.254933834076,0.242364928126,0.242364928126,0.099999949336,0.001367931836,0.013679316267,0.000000851254,-3.541036605835
internalMesh,4104,0.140146844089,-0.006070220610,0.000000000000,0.140278243097,7.295821189880,-0.286457985640,0.000000000000,7.301442623138,0.237678393722,0.237678393722,0.099999949336,0.001338896924,0.013388967142,0.000000833435,-3.313205480576
internalMesh,4105,0.141764834523,-0.006094429991,0.000000000000,0.141895772961,7.334167957306,-0.312719225883,-0.000000000000,7.340831756592,0.233249232173,0.233249232173,0.099999949336,0.001311854110,0.013118542731,0.000000817105,-3.057705402374
internalMesh,4106,0.143395408988,-0.006118827499,0.000000000000,0.143525897903,7.357612609863,-0.333750844002,0.000000000000,7.365178585052,0.228806227446,0.228806227446,0.099999949336,0.001286436338,0.012864364311,0.000000801744,-2.792807817459
internalMesh,4107,0.145038656890,-0.006143414648,0.000000000000,0.145168707152,7.359753608704,-0.351161420345,0.000000000000,7.368126392365,0.224246844649,0.224246844649,0.099999949336,0.001262025675,0.012620258145,0.000000786412,-2.526849985123
internalMesh,4108,0.146694682539,-0.006168193067,0.000000000000,0.146824304837,7.339559078217,-0.368040502071,0.000000000000,7.348781108856,0.219392716885,0.219392716885,0.099999949336,0.001237601740,0.012376018800,0.000000769950,-2.251975536346
internalMesh,4109,0.148363582790,-0.006193164270,0.000000000000,0.148492787643,7.302956581116,-0.385441422462,-0.000000000000,7.313120841980,0.214318707585,0.214318707585,0.099999949336,0.001212620526,0.012126202695,0.000000752006,-1.958670973778
internalMesh,4110,0.150045454502,-0.006218329538,0.000000000000,0.150174252250,7.261552333832,-0.394550144672,-0.000000000000,7.272263050079,0.209274023771,0.209274023771,0.099999949336,0.001186616719,0.011866167188,0.000000733366,-1.628584027290
internalMesh,4111,0.151740409434,-0.006243690383,0.000000000000,0.151868810243,7.226807117462,-0.383683979511,0.000000000000,7.236985206604,0.203969672322,0.203969672322,0.099999949336,0.001158637111,0.011586372741,0.000000714768,-1.249839186668
internalMesh,4112,0.153448536992,-0.006269248435,0.000000000000,0.153576550882,7.201099872589,-0.353362113237,-0.000000000000,7.209764480591,0.198125764728,0.198125764728,0.099999949336,0.001129262615,0.011292626150,0.000000696620,-0.844660758972
internalMesh,4113,0.155169941485,-0.006295005092,0.000000000000,0.155297578312,7.180068016052,-0.313698500395,-0.000000000000,7.186917304993,0.192119523883,0.192119523883,0.099999949336,0.001100318972,0.011003187858,0.000000679367,-0.441497802734
internalMesh,4114,0.156904734671,-0.006320961984,0.000000000000,0.157032004135,7.161283493042,-0.272052407265,0.000000000000,7.166449069977,0.186252132058,0.186252132058,0.099999949336,0.001072569052,0.010725687258,0.000000663253,-0.053809631616
internalMesh,4115,0.158653013408,-0.006347120856,0.000000000000,0.158779925074,7.145366191864,-0.234156608582,0.000000000000,7.149201869965,0.180554851890,0.180554851890,0.099999949336,0.001046026940,0.010460266843,0.000000648063,0.315372169018
internalMesh,4116,0.160414882004,-0.006373483106,0.000000000000,0.160541445289,7.133351802826,-0.203341335058,0.000000000000,7.136249542236,0.175147742033,0.175147742033,0.099999949336,0.001020818017,0.010208179243,0.000000633328,0.663798630238
internalMesh,4117,0.162190452218,-0.006400050246,0.000000000000,0.162316676389,7.125337123871,-0.178894415498,0.000000000000,7.127582550049,0.170178845525,0.170178845525,0.099999949336,0.000996930292,0.009969303384,0.000000618668,0.991577625275
internalMesh,4118,0.163979828358,-0.006426824024,0.000000000000,0.164105722555,7.121794223785,-0.157460227609,0.000000000000,7.123534679413,0.165661528707,0.165661528707,0.099999949336,0.000974024471,0.009740242735,0.000000604033,1.301243066788
internalMesh,4119,0.165783114731,-0.006453805952,0.000000000000,0.165908687962,7.124782085419,-0.135528072715,-0.000000000000,7.126070976257,0.161494493484,0.161494493484,0.099999949336,0.000951611728,0.009516117163,0.000000589615,1.595096707344
internalMesh,4120,0.167600415647,-0.006480997661,0.000000000000,0.167725676793,7.136395454407,-0.112104348838,0.000000000000,7.137275695801,0.157576575875,0.157576575875,0.099999949336,0.000929660862,0.009296607226,0.000000575469,1.869349122047
internalMesh,4121,0.169431850314,-0.006508400664,0.000000000000,0.169556808121,7.156551361084,-0.090993113816,0.000000000000,7.157129764557,0.153975009918,0.153975009918,0.099999949336,0.000908702787,0.009087026119,0.000000561232,2.112184524536
internalMesh,4122,0.171277530491,-0.006536016706,0.000000000000,0.171402193585,7.182145118713,-0.078342519701,0.000000000000,7.182572364807,0.150774404407,0.150774404407,0.099999949336,0.000888973125,0.008889729157,0.000000546093,2.316507816315
internalMesh,4123,0.173137553036,-0.006563847535,0.000000000000,0.173261929938,7.209288120270,-0.077191911638,0.000000000000,7.209701538086,0.147963851690,0.147963851690,0.099999949336,0.000870212039,0.008702118881,0.000000529108,2.487843036652
internalMesh,4124,0.175012037158,-0.006591894664,0.000000000000,0.175136136264,7.236265182495,-0.084574475884,0.000000000000,7.236759185791,0.145501270890,0.145501270890,0.099999949336,0.000851889898,0.008518897928,0.000000510013,2.636881113052
internalMesh,4125,0.176901094615,-0.006620159838,0.000000000000,0.177024924212,7.267402172089,-0.087694250047,-0.000000000000,7.267931461334,0.143359199166,0.143359199166,0.099999949336,0.000833200465,0.008332006633,0.000000490178,2.783519029617
internalMesh,4126,0.178804837167,-0.006648644921,0.000000000000,0.178928405441,7.310412883759,-0.075399190187,-0.000000000000,7.310801506042,0.141268536448,0.141268536448,0.099999949336,0.000813887629,0.008138877340,0.000000471677,2.942915439606
