Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average,turbint_U_average,k_total_average,turbint_uprime_average
internalMesh,3357,0.100879,-0.009312,0.000000,0.101308,6.314290,-1.129830,-0.000000,6.414575,3.310978,11.337409,0.000000,-3.383754,-0.000000,0.000000,12.286139,6.636757,-1.506793,-0.000000,6.805657,7.324194,0.000018,15.735989,1800185.875000,3.698041,0.936407,6.425822,0.313507,2.072977
internalMesh,3358,0.102191,-0.009331,0.000000,0.102616,6.336662,-1.090764,0.000000,6.429856,3.479199,11.102617,0.000000,-3.286713,0.000000,-0.000000,12.090302,6.692309,-1.502426,0.000000,6.858884,7.290908,0.000018,15.873925,1777559.250000,4.458936,0.933327,6.440590,0.311884,2.067644
internalMesh,3359,0.103514,-0.009350,0.000000,0.103936,6.350450,-1.046075,0.000000,6.436030,3.624510,10.755372,0.000000,-3.140847,0.000000,0.000000,11.776248,6.753650,-1.487324,0.000000,6.915484,7.189941,0.000018,15.986600,1754905.125000,5.214333,0.925982,6.446181,0.309301,2.052663
internalMesh,3360,0.104847,-0.009369,0.000000,0.105265,6.359327,-0.997920,0.000000,6.437149,3.756675,10.371718,0.000000,-2.978137,0.000000,-0.000000,11.426043,6.822078,-1.460587,0.000000,6.976680,7.064196,0.000018,16.076048,1732224.000000,5.922638,0.919142,6.446694,0.306402,2.033854
internalMesh,3361,0.106191,-0.009388,0.000000,0.106605,6.365152,-0.947776,-0.000000,6.435328,3.877133,9.993056,0.000000,-2.806978,-0.000000,0.000000,11.080274,6.881929,-1.414996,-0.000000,7.025893,6.935094,0.000019,16.144791,1709512.375000,6.582500,0.914028,6.444269,0.303544,2.014324
internalMesh,3362,0.107545,-0.009408,0.000000,0.107956,6.367522,-0.895163,-0.000000,6.430137,3.982716,9.619995,0.000000,-2.616380,0.000000,-0.000000,10.735538,6.917464,-1.328017,-0.000000,7.043787,6.801356,0.000019,16.196247,1686780.125000,7.148335,0.911324,6.438459,0.300751,1.994043
internalMesh,3363,0.108909,-0.009427,0.000000,0.109317,6.366224,-0.840074,0.000000,6.421412,4.078701,9.262958,0.000000,-2.407613,0.000000,-0.000000,10.403595,6.929066,-1.179908,0.000000,7.028808,6.670829,0.000020,16.233917,1664023.250000,7.512478,0.912636,6.429105,0.298201,1.974154
internalMesh,3364,0.110285,-0.009447,0.000000,0.110688,6.363719,-0.784765,-0.000000,6.411924,4.177636,8.963446,0.000000,-2.203727,-0.000000,0.000000,10.131753,6.927614,-0.993721,-0.000000,6.998522,6.570541,0.000020,16.260111,1641244.250000,7.590840,0.913960,6.419017,0.296329,1.958568
internalMesh,3365,0.111670,-0.009467,0.000000,0.112071,6.364792,-0.732968,0.000000,6.406857,4.282673,8.764267,0.000000,-2.029026,0.000000,-0.000000,9.963464,6.917926,-0.825698,0.000000,6.967028,6.523470,0.000020,16.274214,1618444.000000,7.400904,0.914604,6.413423,0.295384,1.950729
internalMesh,3366,0.113067,-0.009487,0.000000,0.113464,6.372530,-0.686734,0.000000,6.409426,4.394808,8.673980,0.000000,-1.896777,0.000000,0.000000,9.907069,6.896796,-0.694786,0.000000,6.931704,6.534394,0.000020,16.272755,1595628.250000,7.016024,0.914625,6.415548,0.295322,1.951414
internalMesh,3367,0.114474,-0.009507,0.000000,0.114869,6.385716,-0.645177,0.000000,6.418226,4.524742,8.665846,0.000000,-1.808870,0.000000,0.000000,9.941940,6.865107,-0.586141,0.000000,6.890084,6.595294,0.000021,16.250881,1572797.500000,6.482042,0.914241,6.423970,0.296034,1.959420
internalMesh,3368,0.115893,-0.009527,0.000000,0.116284,6.401207,-0.606188,0.000000,6.429846,4.679208,8.693942,0.000000,-1.754661,0.000000,-0.000000,10.027884,6.832631,-0.514631,0.000000,6.851984,6.686575,0.000020,16.203821,1549958.625000,5.801089,0.913589,6.435242,0.297255,1.971814
internalMesh,3369,0.117322,-0.009548,0.000000,0.117710,6.416342,-0.567682,0.000000,6.441406,4.855427,8.711364,0.000000,-1.716486,0.000000,-0.000000,10.119751,6.817152,-0.516637,0.000000,6.836700,6.783396,0.000019,16.129276,1527107.250000,4.975800,0.911907,6.446468,0.298587,1.984944
internalMesh,3370,0.118763,-0.009568,0.000000,0.119148,6.429567,-0.528261,0.000000,6.451232,5.041448,8.688334,0.000000,-1.675582,0.000000,-0.000000,10.183856,6.824529,-0.588004,0.000000,6.849813,6.864890,0.000020,16.029799,1504251.125000,4.044447,0.911367,6.455969,0.299669,1.995823
internalMesh,3371,0.120215,-0.009589,0.000000,0.120596,6.440597,-0.487799,0.000000,6.459043,5.220013,8.622275,0.000000,-1.618837,0.000000,0.000000,10.208467,6.831822,-0.690609,0.000000,6.866639,6.921144,0.000019,15.911968,1481393.125000,3.070329,0.911604,6.463470,0.300313,2.003070
internalMesh,3372,0.121678,-0.009610,0.000000,0.122056,6.449964,-0.447254,0.000000,6.465452,5.377780,8.530462,0.000000,-1.543105,0.000000,0.000000,10.201494,6.826088,-0.793593,0.000000,6.872065,6.954122,0.000019,15.784084,1458534.750000,2.139090,0.911914,6.469590,0.300533,2.006987
internalMesh,3373,0.123152,-0.009631,0.000000,0.123528,6.457956,-0.407443,0.000000,6.470797,5.508942,8.431378,0.000000,-1.451363,0.000000,0.000000,10.175610,6.816304,-0.882454,0.000000,6.873188,6.970161,0.000018,15.654538,1435674.250000,1.372748,0.912253,6.474667,0.300443,2.008472
internalMesh,3374,0.124638,-0.009653,0.000000,0.125011,6.464216,-0.368371,0.000000,6.474704,5.614301,8.335676,0.000000,-1.349773,0.000000,0.000000,10.140304,6.801659,-0.955786,0.000000,6.868485,6.974988,0.000017,15.530049,1412820.875000,0.887347,0.912892,6.478310,0.300179,2.008316
internalMesh,3375,0.126135,-0.009674,0.000000,0.126506,6.468453,-0.329764,0.000000,6.476853,5.694456,8.248785,0.000000,-1.245012,0.000000,0.000000,10.100462,6.789563,-0.994233,0.000000,6.861972,6.971621,0.000018,15.414705,1389974.875000,0.758604,0.914082,6.480194,0.299813,2.006920
internalMesh,3376,0.127644,-0.009696,0.000000,0.128012,6.470450,-0.291609,0.000000,6.477018,5.744591,8.169616,0.000000,-1.138538,0.000000,0.000000,10.051826,6.803313,-0.961426,0.000000,6.870911,6.957104,0.000018,15.310045,1367137.875000,1.017551,0.915630,6.480093,0.299291,2.003852
internalMesh,3377,0.129165,-0.009717,0.000000,0.129530,6.469914,-0.254067,0.000000,6.474901,5.762053,8.089987,0.000000,-1.026414,0.000000,-0.000000,9.985123,6.849181,-0.855120,0.000000,6.902356,6.926021,0.000019,15.217089,1344316.250000,1.649300,0.917036,6.477717,0.298514,1.998342
internalMesh,3378,0.130698,-0.009739,0.000000,0.131060,6.466861,-0.217327,-0.000000,6.470511,5.757217,8.004802,0.000000,-0.908307,-0.000000,0.000000,9.901890,6.913659,-0.707374,-0.000000,6.949752,6.881009,0.000020,15.137803,1321508.250000,2.504833,0.918002,6.473084,0.297536,1.990762
internalMesh,3379,0.132242,-0.009762,0.000000,0.132602,6.461772,-0.181723,-0.000000,6.464327,5.750801,7.918567,0.000000,-0.790709,-0.000000,0.000000,9.818382,6.974082,-0.545128,-0.000000,6.995355,6.834684,0.000020,15.073679,1298722.375000,3.456287,0.918918,6.466674,0.296605,1.982924
internalMesh,3380,0.133799,-0.009784,0.000000,0.134156,6.456355,-0.148158,0.000000,6.458055,5.757059,7.842055,0.000000,-0.682156,0.000000,-0.000000,9.752275,7.015966,-0.392331,0.000000,7.026927,6.799557,0.000020,15.023076,1275957.875000,4.338855,0.920496,6.460197,0.295912,1.976672
internalMesh,3381,0.135367,-0.009806,0.000000,0.135722,6.453146,-0.117748,0.000000,6.454220,5.773224,7.785137,0.000000,-0.587450,0.000000,0.000000,9.709972,7.032859,-0.260568,0.000000,7.037684,6.779180,0.000020,14.981116,1253219.875000,5.074300,0.922560,6.456187,0.295410,1.972546
internalMesh,3382,0.136948,-0.009829,0.000000,0.137300,6.453714,-0.090921,0.000000,6.454355,5.787665,7.744636,0.000000,-0.502325,0.000000,0.000000,9.681363,7.021590,-0.143066,0.000000,7.023047,6.766151,0.000020,14.941709,1230512.625000,5.645751,0.923913,6.456172,0.294862,1.969481
internalMesh,3383,0.138541,-0.009852,0.000000,0.138891,6.457538,-0.066753,0.000000,6.457883,5.793644,7.702276,0.000000,-0.416490,0.000000,0.000000,9.647012,6.997576,-0.056895,0.000000,6.997807,6.747960,0.000020,14.900340,1207838.875000,6.019359,0.925245,6.459565,0.294041,1.965722
internalMesh,3384,0.140147,-0.009875,0.000000,0.140494,6.462866,-0.043531,-0.000000,6.463012,5.791693,7.640353,0.000000,-0.320929,-0.000000,0.000000,9.592793,6.980307,-0.022492,-0.000000,6.980343,6.716024,0.000019,14.855689,1185202.250000,6.150865,0.926501,6.464571,0.292864,1.960081
internalMesh,3385,0.141765,-0.009898,0.000000,0.142110,6.468473,-0.019847,-0.000000,6.468504,5.783469,7.556242,0.000000,-0.211925,-0.000000,0.000000,9.517889,6.991852,-0.005664,-0.000000,6.991854,6.669856,0.000018,14.809196,1162606.250000,6.087668,0.926380,6.469942,0.291376,1.952421
internalMesh,3386,0.143395,-0.009921,0.000000,0.143738,6.474487,0.004602,0.000000,6.474488,5.768547,7.460385,0.000000,-0.092166,0.000000,0.000000,9.430905,7.046416,0.057071,0.000000,7.046648,6.614466,0.000019,14.763332,1140054.375000,5.959423,0.925934,6.475808,0.289641,1.943292
internalMesh,3387,0.145039,-0.009945,0.000000,0.145379,6.482071,0.028874,0.000000,6.482135,5.745033,7.366210,0.000000,0.031386,0.000000,-0.000000,9.341704,7.111417,0.192859,0.000000,7.114032,6.555622,0.000019,14.721130,1117550.375000,5.884482,0.925031,6.483341,0.287690,1.933356
internalMesh,3388,0.146695,-0.009969,0.000000,0.147033,6.492488,0.051513,0.000000,6.492692,5.712531,7.284139,0.000000,0.150714,0.000000,0.000000,9.258207,7.145773,0.365703,0.000000,7.155125,6.498334,0.000020,14.685881,1095096.875000,5.836437,0.922026,6.493808,0.285554,1.923266
internalMesh,3389,0.148364,-0.009993,0.000000,0.148700,6.506570,0.071313,0.000000,6.506961,5.673539,7.222068,0.000000,0.260428,0.000000,0.000000,9.187771,7.147146,0.512401,0.000000,7.165490,6.447804,0.000021,14.660645,1072697.750000,5.705431,0.916476,6.508024,0.283320,1.913833
internalMesh,3390,0.150045,-0.010017,0.000000,0.150379,6.524969,0.088105,-0.000000,6.525563,5.631938,7.189104,0.000000,0.357672,-0.000000,0.000000,9.139467,7.140999,0.584166,-0.000000,7.164853,6.410521,0.000021,14.646788,1050358.250000,5.479758,0.910593,6.526614,0.281136,1.906173
internalMesh,3391,0.151740,-0.010041,0.000000,0.152072,6.547511,0.101975,0.000000,6.548305,5.593606,7.187121,0.000000,0.440493,0.000000,0.000000,9.117959,7.138814,0.575074,0.000000,7.161939,6.390364,0.000021,14.642996,1028080.937500,5.278376,0.903836,6.549376,0.279144,1.901078
internalMesh,3392,0.153449,-0.010065,0.000000,0.153778,6.573419,0.112519,0.000000,6.574382,5.561694,7.208099,0.000000,0.508462,0.000000,0.000000,9.118534,7.146498,0.515796,0.000000,7.165087,6.384896,0.000021,14.647342,1005871.000000,5.158072,0.894733,6.575492,0.277373,1.898380
internalMesh,3393,0.155170,-0.010090,0.000000,0.155498,6.601203,0.119723,-0.000000,6.602289,5.535934,7.245349,0.000000,0.561565,-0.000000,0.000000,9.135481,7.167247,0.439459,-0.000000,7.180707,6.390642,0.000020,14.659775,983731.125000,5.060464,0.889100,6.603447,0.275832,1.897637
internalMesh,3394,0.156905,-0.010115,0.000000,0.157230,6.629502,0.124480,-0.000000,6.630671,5.514683,7.295736,0.000000,0.608324,-0.000000,0.000000,9.165672,7.191672,0.361843,-0.000000,7.200769,6.405209,0.000020,14.681190,961668.062500,4.927937,0.886476,6.631879,0.274516,1.898402
internalMesh,3395,0.158653,-0.010140,0.000000,0.158977,6.657286,0.128105,0.000000,6.658519,5.495188,7.356526,0.000000,0.661936,0.000000,0.000000,9.206179,7.217247,0.284697,0.000000,7.222860,6.425857,0.000019,14.713797,939682.562500,4.789843,0.883929,6.659775,0.273368,1.900076
internalMesh,3396,0.160415,-0.010165,0.000000,0.160737,6.683746,0.131669,0.000000,6.685043,5.478017,7.423479,0.000000,0.728416,0.000000,0.000000,9.254582,7.248614,0.183857,0.000000,7.250945,6.450747,0.000020,14.758532,917782.000000,4.732979,0.881609,6.686332,0.272354,1.902249
internalMesh,3397,0.162190,-0.010191,0.000000,0.162510,6.708085,0.134735,0.000000,6.709438,5.468776,7.482957,0.000000,0.806096,0.000000,0.000000,9.303329,7.270059,0.034654,0.000000,7.270141,6.475867,0.000022,14.815414,895970.687500,4.822548,0.880180,6.710732,0.271424,1.904320
internalMesh,3398,0.163980,-0.010216,0.000000,0.164298,6.728991,0.136313,-0.000000,6.730371,5.470824,7.523571,0.000000,0.885468,-0.000000,0.000000,9.344416,7.299779,-0.133618,-0.000000,7.301002,6.497198,0.000022,14.888180,874252.000000,5.063175,0.879703,6.731635,0.270566,1.905778
internalMesh,3399,0.165783,-0.010242,0.000000,0.166099,6.744903,0.136204,-0.000000,6.746278,5.482123,7.545780,0.000000,0.958717,-0.000000,-0.000000,9.376119,7.357664,-0.259377,-0.000000,7.362235,6.513952,0.000022,14.981452,852631.875000,5.441613,0.880029,6.747487,0.269850,1.906599
internalMesh,3400,0.167600,-0.010268,0.000000,0.167915,6.754191,0.135708,-0.000000,6.755554,5.491807,7.547493,0.000000,1.035452,-0.000000,-0.000000,9.391313,7.409877,-0.347113,-0.000000,7.418003,6.519650,0.000021,15.095310,831117.312500,5.923734,0.881241,6.756709,0.269239,1.905960
internalMesh,3401,0.169432,-0.010294,0.000000,0.169744,6.755162,0.137499,-0.000000,6.756561,5.484068,7.516618,0.000000,1.138047,0.000000,0.000000,9.373884,7.435713,-0.422059,-0.000000,7.447681,6.500343,0.000020,15.226560,809712.687500,6.448759,0.883640,6.757685,0.268547,1.901966
internalMesh,3402,0.171278,-0.010321,0.000000,0.171588,6.748218,0.143229,-0.000000,6.749737,5.451478,7.450395,0.000000,1.272144,0.000000,0.000000,9.319085,7.447160,-0.461988,-0.000000,7.461476,6.450937,0.000019,15.369287,788424.687500,6.983439,0.885306,6.750857,0.267652,1.893893
internalMesh,3403,0.173138,-0.010348,0.000000,0.173446,6.735855,0.152333,0.000000,6.737577,5.393753,7.361384,0.000000,1.419317,-0.000000,-0.000000,9.235638,7.444681,-0.453215,0.000000,7.458463,6.377569,0.000019,15.514609,767259.875000,7.526579,0.886935,6.738715,0.266547,1.882521
internalMesh,3404,0.175012,-0.010374,0.000000,0.175319,6.720253,0.163183,0.000000,6.722234,5.309181,7.260363,0.000000,1.555801,0.000000,0.000000,9.128022,7.438777,-0.396204,0.000000,7.449321,6.284772,0.000020,15.653277,746222.937500,8.064675,0.887565,6.723400,0.265197,1.868371
internalMesh,3405,0.176901,-0.010402,0.000000,0.177207,6.701948,0.174180,0.000000,6.704211,5.196222,7.148753,0.000000,1.664947,0.000000,0.000000,8.993189,7.429564,-0.276730,0.000000,7.434715,6.172487,0.000021,15.778521,725319.875000,8.541995,0.887525,6.705407,0.263545,1.851275
internalMesh,3406,0.178805,-0.010429,0.000000,0.179109,6.680750,0.184201,-0.000000,6.683289,5.059893,7.024724,0.000000,1.741127,0.000000,0.000000,8.830673,7.417151,-0.108075,-0.000000,7.417939,6.042309,0.000022,15.886918,704556.000000,8.938046,0.888236,6.684513,0.261595,1.831280
internalMesh,3407,0.180723,-0.010456,0.000000,0.181026,6.656534,0.192992,0.000000,6.659331,4.912542,6.888677,0.000000,1.790179,-0.000000,-0.000000,8.648218,7.421347,0.060627,0.000000,7.421595,5.900609,0.000023,15.977453,683936.687500,9.237267,0.888599,6.660577,0.259448,1.809153
internalMesh,3408,0.182657,-0.010484,0.000000,0.182957,6.629616,0.201410,0.000000,6.632675,4.769852,6.742444,0.000000,1.825015,-0.000000,-0.000000,8.458292,7.416873,0.202132,0.000000,7.419627,5.756147,0.000023,16.049982,663465.750000,9.430762,0.887980,6.633943,0.257254,1.786108
internalMesh,3409,0.184605,-0.010512,0.000000,0.184904,6.600278,0.210480,-0.000000,6.603633,4.642357,6.590280,0.000000,1.857252,0.000000,0.000000,8.272403,7.391702,0.338697,-0.000000,7.399457,5.616319,0.000023,16.104515,643149.000000,9.504493,0.885731,6.604930,0.255164,1.763281
internalMesh,3410,0.186569,-0.010540,0.000000,0.186866,6.568716,0.220469,0.000000,6.572415,4.527728,6.436907,0.000000,1.888928,0.000000,0.000000,8.093340,7.370509,0.482785,0.000000,7.386304,5.482318,0.000022,16.141260,622990.937500,9.457133,0.882554,6.573744,0.253202,1.740889
internalMesh,3411,0.188548,-0.010568,0.000000,0.188844,6.534537,0.230955,0.000000,6.538617,4.409192,6.284734,0.000000,1.909547,0.000000,0.000000,7.911082,7.350648,0.617133,0.000000,7.376509,5.346962,0.000021,16.160625,602995.750000,9.270950,0.878277,6.539985,0.251209,1.717743
internalMesh,3412,0.190542,-0.010597,0.000000,0.190837,6.497608,0.241742,-0.000000,6.502103,4.277252,6.133811,0.000000,1.911814,0.000000,0.000000,7.718390,7.323526,0.732913,-0.000000,7.360108,5.205532,0.000021,16.163868,583168.375000,8.916074,0.874136,6.503507,0.249061,1.693001
internalMesh,3413,0.192552,-0.010626,0.000000,0.192845,6.457167,0.252904,0.000000,6.462118,4.127501,5.983926,0.000000,1.888776,-0.000000,-0.000000,7.510733,7.287773,0.834692,0.000000,7.335417,5.055714,0.000022,16.152351,563513.312500,8.401227,0.870446,6.463550,0.246746,1.666316
internalMesh,3414,0.194577,-0.010655,0.000000,0.194869,6.415162,0.264124,-0.000000,6.420597,3.966408,5.838719,0.000000,1.848831,0.000000,0.000000,7.296658,7.241839,0.909799,-0.000000,7.298765,4.902564,0.000024,16.128817,544033.187500,7.789258,0.868955,6.422043,0.244324,1.638612
internalMesh,3415,0.196619,-0.010684,0.000000,0.196909,6.370085,0.275184,-0.000000,6.376026,3.794887,5.695282,0.000000,1.778462,0.000000,0.000000,7.071091,7.174428,0.927353,-0.000000,7.234113,4.745084,0.000026,16.093149,524731.312500,7.186715,0.868885,6.377459,0.241811,1.609580
internalMesh,3416,0.198676,-0.010714,0.000000,0.198964,6.327807,0.285680,0.000000,6.334252,3.626294,5.565861,0.000000,1.702604,0.000000,0.000000,6.857673,7.098822,0.878813,0.000000,7.153012,4.596077,0.000027,16.048008,505608.906250,6.684692,0.869517,6.335651,0.239237,1.581192
internalMesh,3417,0.200749,-0.010743,0.000000,0.201036,6.281435,0.295407,0.000000,6.288377,3.458456,5.428491,0.000000,1.585854,-0.000000,-0.000000,6.629055,7.024155,0.760138,0.000000,7.065166,4.443473,0.000026,15.984283,486666.187500,6.331954,0.870160,6.289711,0.236599,1.551366
internalMesh,3418,0.202838,-0.010773,0.000000,0.203124,6.245673,0.303536,0.000000,6.253045,3.312707,5.311468,0.000000,1.482679,0.000000,0.000000,6.433044,6.966400,0.586343,0.000000,6.991032,4.312087,0.000025,15.908735,467899.718750,6.237569,0.864630,6.254286,0.234029,1.525000
internalMesh,3419,0.204943,-0.010803,0.000000,0.205228,6.199408,0.307901,0.000000,6.207049,3.175310,5.153750,0.000000,1.332001,0.000000,0.000000,6.198222,6.872741,0.387179,0.000000,6.883638,4.164530,0.000025,15.799850,449305.468750,6.470248,0.858404,6.208152,0.231478,1.495570
internalMesh,3420,0.000264,-0.006732,0.000000,0.006737,-0.032603,-0.318831,0.000000,0.320494,0.028407,8.219166,0.000000,0.236514,0.000000,0.000000,8.222617,-0.053237,-0.757143,0.000000,0.759013,4.123787,0.000079,5.207675,3720401.750000,-2.682705,0.870489,0.568277,5.476937,1.652019
internalMesh,3421,0.000795,-0.006740,0.000000,0.006787,-0.169876,0.020463,-0.000000,0.171104,0.271583,10.315732,0.000000,0.913335,0.000000,-0.000000,10.359646,-0.233889,-0.448763,0.000000,0.506056,5.293658,0.000025,4.949121,3719387.750000,-2.950990,0.878412,0.459208,6.517512,1.869718
internalMesh,3422,0.001329,-0.006748,0.000000,0.006878,-0.308596,0.389849,-0.000000,0.497206,0.741628,11.373474,0.000000,1.597798,0.000000,-0.000000,11.509078,-0.414778,-0.060463,0.000000,0.419161,6.057551,0.000025,4.384678,3717575.250000,-3.524106,0.881664,0.614992,4.112502,1.999282
internalMesh,3423,0.001868,-0.006757,0.000000,0.007010,-0.464152,0.688704,0.000000,0.830512,1.390320,12.215891,0.000000,2.246121,0.000000,0.000000,12.498241,-0.604250,0.278535,0.000000,0.665357,6.803104,0.000024,3.527992,3714974.750000,-4.385455,0.889073,0.902570,2.646041,2.119605
internalMesh,3424,0.002411,-0.006765,0.000000,0.007182,-0.630905,0.947735,-0.000000,1.138526,2.222943,12.791741,0.000000,2.859716,0.000000,-0.000000,13.294664,-0.797624,0.592959,0.000000,0.993883,7.507341,0.000023,2.379755,3711609.500000,-5.531832,0.893538,1.196251,1.989419,2.228305
internalMesh,3425,0.002958,-0.006773,0.000000,0.007391,-0.787964,1.173526,-0.000000,1.413524,3.194930,13.012592,0.000000,3.451296,0.000000,-0.000000,13.836422,-0.977751,0.885544,-0.000000,1.319160,8.103761,0.000022,0.953624,3707516.500000,-6.950539,0.895214,1.464327,1.647867,2.317008
internalMesh,3426,0.003509,-0.006782,0.000000,0.007636,-0.929351,1.365924,0.000000,1.652103,4.247996,12.850737,0.000000,4.016526,-0.000000,0.000000,14.118052,-1.143130,1.161288,-0.000000,1.629520,8.549366,0.000021,-0.706711,3702731.750000,-8.601393,0.895647,1.699619,1.440100,2.381408
internalMesh,3427,0.004065,-0.006790,0.000000,0.007914,-1.045264,1.523788,-0.000000,1.847838,5.319536,12.390344,0.000000,4.557665,0.000000,-0.000000,14.233425,-1.284969,1.414899,-0.000000,1.911305,8.854941,0.000020,-2.536318,3697289.000000,-10.416836,0.896836,1.893977,1.306221,2.424621
internalMesh,3428,0.004625,-0.006799,0.000000,0.008223,-1.131336,1.649199,-0.000000,1.999945,6.347374,11.798789,0.000000,5.070621,0.000000,-0.000000,14.325214,-1.408116,1.626068,0.000000,2.151020,9.073083,0.000019,-4.457759,3691234.250000,-12.324022,0.898972,2.046229,1.219226,2.454760
internalMesh,3429,0.005189,-0.006807,0.000000,0.008560,-1.184800,1.747480,0.000000,2.111264,7.292400,11.255492,0.000000,5.547696,0.000000,0.000000,14.513515,-1.514782,1.786214,0.000000,2.342034,9.273945,0.000018,-6.396656,3684594.750000,-14.264084,0.902123,2.158870,1.166239,2.481767
internalMesh,3430,0.005758,-0.006816,0.000000,0.008923,-1.205768,1.825269,0.000000,2.187575,8.133941,10.889910,0.000000,5.978342,0.000000,0.000000,14.848963,-1.602581,1.910360,0.000000,2.493540,9.511925,0.000018,-8.294444,3677409.250000,-16.195553,0.907448,2.237637,1.139236,2.513066
internalMesh,3431,0.006331,-0.006825,0.000000,0.009309,-1.196146,1.887625,0.000000,2.234702,8.869214,10.762545,0.000000,6.350456,-0.000000,0.000000,15.323956,-1.669051,2.011405,-0.000000,2.613711,9.815879,0.000018,-10.111489,3669712.000000,-18.093567,0.916506,2.288490,1.132858,2.552417
internalMesh,3432,0.006909,-0.006834,0.000000,0.009718,-1.157645,1.937098,0.000000,2.256655,9.508955,10.881328,0.000000,6.653853,0.000000,0.000000,15.909031,-1.712762,2.090048,0.000000,2.702195,10.195141,0.000019,-11.824563,3661535.500000,-19.941769,0.924013,2.315728,1.143904,2.600798
internalMesh,3433,0.007491,-0.006843,0.000000,0.010146,-1.092385,1.975761,-0.000000,2.257640,10.064152,11.239202,0.000000,6.883078,-0.000000,0.000000,16.582628,-1.734356,2.140116,-0.000000,2.754648,10.651676,0.000019,-13.418884,3652906.250000,-21.719088,0.927957,2.323984,1.169787,2.658092
internalMesh,3434,0.008078,-0.006851,0.000000,0.010592,-1.002290,2.002208,0.000000,2.239068,10.543941,11.872374,0.000000,7.017195,0.000000,0.000000,17.359982,-1.733507,2.160739,0.000000,2.770170,11.208158,0.000019,-14.881292,3643861.000000,-23.391338,0.929936,2.315249,1.210347,2.726520
internalMesh,3435,0.008669,-0.006861,0.000000,0.011055,-0.890294,2.013993,0.000000,2.201997,10.958751,12.794314,0.000000,7.033831,0.000000,0.000000,18.255505,-1.708428,2.157109,0.000000,2.751698,11.876532,0.000019,-16.197777,3634416.000000,-24.918190,0.931289,2.291287,1.264342,2.806666
internalMesh,3436,0.009265,-0.006870,0.000000,0.011534,-0.760015,2.012849,0.000000,2.151554,11.313833,13.927444,0.000000,6.923313,0.000000,-0.000000,19.233013,-1.661080,2.132841,0.000000,2.703368,12.620638,0.000019,-17.359915,3624597.750000,-26.261629,0.932473,2.257610,1.325837,2.893478
internalMesh,3437,0.009865,-0.006879,0.000000,0.012026,-0.614388,2.003299,0.000000,2.095395,11.611322,15.175529,0.000000,6.689346,0.000000,0.000000,20.245169,-1.592205,2.093066,0.000000,2.629836,13.393426,0.000019,-18.366026,3614425.250000,-27.387897,0.934382,2.221500,1.388254,2.981192
internalMesh,3438,0.010470,-0.006888,0.000000,0.012533,-0.456340,1.989041,0.000000,2.040718,11.852804,16.499762,0.000000,6.349362,0.000000,-0.000000,21.284866,-1.499565,2.039959,0.000000,2.531823,14.176282,0.000019,-19.223494,3603924.000000,-28.299931,0.938304,2.188762,1.448554,3.067687
internalMesh,3439,0.011080,-0.006897,0.000000,0.013051,-0.287368,1.971804,0.000000,1.992635,12.040106,17.888632,0.000000,5.916198,0.000000,0.000000,22.359980,-1.381345,1.968464,0.000000,2.404779,14.964368,0.000019,-19.945122,3593111.000000,-28.992220,0.945894,2.162851,1.505377,3.152474
internalMesh,3440,0.011694,-0.006907,0.000000,0.013582,-0.108552,1.953011,0.000000,1.956025,12.180042,19.289761,0.000000,5.395936,0.000000,-0.000000,23.442791,-1.242500,1.888230,0.000000,2.260358,15.734901,0.000020,-20.548351,3582000.750000,-29.450653,0.954289,2.147244,1.554681,3.233259
internalMesh,3441,0.012314,-0.006916,0.000000,0.014123,0.078430,1.935166,0.000000,1.936754,12.279492,20.587158,0.000000,4.795142,0.000000,0.000000,24.446072,-1.089453,1.828313,0.000000,2.128294,16.433326,0.000021,-21.055561,3570618.750000,-29.716942,0.958946,2.146216,1.589572,3.304796
internalMesh,3442,0.012938,-0.006926,0.000000,0.014675,0.272232,1.918684,0.000000,1.937901,12.346063,21.691549,0.000000,4.127270,0.000000,0.000000,25.297884,-0.920843,1.801411,0.000000,2.023125,17.018804,0.000022,-21.498667,3558981.000000,-29.878279,0.961371,2.161563,1.607503,3.363620
internalMesh,3443,0.013567,-0.006935,0.000000,0.015237,0.470650,1.901235,0.000000,1.958624,12.382101,22.583899,0.000000,3.410777,0.000000,0.000000,25.980421,-0.733971,1.775291,0.000000,1.921034,17.482998,0.000021,-21.904741,3547088.000000,-29.983978,0.962467,2.191645,1.611028,3.409554
internalMesh,3444,0.014201,-0.006945,0.000000,0.015808,0.671573,1.880187,0.000000,1.996526,12.387207,23.276997,0.000000,2.657655,0.000000,0.000000,26.501408,-0.536129,1.709068,0.000000,1.791186,17.832104,0.000020,-22.294086,3534966.500000,-29.992212,0.963533,2.234278,1.602768,3.443685
