Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average,turbint_U_average,k_total_average,turbint_uprime_average
internalMesh,0,-0.019809,0.000159,0.000000,0.019809,9.381675,0.534796,0.000000,9.396905,0.012726,0.000286,0.000000,0.001827,0.000000,0.000000,0.012859,9.389339,0.535192,0.000000,9.404580,0.006506,0.000432,14.750629,5405775.500000,3.107184,1.000000,9.396907,0.006170,0.057950
internalMesh,1,-0.018257,0.000159,0.000000,0.018258,8.694051,0.258068,0.000000,8.697880,0.005544,0.000091,0.000000,-0.000684,0.000000,0.000000,0.005587,8.692328,0.258826,0.000000,8.696181,0.002817,0.000395,13.766648,5317183.500000,2.324339,1.000000,8.697879,0.004430,0.038548
internalMesh,2,-0.016768,0.000159,0.000000,0.016769,8.214193,0.107911,0.000000,8.214902,0.010617,0.000045,0.000000,-0.000662,0.000000,0.000000,0.010637,8.207673,0.108529,0.000000,8.208390,0.005331,0.000365,12.906999,5227963.000000,1.580394,1.000000,8.214904,0.006449,0.053019
internalMesh,3,-0.015338,0.000159,0.000000,0.015339,7.815526,0.041481,0.000000,7.815636,0.013762,0.000030,0.000000,-0.000586,0.000000,0.000000,0.013774,7.805189,0.042106,0.000000,7.805303,0.006896,0.000336,12.455107,5141966.000000,1.222428,1.000000,7.815635,0.007735,0.060525
internalMesh,4,-0.013966,0.000159,0.000000,0.013967,7.475174,0.015394,0.000000,7.475190,0.022005,0.000023,0.000000,-0.000597,0.000000,0.000000,0.022013,7.459459,0.016052,0.000000,7.459476,0.011014,0.000310,12.101466,5059427.000000,0.972337,1.000000,7.475190,0.010242,0.076689
internalMesh,5,-0.012648,0.000159,0.000000,0.012649,7.182540,0.005181,0.000000,7.182542,0.034947,0.000019,0.000000,-0.000692,0.000000,0.000000,0.034954,7.159788,0.005891,0.000000,7.159790,0.017483,0.000287,11.756275,4980078.000000,0.741488,1.000000,7.182542,0.013470,0.096979
internalMesh,6,-0.011383,0.000159,0.000000,0.011384,6.927126,0.000686,0.000000,6.927126,0.051463,0.000020,0.000000,-0.000874,0.000000,0.000000,0.051470,6.896226,0.001478,0.000000,6.896226,0.025741,0.000266,11.431162,4903665.500000,0.536814,1.000000,6.927126,0.017023,0.118294
internalMesh,7,-0.010168,0.000159,0.000000,0.010170,6.701120,-0.001424,0.000000,6.701120,0.071686,0.000023,0.000000,-0.001162,0.000000,0.000000,0.071695,6.661183,-0.000514,0.000000,6.661183,0.035855,0.000247,11.137996,4829961.500000,0.368299,1.000000,6.701120,0.020879,0.140468
internalMesh,8,-0.009002,0.000159,0.000000,0.009004,6.499002,-0.002515,0.000000,6.499003,0.096761,0.000032,0.000000,-0.001589,0.000000,0.000000,0.096774,6.449082,-0.001414,0.000000,6.449082,0.048396,0.000231,10.878686,4758723.000000,0.238800,1.000000,6.499003,0.025163,0.164328
internalMesh,9,-0.007883,0.000159,0.000000,0.007884,6.317451,-0.003153,0.000000,6.317452,0.128640,0.000042,0.000000,-0.002142,0.000000,0.000000,0.128657,6.256289,-0.001845,0.000000,6.256289,0.064341,0.000215,10.649636,4689687.500000,0.147245,1.000000,6.317453,0.030022,0.190751
internalMesh,10,-0.006808,0.000159,0.000000,0.006810,6.152482,-0.003650,0.000000,6.152483,0.169916,0.000063,0.000000,-0.003037,0.000000,0.000000,0.169943,6.078227,-0.001978,0.000000,6.078227,0.084990,0.000202,10.445684,4622565.000000,0.091168,1.000000,6.152483,0.035660,0.220854
internalMesh,11,-0.005776,0.000159,0.000000,0.005778,6.003791,-0.003892,0.000000,6.003793,0.223081,0.000072,0.000000,-0.003795,0.000000,0.000000,0.223113,5.914620,-0.001992,0.000000,5.914621,0.111577,0.000189,10.262081,4557033.500000,0.070057,1.000000,6.003793,0.042098,0.254656
internalMesh,12,-0.004786,0.000159,0.000000,0.004788,5.863554,-0.004369,0.000000,5.863555,0.297648,0.000167,0.000000,-0.006668,0.000000,0.000000,0.297723,5.755709,-0.001384,0.000000,5.755709,0.148908,0.000177,10.093810,4492715.000000,0.082375,1.000000,5.863556,0.050096,0.296237
internalMesh,13,-0.003835,0.000159,0.000000,0.003838,5.741204,-0.004262,0.000000,5.741206,0.390865,0.000126,0.000000,-0.005905,0.000000,0.000000,0.390910,5.613231,-0.001396,0.000000,5.613231,0.195496,0.000166,9.937689,4429114.000000,0.136034,1.000000,5.741207,0.058871,0.341165
internalMesh,14,-0.002922,0.000159,0.000000,0.002926,5.609803,-0.004985,0.000000,5.609806,0.550653,0.000831,0.000000,-0.019996,0.000000,0.000000,0.551016,5.452065,0.001245,0.000000,5.452065,0.275742,0.000156,9.780054,4365560.500000,0.221685,1.000000,5.609811,0.071838,0.407244
internalMesh,15,-0.002045,0.000159,0.000000,0.002051,5.517382,-0.005527,0.000000,5.517385,0.735112,0.000587,0.000000,-0.003685,0.000000,0.000000,0.735122,5.330787,-0.003057,0.000000,5.330788,0.367849,0.000147,9.620721,4301002.000000,0.381764,1.000000,5.517385,0.084512,0.471684
internalMesh,16,-0.001204,0.000159,0.000000,0.001214,5.357146,0.006590,0.000000,5.357151,1.192865,0.012040,0.000000,-0.101238,0.000000,0.000000,1.197214,5.114446,0.024778,0.000000,5.114506,0.602452,0.000136,9.418504,4233569.000000,0.580431,1.000000,5.357194,0.111106,0.603510
internalMesh,17,-0.000396,0.000159,0.000000,0.000427,5.291685,0.019079,0.000000,5.291719,1.773237,0.004873,0.000000,-0.005963,0.000000,0.000000,1.773254,4.998606,0.024567,0.000000,4.998667,0.889055,0.000128,9.160477,4158522.500000,1.036736,1.000000,5.291722,0.135826,0.730562
internalMesh,18,-0.019809,0.000490,0.000000,0.019815,9.993391,-0.032118,0.000000,9.993443,0.018509,0.000007,0.000000,0.000083,0.000000,0.000000,0.018509,10.002135,-0.032246,0.000000,10.002188,0.009258,0.000025,16.966568,5405737.000000,5.319367,1.000000,9.993444,0.006913,0.069039
internalMesh,19,-0.018257,0.000490,0.000000,0.018264,9.933305,0.020906,0.000000,9.933327,0.001301,0.000035,0.000000,-0.000105,0.000000,0.000000,0.001306,9.934496,0.021778,0.000000,9.934520,0.000668,0.000033,13.999485,5317196.500000,2.554356,1.000000,9.933327,0.001946,0.019330
internalMesh,20,-0.016768,0.000490,0.000000,0.016775,9.650141,0.070354,0.000000,9.650397,0.003469,0.000051,0.000000,-0.000369,0.000000,0.000000,0.003489,9.647580,0.071501,0.000000,9.647845,0.001760,0.000042,12.743195,5227999.000000,1.415171,1.000000,9.650397,0.003218,0.031065
internalMesh,21,-0.015338,0.000490,0.000000,0.015346,9.297151,0.100651,0.000000,9.297695,0.004685,0.000084,0.000000,-0.000592,0.000000,0.000000,0.004723,9.291444,0.102224,0.000000,9.292006,0.002384,0.000047,12.236563,5142013.000000,1.002158,1.000000,9.297696,0.003915,0.036418
internalMesh,22,-0.013966,0.000490,0.000000,0.013974,8.959269,0.110753,0.000000,8.959953,0.009429,0.000152,0.000000,-0.001131,0.000000,0.000000,0.009498,8.948550,0.112896,0.000000,8.949263,0.004790,0.000050,11.880240,5059480.500000,0.748632,1.000000,8.959954,0.005741,0.051484
internalMesh,23,-0.012648,0.000490,0.000000,0.012657,8.658959,0.110055,0.000000,8.659658,0.018895,0.000228,0.000000,-0.001932,0.000000,0.000000,0.018995,8.641283,0.112787,0.000000,8.642019,0.009562,0.000052,11.554441,4980130.500000,0.536698,1.000000,8.659659,0.008381,0.072683
internalMesh,24,-0.011383,0.000490,0.000000,0.011393,8.396934,0.105398,0.000000,8.397595,0.032725,0.000294,0.000000,-0.002864,0.000000,0.000000,0.032851,8.370984,0.108677,0.000000,8.371690,0.016509,0.000052,11.251217,4903731.000000,0.353728,1.000000,8.397597,0.011386,0.095813
internalMesh,25,-0.010168,0.000490,0.000000,0.010180,8.168054,0.100022,0.000000,8.168666,0.050977,0.000361,0.000000,-0.003974,0.000000,0.000000,0.051133,8.132760,0.103864,0.000000,8.133423,0.025669,0.000052,10.976198,4830043.000000,0.203188,1.000000,8.168669,0.014659,0.120078
internalMesh,26,-0.009002,0.000490,0.000000,0.009016,7.966499,0.094780,0.000000,7.967063,0.074446,0.000452,0.000000,-0.005409,0.000000,0.000000,0.074644,7.920911,0.099275,0.000000,7.921533,0.037449,0.000052,10.731944,4758821.500000,0.088414,1.000000,7.967068,0.018257,0.145960
internalMesh,27,-0.007883,0.000490,0.000000,0.007898,7.788047,0.090184,0.000000,7.788569,0.105795,0.000599,0.000000,-0.007435,0.000000,0.000000,0.106058,7.730674,0.095570,0.000000,7.731265,0.053197,0.000051,10.515537,4689806.500000,0.009052,1.000000,7.788575,0.022373,0.174992
internalMesh,28,-0.006808,0.000490,0.000000,0.006826,7.628180,0.086009,0.000000,7.628665,0.145823,0.000797,0.000000,-0.010151,0.000000,0.000000,0.146178,7.557493,0.092459,0.000000,7.558059,0.073310,0.000050,10.322279,4622714.500000,-0.037002,1.000000,7.628672,0.026982,0.206849
internalMesh,29,-0.005776,0.000490,0.000000,0.005797,7.485227,0.083088,0.000000,7.485688,0.202121,0.001163,0.000000,-0.014491,0.000000,0.000000,0.202643,7.398577,0.091148,0.000000,7.399138,0.101642,0.000048,10.147779,4557235.000000,-0.050624,1.000000,7.485698,0.032513,0.244776
internalMesh,30,-0.004786,0.000490,0.000000,0.004811,7.353778,0.080150,0.000000,7.354215,0.272707,0.001605,0.000000,-0.019948,0.000000,0.000000,0.273441,7.248715,0.089802,0.000000,7.249271,0.137156,0.000047,9.987803,4492982.500000,-0.031615,1.000000,7.354229,0.038690,0.286356
internalMesh,31,-0.003835,0.000490,0.000000,0.003866,7.235399,0.079374,0.000000,7.235834,0.382005,0.002680,0.000000,-0.030914,0.000000,0.000000,0.383263,7.106987,0.092079,0.000000,7.107583,0.192343,0.000046,9.838851,4429485.000000,0.024271,1.000000,7.235860,0.046659,0.340106
internalMesh,32,-0.002922,0.000490,0.000000,0.002962,7.121970,0.077800,0.000000,7.122395,0.516409,0.004019,0.000000,-0.044194,0.000000,0.000000,0.518312,6.966527,0.093695,0.000000,6.967157,0.260214,0.000044,9.691822,4366106.500000,0.120907,1.000000,7.122430,0.055487,0.398344
internalMesh,33,-0.002045,0.000490,0.000000,0.002103,7.019507,0.080138,0.000000,7.019964,0.761618,0.008730,0.000000,-0.079819,0.000000,0.000000,0.765839,6.827906,0.102973,0.000000,6.828682,0.385174,0.000043,9.527080,4301885.500000,0.251575,1.000000,7.020033,0.068336,0.484260
internalMesh,34,-0.001204,0.000490,0.000000,0.001299,6.925544,0.088978,0.000000,6.926116,1.051435,0.019908,0.000000,-0.140638,0.000000,0.000000,1.060986,6.691957,0.122573,0.000000,6.693080,0.535671,0.000042,9.278266,4235251.000000,0.390608,1.000000,6.926256,0.082161,0.574727
internalMesh,35,-0.000396,0.000490,0.000000,0.000630,6.846820,0.107860,0.000000,6.847670,1.658738,0.079626,0.000000,-0.337763,0.000000,0.000000,1.694650,6.554231,0.165686,0.000000,6.556324,0.869182,0.000040,8.781627,4162740.000000,0.355948,1.000000,6.848064,0.104961,0.727864
internalMesh,36,-0.019809,0.000844,0.000000,0.019827,10.006941,0.262943,0.000000,10.010395,0.018874,0.000104,0.000000,0.001255,0.000000,0.000000,0.018916,10.015645,0.262665,0.000000,10.019089,0.009489,0.000002,15.393662,5405852.500000,3.740452,1.000000,10.010396,0.006987,0.069899
internalMesh,37,-0.018257,0.000844,0.000000,0.018277,10.143682,0.318852,0.000000,10.148692,0.000781,0.000341,0.000000,-0.000308,0.000000,0.000000,0.000906,10.145416,0.320471,0.000000,10.150476,0.000561,0.000003,13.721654,5317262.500000,2.275893,1.000000,10.148694,0.001741,0.017670
internalMesh,38,-0.016768,0.000844,0.000000,0.016789,10.205387,0.276248,0.000000,10.209126,0.001016,0.000408,0.000000,-0.000522,0.000000,0.000000,0.001213,10.205293,0.278751,0.000000,10.209099,0.000712,0.000011,12.709207,5228078.000000,1.380455,1.000000,10.209126,0.001985,0.020265
internalMesh,39,-0.015338,0.000844,0.000000,0.015362,10.186950,0.250949,0.000000,10.190041,0.000778,0.000539,0.000000,-0.000355,0.000000,0.000000,0.001011,10.186280,0.254363,0.000000,10.189456,0.000658,0.000020,12.237967,5142096.000000,1.001736,1.000000,10.190042,0.001976,0.020134
internalMesh,40,-0.013966,0.000844,0.000000,0.013991,10.124722,0.228346,0.000000,10.127297,0.001354,0.000745,0.000000,-0.000639,0.000000,0.000000,0.001672,10.121722,0.232776,0.000000,10.124398,0.001050,0.000026,11.929483,5059578.500000,0.795435,1.000000,10.127300,0.002530,0.025627
internalMesh,41,-0.012648,0.000844,0.000000,0.012676,10.041886,0.203744,0.000000,10.043953,0.003194,0.000947,0.000000,-0.001430,0.000000,0.000000,0.003626,10.034557,0.209139,0.000000,10.036736,0.002071,0.000031,11.620811,4980247.000000,0.600424,1.000000,10.043957,0.003577,0.035943
internalMesh,42,-0.011383,0.000844,0.000000,0.011414,9.947384,0.181858,0.000000,9.949046,0.007149,0.001142,0.000000,-0.002608,0.000000,0.000000,0.007695,9.934203,0.188203,0.000000,9.935986,0.004145,0.000035,11.317455,4903869.500000,0.417157,1.000000,9.949052,0.005095,0.050725
internalMesh,43,-0.010168,0.000844,0.000000,0.010203,9.845378,0.164311,0.000000,9.846749,0.013971,0.001355,0.000000,-0.004159,0.000000,0.000000,0.014639,9.825089,0.171623,0.000000,9.826588,0.007663,0.000038,11.038176,4830213.500000,0.261859,1.000000,9.846755,0.006995,0.068936
internalMesh,44,-0.009002,0.000844,0.000000,0.009042,9.740066,0.149842,0.000000,9.741219,0.024846,0.001705,0.000000,-0.006342,0.000000,0.000000,0.025699,9.711411,0.158415,0.000000,9.712703,0.013276,0.000039,10.789336,4759025.000000,0.141673,1.000000,9.741228,0.009314,0.090838
internalMesh,45,-0.007883,0.000844,0.000000,0.007928,9.633516,0.137901,0.000000,9.634503,0.041320,0.002145,0.000000,-0.009269,0.000000,0.000000,0.042402,9.595019,0.147931,0.000000,9.596160,0.021733,0.000040,10.568305,4690067.000000,0.056347,1.000000,9.634517,0.012063,0.116412
internalMesh,46,-0.006808,0.000844,0.000000,0.006860,9.529378,0.127541,0.000000,9.530231,0.065956,0.002953,0.000000,-0.013804,0.000000,0.000000,0.067450,9.479209,0.139745,0.000000,9.480239,0.034455,0.000041,10.370081,4623051.500000,0.003698,1.000000,9.530250,0.015380,0.146864
internalMesh,47,-0.005776,0.000844,0.000000,0.005838,9.426429,0.119592,0.000000,9.427187,0.101485,0.003895,0.000000,-0.019672,0.000000,0.000000,0.103448,9.362289,0.134155,0.000000,9.363251,0.052690,0.000041,10.190321,4557666.000000,-0.016879,1.000000,9.427215,0.019254,0.181952
internalMesh,48,-0.004786,0.000844,0.000000,0.004859,9.328904,0.112757,0.000000,9.329586,0.153241,0.005926,0.000000,-0.029934,0.000000,0.000000,0.156250,9.247873,0.131260,0.000000,9.248805,0.079583,0.000041,10.025091,4493558.000000,-0.005686,1.000000,9.329626,0.023945,0.224042
internalMesh,49,-0.003835,0.000844,0.000000,0.003926,9.230549,0.108706,0.000000,9.231189,0.227083,0.008198,0.000000,-0.042764,0.000000,0.000000,0.231220,9.129133,0.131000,0.000000,9.130074,0.117640,0.000041,9.869596,4430285.500000,0.039071,1.000000,9.231246,0.029452,0.272798
internalMesh,50,-0.002922,0.000844,0.000000,0.003041,9.140973,0.106008,0.000000,9.141588,0.335351,0.014788,0.000000,-0.069720,0.000000,0.000000,0.342841,9.014584,0.136006,0.000000,9.015610,0.175069,0.000040,9.713764,4367283.000000,0.114318,1.000000,9.141681,0.036305,0.333196
internalMesh,51,-0.002045,0.000844,0.000000,0.002212,9.043026,0.106749,0.000000,9.043656,0.493476,0.023316,0.000000,-0.106192,0.000000,0.000000,0.505310,8.885751,0.145288,0.000000,8.886938,0.258396,0.000040,9.540966,4303765.500000,0.216797,1.000000,9.043804,0.044576,0.405008
internalMesh,52,-0.001204,0.000844,0.000000,0.001470,8.963560,0.109267,0.000000,8.964226,0.717781,0.058532,0.000000,-0.196176,0.000000,0.000000,0.746405,8.769444,0.166879,0.000000,8.771031,0.388157,0.000039,9.325263,4238624.000000,0.330923,1.000000,8.964537,0.055072,0.496372
internalMesh,53,-0.000396,0.000844,0.000000,0.000932,8.850916,0.103321,0.000000,8.851519,1.031242,0.144860,0.000000,-0.355894,0.000000,0.000000,1.100502,8.613307,0.189490,0.000000,8.615391,0.588051,0.000038,9.050931,4170494.750000,0.416257,1.000000,8.852173,0.068481,0.610140
internalMesh,54,-0.019809,0.001223,0.000000,0.019846,10.000800,0.079836,0.000000,10.001119,0.018840,0.000049,0.000000,0.000543,0.000000,0.000000,0.018848,10.009491,0.079090,0.000000,10.009804,0.009444,0.000009,15.426760,5405973.500000,3.768826,1.000000,10.001118,0.006978,0.069743
internalMesh,55,-0.018257,0.001223,0.000000,0.018298,10.122667,0.108075,0.000000,10.123244,0.000803,0.000126,0.000000,-0.000159,0.000000,0.000000,0.000828,10.124157,0.109208,0.000000,10.124746,0.000464,0.000007,13.987393,5317371.500000,2.538619,1.000000,10.123244,0.001596,0.016154
internalMesh,56,-0.016768,0.001223,0.000000,0.016813,10.220656,0.099455,0.000000,10.221140,0.000980,0.000169,0.000000,-0.000329,0.000000,0.000000,0.001047,10.220398,0.101453,0.000000,10.220901,0.000574,0.000004,12.872190,5228200.000000,1.542441,1.000000,10.221141,0.001790,0.018299
internalMesh,57,-0.015338,0.001223,0.000000,0.015387,10.269853,0.104531,0.000000,10.270385,0.000606,0.000257,0.000000,-0.000221,0.000000,0.000000,0.000694,10.269730,0.107416,0.000000,10.270291,0.000431,0.000003,12.291667,5142239.000000,1.053879,1.000000,10.270386,0.001615,0.016591
internalMesh,58,-0.013966,0.001223,0.000000,0.014019,10.293091,0.115911,0.000000,10.293743,0.000875,0.000443,0.000000,-0.000308,0.000000,0.000000,0.001028,10.291965,0.119897,0.000000,10.292664,0.000659,0.000004,11.950456,5059742.000000,0.814100,1.000000,10.293744,0.002003,0.020624
internalMesh,59,-0.012648,0.001223,0.000000,0.012707,10.307512,0.122019,0.000000,10.308234,0.001544,0.000712,0.000000,-0.000717,0.000000,0.000000,0.001845,10.303912,0.127212,0.000000,10.304697,0.001128,0.000005,11.639738,4980437.500000,0.616616,1.000000,10.308239,0.002624,0.027048
internalMesh,60,-0.011383,0.001223,0.000000,0.011448,10.316537,0.124200,0.000000,10.317285,0.002939,0.001049,0.000000,-0.001445,0.000000,0.000000,0.003439,10.309427,0.130668,0.000000,10.310255,0.001994,0.000007,11.326436,4904098.500000,0.422931,1.000000,10.317289,0.003486,0.035970
internalMesh,61,-0.010168,0.001223,0.000000,0.010242,10.317712,0.125245,0.000000,10.318472,0.005444,0.001489,0.000000,-0.002554,0.000000,0.000000,0.006195,10.306208,0.133151,0.000000,10.307068,0.003467,0.000008,11.036978,4830494.000000,0.256604,1.000000,10.318481,0.004594,0.047420
internalMesh,62,-0.009002,0.001223,0.000000,0.009085,10.311399,0.125979,0.000000,10.312168,0.009602,0.002088,0.000000,-0.004187,0.000000,0.000000,0.010681,10.294638,0.135562,0.000000,10.295530,0.005845,0.000010,10.782811,4759373.500000,0.129832,1.000000,10.312181,0.005968,0.061567
internalMesh,63,-0.007883,0.001223,0.000000,0.007977,10.297332,0.126222,0.000000,10.298105,0.016394,0.002971,0.000000,-0.006685,0.000000,0.000000,0.017952,10.274107,0.137940,0.000000,10.275033,0.009682,0.000012,10.559316,4690501.000000,0.040317,1.000000,10.298124,0.007687,0.079206
internalMesh,64,-0.006808,0.001223,0.000000,0.006917,10.278844,0.126175,0.000000,10.279618,0.026982,0.004250,0.000000,-0.010403,0.000000,0.000000,0.029229,10.247931,0.140625,0.000000,10.248897,0.015616,0.000013,10.358812,4623597.500000,-0.016914,1.000000,10.279643,0.009773,0.100543
internalMesh,65,-0.005776,0.001223,0.000000,0.005904,10.253933,0.125789,0.000000,10.254704,0.043512,0.006206,0.000000,-0.016113,0.000000,0.000000,0.046813,10.213523,0.143848,0.000000,10.214536,0.024859,0.000014,10.176128,4558383.500000,-0.044702,1.000000,10.254742,0.012350,0.126775
internalMesh,66,-0.004786,0.001223,0.000000,0.004939,10.227953,0.126124,0.000000,10.228730,0.068160,0.009288,0.000000,-0.024804,0.000000,0.000000,0.073125,10.176083,0.148919,0.000000,10.177173,0.038724,0.000015,10.007078,4494505.000000,-0.042732,1.000000,10.228786,0.015439,0.158123
internalMesh,67,-0.003835,0.001223,0.000000,0.004025,10.194535,0.126653,0.000000,10.195322,0.105871,0.014289,0.000000,-0.038463,0.000000,0.000000,0.113544,10.128091,0.155821,0.000000,10.129290,0.060080,0.000016,9.846327,4431593.000000,-0.012259,1.000000,10.195404,0.019271,0.196798
internalMesh,68,-0.002922,0.001223,0.000000,0.003167,10.164551,0.129549,0.000000,10.165377,0.160655,0.023723,0.000000,-0.061046,0.000000,0.000000,0.173492,10.080707,0.167580,0.000000,10.082099,0.092189,0.000017,9.685826,4369173.500000,0.045212,1.000000,10.165510,0.023903,0.243494
internalMesh,69,-0.002045,0.001223,0.000000,0.002383,10.122387,0.131910,0.000000,10.123246,0.242433,0.041365,0.000000,-0.098663,0.000000,0.000000,0.264989,10.016825,0.182453,0.000000,10.018486,0.141899,0.000018,9.511315,4306685.000000,0.116719,1.000000,10.123471,0.029728,0.301745
internalMesh,70,-0.001204,0.001223,0.000000,0.001716,10.092034,0.137787,0.000000,10.092975,0.351237,0.084556,0.000000,-0.167015,0.000000,0.000000,0.398009,9.962256,0.208527,0.000000,9.964438,0.217897,0.000019,9.308249,4243559.500000,0.190023,1.000000,10.093389,0.036843,0.373099
internalMesh,71,-0.000396,0.001223,0.000000,0.001286,10.036874,0.139114,0.000000,10.037838,0.488018,0.174229,0.000000,-0.274996,0.000000,0.000000,0.586635,9.880495,0.239018,0.000000,9.883386,0.331123,0.000019,9.040890,4179851.750000,0.201330,1.000000,10.038617,0.045581,0.459392
internalMesh,72,-0.019809,0.001630,0.000000,0.019876,9.998330,0.103625,0.000000,9.998867,0.018858,0.000059,0.000000,0.000685,0.000000,0.000000,0.018871,10.006952,0.102906,0.000000,10.007482,0.009459,0.000001,14.920019,5406157.500000,3.255278,1.000000,9.998867,0.006984,0.069785
internalMesh,73,-0.018257,0.001630,0.000000,0.018330,10.095646,0.192794,0.000000,10.097486,0.000799,0.000214,0.000000,-0.000282,0.000000,0.000000,0.000873,10.096614,0.194073,0.000000,10.098479,0.000506,0.000000,13.750593,5317550.500000,2.299491,1.000000,10.097488,0.001654,0.016698
internalMesh,74,-0.016768,0.001630,0.000000,0.016847,10.180223,0.200214,0.000000,10.182192,0.001003,0.000376,0.000000,-0.000527,0.000000,0.000000,0.001194,10.179270,0.202859,0.000000,10.181291,0.000690,0.000001,12.777392,5228389.500000,1.446377,1.000000,10.182193,0.001942,0.019777
internalMesh,75,-0.015338,0.001630,0.000000,0.015425,10.227550,0.193779,0.000000,10.229385,0.000550,0.000560,0.000000,-0.000309,0.000000,0.000000,0.000844,10.226872,0.197689,0.000000,10.228783,0.000555,0.000001,12.227438,5142453.000000,0.987353,1.000000,10.229387,0.001807,0.018484
internalMesh,76,-0.013966,0.001630,0.000000,0.014061,10.254094,0.192188,0.000000,10.255895,0.000781,0.000866,0.000000,-0.000401,0.000000,0.000000,0.001233,10.252657,0.197498,0.000000,10.254559,0.000823,0.000001,11.904880,5059987.500000,0.764976,1.000000,10.255897,0.002216,0.022733
internalMesh,77,-0.012648,0.001630,0.000000,0.012753,10.276510,0.189999,0.000000,10.278267,0.001390,0.001296,0.000000,-0.000912,0.000000,0.000000,0.002108,10.272921,0.196833,0.000000,10.274806,0.001343,0.000001,11.618259,4980727.000000,0.590717,1.000000,10.278272,0.002838,0.029180
internalMesh,78,-0.011383,0.001630,0.000000,0.011499,10.299346,0.184182,0.000000,10.300993,0.002556,0.001844,0.000000,-0.001776,0.000000,0.000000,0.003618,10.292666,0.192697,0.000000,10.294470,0.002200,0.000001,11.323519,4904444.500000,0.414765,1.000000,10.301002,0.003636,0.037469
internalMesh,79,-0.010168,0.001630,0.000000,0.010298,10.320363,0.176811,0.000000,10.321877,0.004489,0.002541,0.000000,-0.003011,0.000000,0.000000,0.005973,10.309976,0.187187,0.000000,10.311675,0.003515,0.000000,11.042064,4830908.500000,0.255335,1.000000,10.321891,0.004599,0.047484
internalMesh,80,-0.009002,0.001630,0.000000,0.009149,10.338560,0.169974,0.000000,10.339957,0.007476,0.003526,0.000000,-0.004774,0.000000,0.000000,0.009546,10.323863,0.182545,0.000000,10.325477,0.005501,0.000000,10.790196,4759889.500000,0.129146,1.000000,10.339976,0.005751,0.059495
internalMesh,81,-0.007883,0.001630,0.000000,0.008049,10.353001,0.164118,0.000000,10.354301,0.012102,0.004908,0.000000,-0.007352,0.000000,0.000000,0.014987,10.333200,0.179290,0.000000,10.334755,0.008505,0.000001,10.567628,4691138.000000,0.037849,1.000000,10.354328,0.007146,0.074033
internalMesh,82,-0.006808,0.001630,0.000000,0.007000,10.365195,0.159185,0.000000,10.366418,0.019063,0.007010,0.000000,-0.011206,0.000000,0.000000,0.023197,10.339453,0.177692,0.000000,10.340980,0.013036,0.000001,10.367800,4624409.000000,-0.022372,1.000000,10.366458,0.008834,0.091638
internalMesh,83,-0.005776,0.001630,0.000000,0.006002,10.374128,0.155022,0.000000,10.375286,0.029629,0.010087,0.000000,-0.016924,0.000000,0.000000,0.035581,10.341146,0.177847,0.000000,10.342674,0.019858,0.000002,10.183973,4559417.500000,-0.055872,1.000000,10.375346,0.010886,0.113043
internalMesh,84,-0.004786,0.001630,0.000000,0.005056,10.382250,0.152231,0.000000,10.383366,0.045063,0.015003,0.000000,-0.025614,0.000000,0.000000,0.053961,10.340733,0.180746,0.000000,10.342312,0.030033,0.000002,10.011282,4495875.500000,-0.064480,1.000000,10.383451,0.013358,0.138854
internalMesh,85,-0.003835,0.001630,0.000000,0.004167,10.386825,0.150649,0.000000,10.387918,0.067934,0.022829,0.000000,-0.038917,0.000000,0.000000,0.081553,10.334872,0.186746,0.000000,10.336559,0.045382,0.000003,9.843848,4433458.500000,-0.052318,1.000000,10.388047,0.016387,0.170468
internalMesh,86,-0.002922,0.001630,0.000000,0.003345,10.392303,0.151296,0.000000,10.393404,0.100094,0.036680,0.000000,-0.059940,0.000000,0.000000,0.122298,10.328259,0.197895,0.000000,10.330155,0.068387,0.000004,9.675716,4371812.500000,-0.021642,1.000000,10.393604,0.020057,0.208842
internalMesh,87,-0.002045,0.001630,0.000000,0.002615,10.393310,0.153104,0.000000,10.394437,0.144608,0.062369,0.000000,-0.093779,0.000000,0.000000,0.183291,10.315033,0.214450,0.000000,10.317262,0.103488,0.000004,9.494123,4310612.500000,0.012917,1.000000,10.394763,0.024611,0.256404
internalMesh,88,-0.001204,0.001630,0.000000,0.002026,10.398019,0.157114,0.000000,10.399206,0.198984,0.111913,0.000000,-0.146266,0.000000,0.000000,0.271132,10.305054,0.239109,0.000000,10.307827,0.155448,0.000005,9.288234,4249740.500000,0.035034,1.000000,10.399755,0.030058,0.313456
internalMesh,89,-0.000396,0.001630,0.000000,0.001677,10.395903,0.161367,0.000000,10.397155,0.255300,0.211002,0.000000,-0.222153,0.000000,0.000000,0.398813,10.289065,0.272388,0.000000,10.292670,0.233151,0.000006,9.035913,4189958.500000,-0.001155,1.000000,10.398115,0.036717,0.383031
