Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,ddt0(U)_average_0,ddt0(U)_average_1,ddt0(U)_average_2,ddt0(U)_average_Magnitude,ddt0(k)_average,ddt0(omega)_average,ddtCorrDdt0(U)_average_0,ddtCorrDdt0(U)_average_1,ddtCorrDdt0(U)_average_2,ddtCorrDdt0(U)_average_Magnitude,k_average,nut_average,omega_average,p_average,turbulenceProperties:L_average,turbulenceProperties:R_average_0,turbulenceProperties:R_average_1,turbulenceProperties:R_average_2,turbulenceProperties:R_average_3,turbulenceProperties:R_average_4,turbulenceProperties:R_average_5,turbulenceProperties:R_average_Magnitude,yPlus_average
internalMesh,364,0.13338631,-0.00919067,0.00000000,0.13370256,2.91842103,-0.57337576,-0.00000000,2.97421265,0.87501091,-2.79345608,0.00000000,2.92729235,12.25892353,-763.30041504,0.87501091,-2.79345608,0.00000000,2.92729235,3.84436440,0.00324439,1053.18420410,4.64051151,0.00324983,2.42034173,2.70548129,2.56290579,-1.15675759,0.00000000,0.00000000,4.59175968,0.00000000
internalMesh,365,0.13769870,-0.00916000,0.00000000,0.13800303,3.01843739,-0.55750859,0.00000000,3.06949186,1.31431854,-2.43947506,0.00000000,2.77100563,12.51202869,-551.05438232,1.31431854,-2.43947506,0.00000000,2.77100563,3.73258495,0.00323623,1029.95788574,5.33340693,0.00327356,2.34999132,2.62669468,2.48848462,-1.12033641,-0.00000000,0.00000000,4.45754337,0.00000000
internalMesh,366,0.14205993,-0.00912900,0.00000000,0.14235295,3.11645985,-0.54103863,-0.00000000,3.16307521,1.77131617,-1.76775992,0.00000000,2.50250602,12.22726917,114.63893890,1.77131617,-1.76775992,0.00000000,2.50250602,3.61860609,0.00322387,1006.17510986,5.98786497,0.00329798,2.27866888,2.54601741,2.41252804,-1.08320737,0.00000000,-0.00000000,4.32066727,0.00000000
internalMesh,367,0.14647056,-0.00909763,0.00000000,0.14675283,3.21183777,-0.52424943,0.00000000,3.25434160,2.28544140,-1.00735974,0.00000000,2.49760199,11.78332996,553.30004883,2.28544140,-1.00735974,0.00000000,2.49760199,3.50430441,0.00321395,981.51965332,6.60256815,0.00332521,2.20716953,2.46508789,2.33635235,-1.04648757,-0.00000000,-0.00000000,4.18353128,0.00000000
internalMesh,368,0.15093115,-0.00906592,0.00000000,0.15120318,3.30427456,-0.50738955,0.00000000,3.34300375,2.47321200,-0.28407708,0.00000000,2.48947334,11.46756077,320.78222656,2.47321200,-0.28407708,0.00000000,2.48947334,3.39043927,0.00320618,956.91412354,7.17678308,0.00335319,2.13572216,2.38468552,2.26046968,-1.01018202,-0.00000000,-0.00000000,4.04700184,0.00000000
internalMesh,369,0.15544226,-0.00903384,0.00000000,0.15570455,3.39451480,-0.49070197,0.00000000,3.42979860,2.13924789,0.10713757,-0.00000000,2.14192915,11.44929886,13.79059982,2.13924789,0.10713757,-0.00000000,2.14192915,3.27708101,0.00319953,933.08203125,7.71122885,0.00338049,2.06454945,2.30468225,2.18493104,-0.97407681,-0.00000000,-0.00000000,3.91109633,0.00000000
internalMesh,370,0.16000447,-0.00900141,0.00000000,0.16025747,3.48321152,-0.47388107,0.00000000,3.51529884,1.92030525,-0.33045083,0.00000000,1.94853020,10.95095539,-480.09490967,1.92030525,-0.33045083,0.00000000,1.94853020,3.16489959,0.00318325,910.00329590,8.20885086,0.00340582,1.99419916,2.22544622,2.11015487,-0.93651193,-0.00000000,0.00000000,3.77614212,0.00000000
internalMesh,371,0.16461836,-0.00896860,0.00000000,0.16486249,3.56978083,-0.45594934,0.00000000,3.59878111,2.21589303,-1.47635448,0.00000000,2.66266870,9.72177982,-871.71173096,2.21589303,-1.47635448,0.00000000,2.66266870,3.05565310,0.00314579,887.96545410,8.67347813,0.00342722,1.92567551,2.14833927,2.03729129,-0.89642143,-0.00000000,0.00000000,3.64385986,0.00000000
internalMesh,372,0.16928450,-0.00893542,0.00000000,0.16952016,3.65321422,-0.43651089,-0.00000000,3.67920041,2.76736093,-2.17158341,0.00000000,3.51767826,9.19740200,-1014.32336426,2.76736093,-2.17158341,0.00000000,3.51767826,2.95023417,0.00310903,866.67547607,9.10733318,0.00344735,1.85946882,2.07405543,1.96694219,-0.85820210,0.00000000,-0.00000000,3.51634789,0.00000000
internalMesh,373,0.17400349,-0.00890187,0.00000000,0.17423105,3.73341322,-0.41716164,0.00000000,3.75664711,2.83706355,-1.83140326,0.00000000,3.37682796,9.44912910,-1136.00207520,2.83706355,-1.83140326,0.00000000,3.37682796,2.84782434,0.00307141,846.55761719,9.51183605,0.00346496,1.79488075,2.00221872,1.89854836,-0.82170409,-0.00000000,-0.00000000,3.39266276,0.00000000
internalMesh,374,0.17877593,-0.00886794,0.00000000,0.17899573,3.81208777,-0.39919716,0.00000000,3.83293247,2.36337042,-1.37837350,0.00000000,2.73595190,10.07702732,-832.14080811,2.36337042,-1.37837350,0.00000000,2.73595190,2.74727702,0.00303400,826.91723633,9.88893223,0.00348164,1.73130369,1.93185008,1.83140254,-0.78739953,-0.00000000,-0.00000000,3.27161884,0.00000000
internalMesh,375,0.18360243,-0.00883362,0.00000000,0.18381481,3.89017940,-0.38254768,0.00000000,3.90894341,2.32198453,-1.15040505,-0.00000000,2.59134007,9.33502197,-763.30737305,2.32198453,-1.15040505,-0.00000000,2.59134007,2.65021586,0.00299853,808.13543701,10.23597813,0.00349654,1.66865361,1.86503768,1.76674032,-0.75507766,0.00000000,0.00000000,3.15504098,0.00000000
internalMesh,376,0.18848360,-0.00879891,0.00000000,0.18868886,3.96851087,-0.36614767,-0.00000000,3.98536611,2.98870611,-1.06308329,0.00000000,3.17214608,9.20018673,-243.53962708,2.98870611,-1.06308329,0.00000000,3.17214608,2.55690050,0.00296217,789.66149902,10.55672169,0.00351406,1.60820031,1.80118942,1.70441163,-0.72462612,0.00000000,0.00000000,3.04313874,0.00000000
internalMesh,377,0.19342005,-0.00876382,0.00000000,0.19361849,4.04456806,-0.34982303,0.00000000,4.05966854,3.60383081,-1.08459294,-0.00000000,3.76350093,8.50701046,25.43485069,3.60383081,-1.08459294,-0.00000000,3.76350093,2.46969700,0.00292451,772.07104492,10.83748531,0.00353155,1.54672861,1.74609506,1.64657140,-0.69639176,-0.00000000,0.00000000,2.93894124,0.00000000
internalMesh,378,0.19841241,-0.00872832,0.00000000,0.19860430,4.12783384,-0.33209446,-0.00000000,4.14117098,4.23755312,-0.87680376,0.00000000,4.32731342,7.92291117,-686.79992676,4.23755312,-0.87680376,0.00000000,4.32731342,2.38356996,0.00288496,754.74993896,11.09377193,0.00355059,1.48983586,1.68865538,1.58865058,-0.66954684,0.00000000,-0.00000000,2.83606625,0.00000000
internalMesh,379,0.20346133,-0.00869242,0.00000000,0.20364692,4.20471478,-0.31235769,-0.00000000,4.21630096,4.18374109,-1.21237135,0.00000000,4.35586214,6.54176760,-902.28845215,4.18374109,-1.21237135,0.00000000,4.35586214,2.31027508,0.00284976,741.17425537,11.26441479,0.00356704,1.42652106,1.65347397,1.54055536,-0.64933294,-0.00000000,-0.00000000,2.75025129,0.00000000
internalMesh,380,0.00273686,-0.00940839,0.00000000,0.00979838,0.04813431,0.60491771,0.00000000,0.60682976,-6.98950338,-7.32371330,0.00000000,10.12373161,-1.06314206,-2579.11450195,-6.98950338,-7.32371330,0.00000000,10.12373161,0.11952184,0.00017174,528.96014404,-7.43012524,0.00108876,0.07220604,0.08706477,0.07977276,-0.03277876,-0.00000000,0.00000000,0.14223967,0.00000000
internalMesh,381,0.00805699,-0.00936954,0.00000000,0.01235732,0.14907677,0.93142694,-0.00000000,0.94328153,-0.65517139,-20.27495384,0.00000000,20.28553772,-2.73505139,-3097.60400391,-0.65517139,-20.27495384,0.00000000,20.28553772,0.28454065,0.00040639,586.27526855,-7.77647352,0.00159589,0.17166772,0.20843093,0.18898247,-0.06847302,-0.00000000,0.00000000,0.33662471,0.00000000
internalMesh,382,0.01307851,-0.00933287,0.00000000,0.01606704,0.22611396,1.12276673,0.00000000,1.14530897,12.33123970,-18.46453476,0.00000000,22.20356941,-0.13730128,-2536.59423828,12.33123970,-18.46453476,0.00000000,22.20356941,0.41630843,0.00054083,667.73455811,-9.12306690,0.00170942,0.25110608,0.30429882,0.27721140,-0.10544874,0.00000000,0.00000000,0.49357638,0.00000000
internalMesh,383,0.01781820,-0.00929826,0.00000000,0.02009840,0.35412344,1.05478287,-0.00000000,1.11264110,4.60740709,17.49529648,0.00000000,18.09181023,-3.99299788,-5911.13232422,4.60740709,17.49529648,0.00000000,18.09181023,0.56893319,0.00071946,708.84405518,-10.95888901,0.00190352,0.34150872,0.41654509,0.37981242,-0.14839219,0.00000000,0.00000000,0.67558545,0.00000000
internalMesh,384,0.02229187,-0.00926559,0.00000000,0.02414081,0.45771557,0.83518487,0.00000000,0.95238507,5.41734791,45.68082428,-0.00000000,46.00092697,-1.41961718,-9325.97265625,5.41734791,45.68082428,-0.00000000,46.00092697,0.77692521,0.00095003,738.95367432,-12.46689510,0.00214726,0.48172861,0.55354941,0.51857221,-0.20687649,-0.00000000,-0.00000000,0.92205989,0.00000000
internalMesh,385,0.02651445,-0.00923475,0.00000000,0.02807662,0.52457905,0.59118897,0.00000000,0.79037178,-1.65894401,55.85332489,0.00000000,55.87795639,2.76268244,-7497.26123047,-1.65894401,55.85332489,0.00000000,55.87795639,1.01764131,0.00120794,773.84869385,-13.29150581,0.00237429,0.65104312,0.70559031,0.67864794,-0.28305578,-0.00000000,0.00000000,1.20929670,0.00000000
internalMesh,386,0.03050004,-0.00920565,0.00000000,0.03185901,0.56904685,0.39302769,0.00000000,0.69158161,-9.83883381,35.10438538,0.00000000,36.45710373,2.00016642,-2417.09228516,-9.83883381,35.10438538,0.00000000,36.45710373,1.28128862,0.00145775,819.76287842,-13.55275154,0.00253512,0.83213335,0.87633365,0.85411054,-0.36987063,-0.00000000,-0.00000000,1.52535760,0.00000000
internalMesh,387,0.03426193,-0.00917818,0.00000000,0.03546997,0.61285108,0.25646299,0.00000000,0.66434908,-20.75619698,2.06880283,0.00000000,20.85904312,3.76051998,8168.32373047,-20.75619698,2.06880283,0.00000000,20.85904312,1.56118953,0.00168171,870.45697021,-13.57201481,0.00263187,1.01407313,1.06767845,1.04062784,-0.46043864,-0.00000000,-0.00000000,1.86096525,0.00000000
internalMesh,388,0.03781269,-0.00915225,0.00000000,0.03890454,0.66695863,0.16708231,0.00000000,0.68756843,-24.09867668,-16.92025375,-0.00000000,29.44556427,1.16361427,1227.97973633,-24.09867668,-16.92025375,-0.00000000,29.44556427,1.84277081,0.00186883,924.82623291,-13.52437305,0.00267753,1.19080591,1.26632142,1.22841346,-0.54567897,-0.00000000,-0.00000000,2.19735146,0.00000000
internalMesh,389,0.04116415,-0.00912777,0.00000000,0.04216401,0.72885358,0.09803990,0.00000000,0.73541784,-16.08239365,-13.25474167,-0.00000000,20.84062195,0.87649906,406.03619385,-16.08239365,-13.25474167,-0.00000000,20.84062195,2.12266850,0.00204761,978.76269531,-13.45179558,0.00271132,1.36367035,1.46657145,1.41509604,-0.63321656,0.00000000,-0.00000000,2.53256559,0.00000000
internalMesh,390,0.04432751,-0.00910467,0.00000000,0.04525288,0.79283440,0.02898036,-0.00000000,0.79336387,-11.94703388,-2.23561406,0.00000000,12.15440655,2.55072117,5189.78320312,-11.94703388,-2.23561406,0.00000000,12.15440655,2.39322782,0.00221830,1024.71606445,-13.31974125,0.00274798,1.53104818,1.65986526,1.59554350,-0.71971142,-0.00000000,0.00000000,2.85709739,0.00000000
internalMesh,391,0.04731333,-0.00908287,0.00000000,0.04817728,0.85773349,-0.04218473,0.00000000,0.85877019,-18.43981743,2.58100986,-0.00000000,18.61957169,9.33668327,6363.41845703,-18.43981743,2.58100986,-0.00000000,18.61957169,2.64353180,0.00237647,1060.04443359,-13.09800243,0.00279122,1.68613470,1.83859611,1.76233435,-0.80031210,-0.00000000,-0.00000000,3.15750027,0.00000000
internalMesh,392,0.05013157,-0.00906229,0.00000000,0.05094408,0.92570621,-0.10934778,0.00000000,0.93214214,-27.27626991,0.71514040,0.00000000,27.28564262,12.83269310,1222.53796387,-27.27626991,0.71514040,0.00000000,27.28564262,2.86808014,0.00251755,1088.53820801,-12.78736019,0.00283181,1.82431579,1.99988723,1.91195536,-0.87615895,-0.00000000,0.00000000,3.42795920,0.00000000
internalMesh,393,0.05319245,-0.00903993,0.00000000,0.05395514,1.00660372,-0.17466883,0.00000000,1.02164590,-28.37706566,-2.32996607,-0.00000000,28.47255898,10.01805401,-1521.42822266,-28.37706566,-2.32996607,-0.00000000,28.47255898,3.10077429,0.00264353,1119.04333496,-12.35336018,0.00285878,1.96780741,2.16668463,2.06705737,-0.95486802,-0.00000000,-0.00000000,3.70827293,0.00000000
internalMesh,394,0.05659651,-0.00901508,0.00000000,0.05731001,1.09796262,-0.23417488,0.00000000,1.12265742,-22.03133774,-3.96002197,0.00000000,22.38440514,7.36443567,44.09949112,-22.03133774,-3.96002197,0.00000000,22.38440514,3.35211062,0.00273983,1150.61437988,-11.78544044,0.00287717,2.12439871,2.34521222,2.23460984,-1.03335774,0.00000000,0.00000000,4.00928926,0.00000000
internalMesh,395,0.06003914,-0.00898994,0.00000000,0.06070846,1.18958402,-0.28404868,0.00000000,1.22302651,-15.29333973,-2.99730182,-0.00000000,15.58428860,7.47108746,-821.83709717,-15.29333973,-2.99730182,-0.00000000,15.58428860,3.59104156,0.00282216,1178.92236328,-11.17216873,0.00289377,2.27300429,2.51505113,2.39402676,-1.10663414,0.00000000,-0.00000000,4.29511738,0.00000000
internalMesh,396,0.06352075,-0.00896451,0.00000000,0.06415020,1.28408086,-0.33007470,0.00000000,1.32582533,-9.53224754,1.48670423,-0.00000000,9.64748859,10.48371029,660.27606201,-9.53224754,1.48670423,-0.00000000,9.64748859,3.80791426,0.00288511,1204.96154785,-10.52894306,0.00290581,2.40801454,2.66906881,2.53874683,-1.17276490,0.00000000,-0.00000000,4.55445671,0.00000000
internalMesh,397,0.06704180,-0.00893880,0.00000000,0.06763509,1.38192916,-0.37659281,-0.00000000,1.43232346,-6.73119831,4.93994141,0.00000000,8.34937477,13.30586338,1824.44030762,-6.73119831,4.93994141,0.00000000,8.34937477,3.99676085,0.00293040,1226.70727539,-9.84120083,0.00291466,2.52612448,2.80275512,2.66464448,-1.23069179,0.00000000,0.00000000,4.78034258,0.00000000
internalMesh,398,0.07060274,-0.00891279,0.00000000,0.07116308,1.48340809,-0.42215982,-0.00000000,1.54230952,-6.83620167,3.99180746,0.00000000,7.91632366,13.22346687,-1450.68774414,-6.83620167,3.99180746,0.00000000,7.91632366,4.15963268,0.00296844,1244.73217773,-9.09700108,0.00292265,2.62796926,2.91810822,2.77318811,-1.28137827,-0.00000000,0.00000000,4.97534752,0.00000000
internalMesh,399,0.07420401,-0.00888650,0.00000000,0.07473422,1.58846724,-0.46242753,0.00000000,1.65440845,-6.48067617,1.21755922,0.00000000,6.59405899,10.80629063,-4527.46679688,-6.48067617,1.21755922,0.00000000,6.59405899,4.29893637,0.00300369,1259.09326172,-8.30045509,0.00292856,2.71498775,3.01690507,2.86597872,-1.32441258,0.00000000,-0.00000000,5.14205980,0.00000000
internalMesh,400,0.07784606,-0.00885990,0.00000000,0.07834863,1.69568431,-0.49648869,-0.00000000,1.76687467,-4.24794722,-0.16325663,0.00000000,4.25108337,10.46308231,-5436.94970703,-4.24794722,-0.16325663,0.00000000,4.25108337,4.41313934,0.00303715,1270.12109375,-7.46749926,0.00293136,2.78641391,3.09782362,2.94204187,-1.35933185,-0.00000000,0.00000000,5.27863693,0.00000000
internalMesh,401,0.08152937,-0.00883300,0.00000000,0.08200646,1.80417442,-0.52616698,-0.00000000,1.87933421,-1.43436539,0.10001684,0.00000000,1.43784821,9.50284100,-5749.00683594,-1.43436539,0.10001684,0.00000000,1.43784821,4.49885845,0.00306201,1277.49011230,-6.60849285,0.00293331,2.84098029,3.15760589,2.99913096,-1.38480151,-0.00000000,0.00000000,5.38090181,0.00000000
internalMesh,402,0.08525439,-0.00880580,0.00000000,0.08570796,1.91333473,-0.55272162,0.00000000,1.99157000,1.09394562,0.57577676,0.00000000,1.23621833,10.49548435,-2724.34863281,1.09394562,0.57577676,0.00000000,1.23621833,4.55685902,0.00307947,1280.06970215,-5.72613001,0.00293960,2.87898326,3.19697213,3.03776169,-1.40170586,0.00000000,-0.00000000,5.44994974,0.00000000
internalMesh,403,0.08902161,-0.00877829,0.00000000,0.08945337,2.02248240,-0.57555163,-0.00000000,2.10278273,2.31442499,0.09760300,0.00000000,2.31648207,11.32480049,-2.06930542,2.31442499,0.09760300,0.00000000,2.31648207,4.59003782,0.00309472,1275.90344238,-4.82358074,0.00295373,2.90126729,3.21895623,3.05985332,-1.41121185,-0.00000000,0.00000000,5.48937654,0.00000000
internalMesh,404,0.09283150,-0.00875047,0.00000000,0.09324301,2.13130140,-0.59362912,0.00000000,2.21242881,2.00084615,-0.95875627,0.00000000,2.21869302,12.20611572,2884.55981445,2.00084615,-0.95875627,0.00000000,2.21869302,4.60090494,0.00310804,1266.18615723,-3.90884757,0.00297663,2.90856266,3.22618461,3.06706333,-1.41299379,0.00000000,0.00000000,5.50194788,0.00000000
internalMesh,405,0.09668454,-0.00872233,0.00000000,0.09707718,2.24041414,-0.60732186,-0.00000000,2.32127023,0.61053818,-1.48435712,0.00000000,1.60501492,15.51988029,2019.77856445,0.61053818,-1.48435712,0.00000000,1.60501492,4.58888483,0.00312148,1253.26806641,-2.99102020,0.00300516,2.90084171,3.21789145,3.05903482,-1.40783060,-0.00000000,0.00000000,5.48720217,0.00000000
internalMesh,406,0.10058123,-0.00869387,0.00000000,0.10095626,2.35055923,-0.61797124,-0.00000000,2.43043566,-0.59288895,-1.11916673,0.00000000,1.26651156,16.71498680,1332.20117188,-0.59288895,-1.11916673,0.00000000,1.26651156,4.55465841,0.00312732,1238.73547363,-2.07345033,0.00302949,2.87966752,3.19342947,3.03622127,-1.39574921,-0.00000000,0.00000000,5.44584560,0.00000000
internalMesh,407,0.10452205,-0.00866510,0.00000000,0.10488061,2.46035004,-0.62600356,0.00000000,2.53874040,-0.65388733,-0.53272462,0.00000000,0.84342408,15.49763680,1427.45422363,-0.65388733,-0.53272462,0.00000000,0.84342408,4.50468969,0.00312704,1221.68835449,-1.15779722,0.00305205,2.84975123,3.15673828,3.00288844,-1.37853444,0.00000000,-0.00000000,5.38551521,0.00000000
internalMesh,408,0.10850750,-0.00863599,0.00000000,0.10885062,2.56782484,-0.63060844,0.00000000,2.64412403,0.28483677,-0.40193093,0.00000000,0.49262607,13.75924969,1585.14709473,0.28483677,-0.40193093,0.00000000,0.49262607,4.44144630,0.00312612,1201.95703125,-0.25210270,0.00307687,2.81172967,3.11045814,2.96070409,-1.35754669,-0.00000000,0.00000000,5.30937624,0.00000000
internalMesh,409,0.11253810,-0.00860656,0.00000000,0.11286672,2.67198706,-0.63105267,0.00000000,2.74549484,1.26909590,-0.53282762,0.00000000,1.37641191,13.62385654,257.97155762,1.26909590,-0.53282762,0.00000000,1.37641191,4.36618137,0.00312557,1180.79760742,0.63334948,0.00310325,2.76552653,3.05631495,2.91052222,-1.33294106,-0.00000000,0.00000000,5.21891451,0.00000000
internalMesh,410,0.11661435,-0.00857679,0.00000000,0.11692933,2.77373862,-0.62805670,0.00000000,2.84395528,1.24405694,-0.51384521,0.00000000,1.34599948,13.98345757,-576.93530273,1.24405694,-0.51384521,0.00000000,1.34599948,4.27890158,0.00312382,1159.66076660,1.49195695,0.00312669,2.71109056,2.99437332,2.85233808,-1.30468524,-0.00000000,-0.00000000,5.11412954,0.00000000
internalMesh,411,0.12073677,-0.00854669,0.00000000,0.12103889,2.87439179,-0.62269890,0.00000000,2.94106817,0.98093677,-0.67170113,0.00000000,1.18887317,14.13312626,-796.77319336,0.98093677,-0.67170113,0.00000000,1.18887317,4.18158436,0.00311479,1138.12194824,2.32205176,0.00314873,2.65044308,2.92525935,2.78746748,-1.27266288,0.00000000,0.00000000,4.99716282,0.00000000
internalMesh,412,0.12490588,-0.00851624,0.00000000,0.12519587,2.97335815,-0.61461633,-0.00000000,3.03621674,1.20430923,-1.49399078,-0.00000000,1.91894996,13.43972778,-324.93597412,1.20430923,-1.49399078,-0.00000000,1.91894996,4.07769680,0.00310574,1115.17333984,3.12298512,0.00317089,2.58593416,2.85125065,2.71820879,-1.23877585,0.00000000,-0.00000000,4.87236166,0.00000000
internalMesh,413,0.12912222,-0.00848545,0.00000000,0.12940074,3.06938481,-0.60294282,0.00000000,3.12804461,2.05564976,-2.49269700,0.00000000,3.23098040,12.86527061,-481.35104370,2.05564976,-2.49269700,0.00000000,3.23098040,3.96961617,0.00309799,1090.98352051,3.89113855,0.00319439,2.51847100,2.77461147,2.64615178,-1.20351934,-0.00000000,0.00000000,4.74254608,0.00000000
internalMesh,414,0.13338631,-0.00845431,0.00000000,0.13365396,3.16249990,-0.58821690,-0.00000000,3.21673822,2.54718685,-2.85792232,-0.00000000,3.82830000,12.88250351,-220.77308655,2.54718685,-2.85792232,-0.00000000,3.82830000,3.85772109,0.00309188,1066.61865234,4.62167931,0.00321762,2.44796014,2.69591928,2.57156467,-1.16706717,0.00000000,-0.00000000,4.60819721,0.00000000
internalMesh,415,0.13769870,-0.00842282,0.00000000,0.13795606,3.25397134,-0.57191521,0.00000000,3.30384874,2.75302577,-2.49324894,0.00000000,3.71422148,12.98854446,90.98479462,2.75302577,-2.49324894,0.00000000,3.71422148,3.74242139,0.00308764,1042.02697754,5.31385183,0.00324265,2.37515807,2.61496043,2.49472404,-1.12968266,0.00000000,-0.00000000,4.46981239,0.00000000
internalMesh,416,0.14205993,-0.00839097,0.00000000,0.14230753,3.34354544,-0.55493945,0.00000000,3.38928509,3.10790348,-1.83777452,0.00000000,3.61060643,12.57709122,780.51660156,3.10790348,-1.83777452,0.00000000,3.61060643,3.62561917,0.00308029,1016.81799316,5.96768618,0.00326890,2.30161643,2.53273559,2.41688752,-1.09178567,-0.00000000,0.00000000,4.32961082,0.00000000
internalMesh,417,0.14647056,-0.00835876,0.00000000,0.14670888,3.43048048,-0.53757215,0.00000000,3.47234511,3.52688861,-1.05680203,0.00000000,3.68181658,12.18351078,1297.68090820,3.52688861,-1.05680203,0.00000000,3.68181658,3.50904846,0.00307583,990.76312256,6.58175087,0.00329796,2.22809505,2.45079064,2.33921194,-1.05438435,-0.00000000,0.00000000,4.18979979,0.00000000
internalMesh,418,0.15093115,-0.00832619,0.00000000,0.15116063,3.51466632,-0.52019703,0.00000000,3.55295420,3.67302299,-0.26269144,0.00000000,3.68240476,12.05058002,1106.55297852,3.67302299,-0.26269144,0.00000000,3.68240476,3.39295483,0.00307303,964.75665283,7.15525055,0.00332814,2.15466022,2.36939168,2.26185560,-1.01726711,-0.00000000,-0.00000000,4.05060482,0.00000000
internalMesh,419,0.15544226,-0.00829325,0.00000000,0.15566334,3.59692383,-0.50311232,0.00000000,3.63193941,3.35782313,0.14662814,0.00000000,3.36102295,12.10322094,826.83850098,3.35782313,0.14662814,0.00000000,3.36102295,3.27738500,0.00307220,939.59375000,7.68877649,0.00335752,2.08142686,2.28845930,2.18488383,-0.98050827,-0.00000000,0.00000000,3.91209626,0.00000000
internalMesh,420,0.16000447,-0.00825993,0.00000000,0.16021753,3.67794061,-0.48588529,0.00000000,3.70989633,3.33333158,-0.34657505,0.00000000,3.35130024,11.42003250,483.32748413,3.33333158,-0.34657505,0.00000000,3.35130024,3.16337681,0.00307002,915.19036865,8.18522072,0.00338515,2.00879550,2.20894504,2.10901523,-0.94415373,-0.00000000,0.00000000,3.77545619,0.00000000
internalMesh,421,0.16461836,-0.00822624,0.00000000,0.16482377,3.75697351,-0.46743637,0.00000000,3.78594065,3.88445735,-1.54371405,0.00000000,4.17995977,10.27387047,48.59607315,3.88445735,-1.54371405,0.00000000,4.17995977,3.05273175,0.00306115,891.79302979,8.64894009,0.00340906,1.93776667,2.13235116,2.03534436,-0.90830225,-0.00000000,-0.00000000,3.64273262,0.00000000
internalMesh,422,0.16928450,-0.00819216,0.00000000,0.16948261,3.83290315,-0.44745585,0.00000000,3.85893297,4.46520901,-2.20132399,0.00000000,4.97834492,9.85798645,-130.99147034,4.46520901,-2.20132399,0.00000000,4.97834492,2.94586778,0.00305222,869.24005127,9.08225441,0.00343103,1.86900210,2.05861449,1.96411812,-0.87367922,-0.00000000,0.00000000,3.51456094,0.00000000
internalMesh,423,0.17400349,-0.00815770,0.00000000,0.17419461,3.90625906,-0.42776838,0.00000000,3.92961144,4.37423182,-1.76843154,0.00000000,4.71818352,10.14061546,-250.99949646,4.37423182,-1.76843154,0.00000000,4.71818352,2.84171057,0.00303209,847.99114990,9.48634243,0.00345012,1.80171156,1.98705018,1.89466023,-0.83826458,-0.00000000,-0.00000000,3.38924146,0.00000000
internalMesh,424,0.17877593,-0.00812285,0.00000000,0.17896037,3.97909403,-0.40967533,0.00000000,4.00012779,3.79247665,-1.31610990,0.00000000,4.01435232,10.42700481,-153.93965149,3.79247665,-1.31610990,0.00000000,4.01435232,2.73954511,0.00299637,827.44128418,9.86350727,0.00346813,1.73612070,1.91651380,1.82645345,-0.80168128,-0.00000000,0.00000000,3.26584840,0.00000000
internalMesh,425,0.18360243,-0.00808761,0.00000000,0.18378047,4.05179739,-0.39295110,-0.00000000,4.07080746,3.60077453,-1.19364655,-0.00000000,3.79346395,9.68119526,51.88752365,3.60077453,-1.19364655,-0.00000000,3.79346395,2.64151859,0.00296266,808.01623535,10.21028137,0.00348362,1.67202759,1.84989893,1.76110959,-0.76747543,0.00000000,-0.00000000,3.14774966,0.00000000
internalMesh,426,0.18848360,-0.00805196,0.00000000,0.18865551,4.12534237,-0.37639201,-0.00000000,4.14247751,4.11542368,-1.13776469,-0.00000000,4.26980352,9.45390320,687.23223877,4.11542368,-1.13776469,-0.00000000,4.26980352,2.54682875,0.00292714,788.60534668,10.53022480,0.00350209,1.60986638,1.78596747,1.69782317,-0.73515564,0.00000000,-0.00000000,3.03387666,0.00000000
internalMesh,427,0.19342005,-0.00801591,0.00000000,0.19358608,4.19707775,-0.36033055,0.00000000,4.21251726,4.52172995,-1.15123415,0.00000000,4.66598129,9.04374504,955.87640381,4.52172995,-1.15123415,0.00000000,4.66598129,2.45826721,0.00289050,769.92926025,10.80976868,0.00352157,1.54688084,1.73074532,1.63890946,-0.70606518,0.00000000,0.00000000,2.92794681,0.00000000
internalMesh,428,0.19841241,-0.00797945,0.00000000,0.19857280,4.27664089,-0.34277460,-0.00000000,4.29035568,5.04484034,-0.94015372,-0.00000000,5.13169575,8.64033318,114.50711060,5.04484034,-0.94015372,-0.00000000,5.13169575,2.37014723,0.00285109,751.81524658,11.06487370,0.00354168,1.48778689,1.67270279,1.57980502,-0.67775381,-0.00000000,-0.00000000,2.82251287,0.00000000
internalMesh,429,0.20346133,-0.00794258,0.00000000,0.20361630,4.35080194,-0.32466990,0.00000000,4.36289883,5.59833813,-1.23226690,0.00000000,5.73235321,6.94032574,-332.15386963,5.59833813,-1.23226690,0.00000000,5.73235321,2.29450274,0.00281410,737.83673096,11.23565006,0.00355748,1.42388570,1.63511825,1.53000081,-0.65625596,-0.00000000,0.00000000,2.73361230,0.00000000
internalMesh,430,0.00273686,-0.00891581,0.00000000,0.00932641,0.06326699,0.59475034,0.00000000,0.59810591,-8.08532429,-7.05713797,0.00000000,10.73199272,-1.53906381,-2905.86425781,-8.08532429,-7.05713797,0.00000000,10.73199272,0.11791301,0.00017101,522.22943115,-7.41570854,0.00109489,0.06927112,0.08768664,0.07886822,-0.03198710,-0.00000000,-0.00000000,0.14046639,0.00000000
