Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,ddt0(U)_average_0,ddt0(U)_average_1,ddt0(U)_average_2,ddt0(U)_average_Magnitude,ddt0(k)_average,ddt0(omega)_average,ddtCorrDdt0(U)_average_0,ddtCorrDdt0(U)_average_1,ddtCorrDdt0(U)_average_2,ddtCorrDdt0(U)_average_Magnitude,k_average,nut_average,omega_average,p_average,turbulenceProperties:L_average,turbulenceProperties:R_average_0,turbulenceProperties:R_average_1,turbulenceProperties:R_average_2,turbulenceProperties:R_average_3,turbulenceProperties:R_average_4,turbulenceProperties:R_average_5,turbulenceProperties:R_average_Magnitude,yPlus_average
internalMesh,902,0.08525439,0.00514992,0.00000000,0.08540980,9.08430386,-0.56004959,-0.00000000,9.10155106,11.16996193,-3.57398009,-0.00000000,11.72780418,2.11998105,3494.35791016,11.16996193,-3.57398009,-0.00000000,11.72780418,0.90985143,0.00095849,1035.76403809,-5.12162781,0.00222873,0.64686668,0.56570822,0.60712785,-0.25230294,-0.00000000,0.00000000,1.08199966,0.00000000
internalMesh,903,0.08902161,0.00510812,0.00000000,0.08916805,8.97128582,-0.57605827,0.00000000,8.98976135,10.47486305,-3.36521530,0.00000000,11.00215530,1.74863172,3253.33349609,10.47486305,-3.36521530,0.00000000,11.00215530,0.92757988,0.00099748,1019.63336182,-4.30915213,0.00227796,0.66086799,0.57553285,0.61876017,-0.26075098,-0.00000000,-0.00000000,1.10401082,0.00000000
internalMesh,904,0.09283150,0.00506584,0.00000000,0.09296962,8.85858440,-0.58962148,0.00000000,8.87818527,9.99984074,-2.89481306,0.00000000,10.41041565,0.91899818,2218.19018555,9.99984074,-2.89481306,0.00000000,10.41041565,0.94458562,0.00104160,1002.11224365,-3.48121715,0.00232451,0.67455238,0.58468264,0.62993604,-0.26886213,0.00000000,-0.00000000,1.12515819,0.00000000
internalMesh,905,0.09668454,0.00502308,0.00000000,0.09681494,8.74628067,-0.60074693,0.00000000,8.76688766,10.57280922,-2.38952231,0.00000000,10.83946991,0.77340609,1964.80932617,10.57280922,-2.38952231,0.00000000,10.83946991,0.96003306,0.00107137,985.14038086,-2.64418578,0.00235923,0.68575609,0.59414321,0.64016658,-0.27594385,-0.00000000,-0.00000000,1.14421403,0.00000000
internalMesh,906,0.10058123,0.00497984,0.00000000,0.10070443,8.63435841,-0.60946369,-0.00000000,8.65584183,11.37551594,-1.71821773,-0.00000000,11.50454807,0.92408276,2140.72827148,11.37551594,-1.71821773,-0.00000000,11.50454807,0.97385162,0.00109529,967.64770508,-1.80514371,0.00238778,0.69606459,0.60231566,0.64932483,-0.28278431,-0.00000000,0.00000000,1.16141284,0.00000000
internalMesh,907,0.10452205,0.00493611,0.00000000,0.10463854,8.52318859,-0.61569244,0.00000000,8.54539776,12.15082455,-0.82794154,0.00000000,12.17899895,2.00865936,2815.94116211,12.15082455,-0.82794154,0.00000000,12.17899895,0.98495197,0.00112219,949.07421875,-0.97130847,0.00241225,0.70467091,0.60859144,0.65664297,-0.28896296,0.00000000,-0.00000000,1.17542517,0.00000000
internalMesh,908,0.10850750,0.00489188,0.00000000,0.10861772,8.41344166,-0.61984730,-0.00000000,8.43624401,12.26644897,0.16813061,-0.00000000,12.26760101,1.75357878,2930.91503906,12.26644897,0.16813061,-0.00000000,12.26760101,0.99400127,0.00115784,929.08862305,-0.14738432,0.00244145,0.71206766,0.61342561,0.66250956,-0.29451618,-0.00000000,0.00000000,1.18700886,0.00000000
internalMesh,909,0.11253810,0.00484715,0.00000000,0.11264244,8.30655003,-0.62182927,0.00000000,8.32979298,11.88970089,0.60957700,0.00000000,11.90531731,2.54667449,3255.68139648,11.88970089,0.60957700,0.00000000,11.90531731,1.00217950,0.00119107,910.04803467,0.66200328,0.00247419,0.71825564,0.61828101,0.66782206,-0.29890299,0.00000000,0.00000000,1.19728518,0.00000000
internalMesh,910,0.11661435,0.00480192,0.00000000,0.11671317,8.20226955,-0.62069857,0.00000000,8.22572136,11.45698261,0.34285945,-0.00000000,11.46211147,2.45292234,3761.21972656,11.45698261,0.34285945,-0.00000000,11.46211147,1.01005936,0.00121539,890.77111816,1.45159411,0.00251843,0.72227943,0.62474507,0.67309314,-0.30291316,0.00000000,0.00000000,1.20698166,0.00000000
internalMesh,911,0.12073677,0.00475617,0.00000000,0.12083041,8.10138130,-0.61637145,0.00000000,8.12479496,10.70406055,-0.31664526,-0.00000000,10.70874310,2.78862500,4099.57666016,10.70406055,-0.31664526,-0.00000000,10.70874310,1.01765084,0.00125238,871.26300049,2.21763396,0.00256548,0.72651112,0.63063473,0.67815608,-0.30748323,-0.00000000,0.00000000,1.21653616,0.00000000
internalMesh,912,0.12490588,0.00470991,0.00000000,0.12499465,8.00379276,-0.60905772,-0.00000000,8.02693272,10.03978348,-1.24984610,0.00000000,10.11728096,2.96607900,3980.53759766,10.03978348,-1.24984610,0.00000000,10.11728096,1.02444541,0.00129528,851.18988037,2.95762181,0.00261311,0.72993559,0.63623828,0.68271577,-0.31228644,0.00000000,-0.00000000,1.22524643,0.00000000
internalMesh,913,0.12912222,0.00466312,0.00000000,0.12920639,7.90962219,-0.59881431,0.00000000,7.93225718,9.29986954,-2.28492141,-0.00000000,9.57645226,2.66135287,3171.49145508,9.29986954,-2.28492141,-0.00000000,9.57645226,1.03134072,0.00132344,832.77893066,3.67064142,0.00266527,0.73265874,0.64268863,0.68733412,-0.31512007,-0.00000000,0.00000000,1.23351789,0.00000000
internalMesh,914,0.13338631,0.00461580,0.00000000,0.13346615,7.81954527,-0.58554322,-0.00000000,7.84143782,8.30897045,-3.04304290,0.00000000,8.84867764,2.86141562,2813.62255859,8.30897045,-3.04304290,0.00000000,8.84867764,1.03812647,0.00134470,815.71685791,4.35355616,0.00270720,0.73545927,0.64883554,0.69195884,-0.31651822,0.00000000,-0.00000000,1.24132133,0.00000000
internalMesh,915,0.13769870,0.00456795,0.00000000,0.13777444,7.73352480,-0.56966615,0.00000000,7.75447798,7.82583189,-2.99205828,0.00000000,8.37830830,2.95066118,2836.87377930,7.82583189,-2.99205828,0.00000000,8.37830830,1.04372633,0.00136721,799.67712402,5.00431919,0.00272932,0.73767877,0.65397960,0.69579321,-0.31765062,-0.00000000,-0.00000000,1.24775374,0.00000000
internalMesh,916,0.14205993,0.00451955,0.00000000,0.14213180,7.65006733,-0.55271077,0.00000000,7.67000771,7.53345013,-2.01940966,-0.00000000,7.79941559,2.95728803,3168.25927734,7.53345013,-2.01940966,-0.00000000,7.79941559,1.04878449,0.00139325,782.72375488,5.62537146,0.00275614,0.73940742,0.65907031,0.69909275,-0.31868237,-0.00000000,0.00000000,1.25354946,0.00000000
internalMesh,917,0.14647056,0.00447060,0.00000000,0.14653877,7.56987858,-0.53694397,0.00000000,7.58889771,6.53805780,-0.48763657,0.00000000,6.55621767,2.94701982,2240.22656250,6.53805780,-0.48763657,0.00000000,6.55621767,1.05348539,0.00141185,767.35681152,6.21398592,0.00278275,0.74019462,0.66464961,0.70212758,-0.31900170,-0.00000000,0.00000000,1.25872648,0.00000000
internalMesh,918,0.15093115,0.00442110,0.00000000,0.15099589,7.49411345,-0.52250642,0.00000000,7.51230669,5.50355053,-0.32718986,0.00000000,5.51326799,3.09678197,1518.92590332,5.50355053,-0.32718986,0.00000000,5.51326799,1.05772614,0.00141791,753.80218506,6.76251459,0.00279794,0.74238569,0.66810232,0.70496255,-0.31766653,-0.00000000,-0.00000000,1.26308405,0.00000000
internalMesh,919,0.15544226,0.00437104,0.00000000,0.15550371,7.42122078,-0.50671202,0.00000000,7.43849945,5.25093555,-1.47380745,-0.00000000,5.45384550,2.46011496,743.56671143,5.25093555,-1.47380745,-0.00000000,5.45384550,1.06103480,0.00142385,744.41351318,7.26682615,0.00279868,0.74445707,0.67040443,0.70720780,-0.31415483,-0.00000000,0.00000000,1.26589680,0.00000000
internalMesh,920,0.16000447,0.00432042,0.00000000,0.16006279,7.35030603,-0.48893759,0.00000000,7.36654997,4.78788614,-3.06614470,0.00000000,5.68551636,3.43679285,4047.75366211,4.78788614,-3.06614470,0.00000000,5.68551636,1.06420696,0.00143877,734.33752441,7.73485422,0.00281978,0.74572539,0.67339236,0.70929587,-0.31095991,0.00000000,0.00000000,1.26860571,0.00000000
internalMesh,921,0.16461836,0.00426922,0.00000000,0.16467371,7.28292084,-0.46905410,0.00000000,7.29800987,5.18617249,-4.35499239,0.00000000,6.77217436,3.53781724,4609.55419922,5.18617249,-4.35499239,0.00000000,6.77217436,1.06493568,0.00146090,719.87634277,8.18127441,0.00285394,0.74490422,0.67512709,0.70983917,-0.30846816,-0.00000000,0.00000000,1.26874077,0.00000000
internalMesh,922,0.16928450,0.00421744,0.00000000,0.16933703,7.21619940,-0.44829842,-0.00000000,7.23011112,8.52821350,-3.30785990,0.00000000,9.14725971,3.11031437,2250.71704102,8.52821350,-3.30785990,0.00000000,9.14725971,1.06482840,0.00147771,707.06036377,8.62076950,0.00288172,0.74467748,0.67519468,0.70978564,-0.30516282,0.00000000,-0.00000000,1.26781404,0.00000000
internalMesh,923,0.17400349,0.00416507,0.00000000,0.17405333,7.14441347,-0.43090206,0.00000000,7.15739632,11.76120377,-0.05172430,0.00000000,11.76131725,2.83695126,2367.09399414,11.76120377,-0.05172430,0.00000000,11.76131725,1.06345809,0.00149343,698.55682373,9.05485821,0.00290336,0.74434322,0.67372125,0.70885128,-0.30045116,-0.00000000,-0.00000000,1.26518309,0.00000000
internalMesh,924,0.17877593,0.00411211,0.00000000,0.17882321,7.07191277,-0.42003962,0.00000000,7.08437586,9.62303066,2.25594711,0.00000000,9.88392735,1.80572510,3050.62597656,9.62303066,2.25594711,0.00000000,9.88392735,1.06196249,0.00151489,689.36236572,9.46563721,0.00294353,0.74043828,0.67558372,0.70790207,-0.29571807,-0.00000000,-0.00000000,1.26223481,0.00000000
internalMesh,925,0.18360243,0.00405855,0.00000000,0.18364728,7.00754356,-0.41461366,0.00000000,7.01979876,5.67971373,2.85797977,0.00000000,6.35823870,3.48086619,3453.86889648,5.67971373,2.85797977,0.00000000,6.35823870,1.05947661,0.00153937,676.68988037,9.83275032,0.00298900,0.73451602,0.67799693,0.70644039,-0.29018885,-0.00000000,-0.00000000,1.25795913,0.00000000
internalMesh,926,0.18848360,0.00400438,0.00000000,0.18852613,6.95258188,-0.41346821,0.00000000,6.96486568,2.52346087,0.75300324,0.00000000,2.63341379,4.38266611,2302.01831055,2.52346087,0.75300324,0.00000000,2.63341379,1.05093920,0.00156319,663.90686035,10.15943050,0.00301774,0.72451657,0.67665792,0.70070463,-0.28402758,-0.00000000,-0.00000000,1.24677539,0.00000000
internalMesh,927,0.19342005,0.00394960,0.00000000,0.19346037,6.90885305,-0.41191676,0.00000000,6.92112160,0.75113326,-3.25582218,-0.00000000,3.34134388,4.23398876,-1075.02685547,0.75113326,-3.25582218,-0.00000000,3.34134388,1.03884232,0.00158264,654.36248779,10.44750977,0.00304095,0.71198905,0.67288584,0.69281065,-0.27632010,-0.00000000,0.00000000,1.23127699,0.00000000
internalMesh,928,0.19841241,0.00389420,0.00000000,0.19845062,6.87214470,-0.41023096,0.00000000,6.88437796,2.90789723,-6.09978342,0.00000000,6.75745678,4.57705164,2606.53735352,2.90789723,-6.09978342,0.00000000,6.75745678,1.02056658,0.00158655,645.19519043,10.70081043,0.00305869,0.69160020,0.66914636,0.68038630,-0.26614001,0.00000000,0.00000000,1.20823169,0.00000000
internalMesh,929,0.20346133,0.00383817,0.00000000,0.20349753,6.84819698,-0.40956214,0.00000000,6.86043310,5.77470160,-4.72495747,-0.00000000,7.46139431,0.61521894,4136.92382812,5.77470160,-4.72495747,-0.00000000,7.46139431,1.00023842,0.00159180,626.99688721,10.90918064,0.00309506,0.66971147,0.66365796,0.66710722,-0.25689495,-0.00000000,0.00000000,1.18320847,0.00000000
internalMesh,930,0.00273686,0.00810438,0.00000000,0.00855403,10.03841114,0.04996325,-0.00000000,10.03853512,0.35631192,7.26621199,-0.00000000,7.27494287,-0.06680960,-47.52442932,0.35631192,7.26621199,-0.00000000,7.27494287,0.37249866,0.00350818,102.07555389,-7.19702005,0.01094766,0.22670907,0.26490057,0.25338778,-0.01585264,0.00000000,0.00000000,0.43130729,0.00000000
internalMesh,931,0.00805699,0.00805846,0.00000000,0.01139534,10.06506252,0.09287751,0.00000000,10.06549072,7.41611814,-14.28319645,0.00000000,16.09374046,-0.28797057,-588.89434814,7.41611814,-14.28319645,0.00000000,16.09374046,0.37299046,0.00279130,128.90704346,-7.40050936,0.00873072,0.21096818,0.29134813,0.24366446,-0.00940116,-0.00000000,0.00000000,0.43457112,0.00000000
internalMesh,932,0.01307851,0.00801512,0.00000000,0.01533915,10.12040520,0.16284075,-0.00000000,10.12171555,-8.87948227,-25.22882843,-0.00000000,26.74582100,-0.97870499,-8811.18066406,-8.87948227,-25.22882843,-0.00000000,26.74582100,0.37502453,0.00228710,160.69091797,-7.86830807,0.00722892,0.19101016,0.31973553,0.23930351,0.00474390,0.00000000,0.00000000,0.44272381,0.00000000
internalMesh,933,0.01781820,0.00797421,0.00000000,0.01952117,10.22146893,0.19183248,0.00000000,10.22326851,-32.33494568,6.44645643,0.00000000,32.97128296,-1.00712907,-3802.35302734,-32.33494568,6.44645643,0.00000000,32.97128296,0.37883022,0.00182168,216.65910339,-8.73335075,0.00560283,0.19016296,0.32644051,0.24105690,0.01853443,-0.00000000,-0.00000000,0.44852793,0.00000000
internalMesh,934,0.02229187,0.00793560,0.00000000,0.02366223,10.32569695,0.15580602,0.00000000,10.32687283,-18.07404327,29.93676949,0.00000000,34.96971893,-1.57088935,-1499.33264160,-18.07404327,29.93676949,0.00000000,34.96971893,0.38490751,0.00153234,271.58099365,-9.68554401,0.00462952,0.20348187,0.32022139,0.24611183,0.02516418,-0.00000000,-0.00000000,0.45293584,0.00000000
internalMesh,935,0.02651445,0.00789915,0.00000000,0.02766609,10.38469028,0.09368135,0.00000000,10.38511276,14.41529751,23.54520416,0.00000000,27.60756111,-1.35303831,1638.39929199,14.41529751,23.54520416,0.00000000,27.60756111,0.39122790,0.00131977,319.77066040,-10.38362598,0.00399145,0.22472338,0.30629471,0.25143760,0.02227073,-0.00000000,-0.00000000,0.45610735,0.00000000
internalMesh,936,0.03050004,0.00786475,0.00000000,0.03149772,10.40017223,0.03502924,-0.00000000,10.40023136,26.01158714,14.97063541,-0.00000000,30.01204109,-0.33767101,1537.38916016,26.01158714,14.97063541,-0.00000000,30.01204109,0.39774352,0.00116827,362.17465210,-10.77977943,0.00356070,0.24265336,0.29607207,0.25676143,0.01410309,0.00000000,0.00000000,0.46115577,0.00000000
internalMesh,937,0.03426193,0.00783228,0.00000000,0.03514576,10.39595318,-0.01913193,0.00000000,10.39597034,20.18273163,10.94692135,0.00000000,22.96035194,0.06560730,544.64752197,20.18273163,10.94692135,0.00000000,22.96035194,0.40282616,0.00105891,396.93496704,-10.98529434,0.00325306,0.25556248,0.28873274,0.26135695,0.00531231,-0.00000000,-0.00000000,0.46584809,0.00000000
internalMesh,938,0.03781269,0.00780164,0.00000000,0.03860913,10.38508415,-0.07002612,0.00000000,10.38532066,14.06883144,6.39376116,0.00000000,15.45354939,-0.20296162,245.94183350,14.06883144,6.39376116,0.00000000,15.45354939,0.40789494,0.00097933,426.96124268,-11.08047676,0.00302493,0.26581949,0.28396052,0.26600969,-0.00277131,0.00000000,-0.00000000,0.47123498,0.00000000
internalMesh,939,0.04116415,0.00777271,0.00000000,0.04189156,10.36689758,-0.11614534,-0.00000000,10.36754799,14.78711319,1.78853619,-0.00000000,14.89488411,-0.04009547,1003.65722656,14.78711319,1.78853619,-0.00000000,14.89488411,0.41274464,0.00091980,452.46694946,-11.07990170,0.00285484,0.27451950,0.28080693,0.27016267,-0.00991365,-0.00000000,0.00000000,0.47675952,0.00000000
internalMesh,940,0.04432751,0.00774541,0.00000000,0.04499911,10.33949471,-0.15690666,-0.00000000,10.34068489,17.50364113,-0.83339113,-0.00000000,17.52346992,-1.74132705,1470.49304199,17.50364113,-0.83339113,-0.00000000,17.52346992,0.41752595,0.00087597,472.83026123,-10.99159813,0.00273910,0.28269339,0.27839932,0.27395943,-0.01589756,0.00000000,0.00000000,0.48241913,0.00000000
internalMesh,941,0.04731333,0.00771964,0.00000000,0.04793896,10.30486012,-0.19337660,-0.00000000,10.30667400,18.34553909,-1.39787674,-0.00000000,18.39871979,-1.36699808,-192.78735352,18.34553909,-1.39787674,-0.00000000,18.39871979,0.42285669,0.00084735,489.41394043,-10.83591843,0.00266128,0.29103604,0.27663034,0.27804706,-0.02117496,-0.00000000,0.00000000,0.48886079,0.00000000
internalMesh,942,0.05013157,0.00769531,0.00000000,0.05071875,10.26611519,-0.22658421,-0.00000000,10.26861572,17.90524483,-0.41298124,-0.00000000,17.91000748,-1.39334512,303.89849854,17.90524483,-0.41298124,-0.00000000,17.91000748,0.42749611,0.00082505,502.75567627,-10.62726974,0.00259820,0.29815599,0.27513498,0.28170142,-0.02626413,-0.00000000,0.00000000,0.49461272,0.00000000
internalMesh,943,0.05319245,0.00766889,0.00000000,0.05374243,10.21844959,-0.26210812,-0.00000000,10.22181034,18.16887093,2.02231264,0.00000000,18.28107262,-0.44043958,34.80601883,18.16887093,2.02231264,0.00000000,18.28107262,0.43291581,0.00080567,515.26489258,-10.34307194,0.00254256,0.30533245,0.27451962,0.28597942,-0.03230172,0.00000000,-0.00000000,0.50141454,0.00000000
internalMesh,944,0.05659651,0.00763951,0.00000000,0.05710978,10.15937805,-0.30109659,0.00000000,10.16383934,19.85300064,4.44513702,0.00000000,20.34455490,0.11769290,903.79602051,19.85300064,4.44513702,0.00000000,20.34455490,0.43765962,0.00078876,527.44427490,-9.96132946,0.00248919,0.31230891,0.27322379,0.28978652,-0.03921507,0.00000000,-0.00000000,0.50764370,0.00000000
internalMesh,945,0.06003914,0.00760980,0.00000000,0.06051948,10.09231758,-0.33697513,-0.00000000,10.09794140,21.40134048,4.46815491,-0.00000000,21.86279488,0.06534661,1314.53332520,21.40134048,4.46815491,-0.00000000,21.86279488,0.44308499,0.00077839,537.06909180,-9.51722908,0.00245697,0.31957465,0.27295217,0.29364303,-0.04602179,-0.00000000,0.00000000,0.51475728,0.00000000
internalMesh,946,0.06352075,0.00757975,0.00000000,0.06397139,10.01717949,-0.36949071,-0.00000000,10.02399158,20.65010643,2.96367002,-0.00000000,20.86169243,0.50391191,2767.50488281,20.65010643,2.96367002,-0.00000000,20.86169243,0.44875717,0.00077602,545.29467773,-9.00458813,0.00244173,0.32690853,0.27299306,0.29761297,-0.05175877,-0.00000000,0.00000000,0.52215594,0.00000000
internalMesh,947,0.06704180,0.00754936,0.00000000,0.06746552,9.93659115,-0.39899054,0.00000000,9.94459820,17.93869209,1.06929851,0.00000000,17.97053337,1.85030699,5403.84814453,17.93869209,1.06929851,0.00000000,17.97053337,0.45457047,0.00077815,550.15600586,-8.43547153,0.00245873,0.33285329,0.27447668,0.30181104,-0.05742233,-0.00000000,-0.00000000,0.52963758,0.00000000
internalMesh,948,0.07060274,0.00751862,0.00000000,0.07100195,9.85231304,-0.42570332,0.00000000,9.86150551,14.74985027,-0.54772270,0.00000000,14.76001644,2.27066183,4159.25439453,14.74985027,-0.54772270,0.00000000,14.76001644,0.46016082,0.00079014,553.50347900,-7.81485748,0.00251082,0.33788258,0.27659270,0.30584627,-0.06315149,0.00000000,-0.00000000,0.53684098,0.00000000
internalMesh,949,0.07420401,0.00748754,0.00000000,0.07458081,9.76517582,-0.44983989,0.00000000,9.77553177,13.02420712,-2.09912038,0.00000000,13.19228077,1.62043571,3010.87353516,13.02420712,-2.09912038,0.00000000,13.19228077,0.46566722,0.00081470,556.53314209,-7.14642286,0.00258292,0.34280661,0.27880007,0.30972737,-0.06882013,0.00000000,0.00000000,0.54397893,0.00000000
internalMesh,950,0.07784606,0.00745611,0.00000000,0.07820232,9.67442608,-0.47104210,-0.00000000,9.68588638,12.72135830,-3.09519529,-0.00000000,13.09248638,1.05556417,2735.48339844,12.72135830,-3.09519529,-0.00000000,13.09248638,0.47203574,0.00085324,559.06323242,-6.43579197,0.00266210,0.34848642,0.28147593,0.31410912,-0.07439179,-0.00000000,0.00000000,0.55215049,0.00000000
internalMesh,951,0.08152937,0.00742431,0.00000000,0.08186671,9.58001423,-0.48959607,0.00000000,9.59251690,12.84175205,-3.43178439,0.00000000,13.29239368,0.63612658,2368.58642578,12.84175205,-3.43178439,0.00000000,13.29239368,0.47896081,0.00091000,560.76159668,-5.69017458,0.00272655,0.35531050,0.28378293,0.31882805,-0.07943889,-0.00000000,-0.00000000,0.56101710,0.00000000
internalMesh,952,0.08525439,0.00739216,0.00000000,0.08557427,9.48237324,-0.50580609,0.00000000,9.49585438,12.88903999,-3.38276005,0.00000000,13.32555485,0.35992792,2148.05371094,12.88903999,-3.38276005,0.00000000,13.32555485,0.48637438,0.00092997,561.76251221,-4.91688204,0.00277809,0.36158085,0.28723300,0.32393453,-0.08377389,0.00000000,-0.00000000,0.57025886,0.00000000
internalMesh,953,0.08902161,0.00735965,0.00000000,0.08932531,9.38254929,-0.52020103,0.00000000,9.39695930,12.21439266,-3.01153994,0.00000000,12.58017349,0.20778033,1289.11523438,12.21439266,-3.01153994,0.00000000,12.58017349,0.49368152,0.00095017,562.25952148,-4.12189388,0.00281459,0.36784092,0.29056326,0.32895887,-0.08856591,0.00000000,-0.00000000,0.57947546,0.00000000
internalMesh,954,0.09283150,0.00732677,0.00000000,0.09312019,9.28145504,-0.53267241,-0.00000000,9.29672813,11.86770916,-2.89096880,-0.00000000,12.21475410,-0.29589710,434.63635254,11.86770916,-2.89096880,-0.00000000,12.21475410,0.50103718,0.00097598,563.17907715,-3.31193876,0.00283491,0.37413850,0.29395932,0.33397645,-0.09369744,-0.00000000,0.00000000,0.58882183,0.00000000
internalMesh,955,0.09668454,0.00729351,0.00000000,0.09695925,9.17904949,-0.54294288,0.00000000,9.19509315,11.97918224,-2.65676785,0.00000000,12.27025795,-0.39137065,696.48522949,11.97918224,-2.65676785,0.00000000,12.27025795,0.50846487,0.00100045,563.28302002,-2.49309683,0.00284281,0.38065764,0.29729113,0.33898118,-0.09828598,-0.00000000,0.00000000,0.59820616,0.00000000
internalMesh,956,0.10058123,0.00725988,0.00000000,0.10084289,9.07610512,-0.55120498,0.00000000,9.09282780,12.34212208,-2.09765244,0.00000000,12.51911068,-0.46118945,794.54467773,12.34212208,-2.09765244,0.00000000,12.51911068,0.51603609,0.00101864,563.20880127,-1.67247844,0.00284736,0.38786528,0.30014649,0.34406045,-0.10182396,0.00000000,-0.00000000,0.60767847,0.00000000
internalMesh,957,0.10452205,0.00722586,0.00000000,0.10477152,8.97294617,-0.55748171,-0.00000000,8.99024773,12.93666649,-1.02693021,-0.00000000,12.97736168,-0.16386096,1048.92126465,12.93666649,-1.02693021,-0.00000000,12.97736168,0.52318817,0.00102804,562.37139893,-0.85724705,0.00284315,0.39329651,0.30414739,0.34893212,-0.10614755,-0.00000000,0.00000000,0.61661065,0.00000000
internalMesh,958,0.10850750,0.00719146,0.00000000,0.10874555,8.87053490,-0.56245685,0.00000000,8.88834858,13.13936043,0.18631330,0.00000000,13.14068127,0.01718553,912.99279785,13.13936043,0.18631330,0.00000000,13.14068127,0.52973258,0.00104469,561.68737793,-0.05246810,0.00283889,0.39818919,0.30794981,0.35332644,-0.11111961,0.00000000,-0.00000000,0.62495989,0.00000000
internalMesh,959,0.11253810,0.00715668,0.00000000,0.11276543,8.76909733,-0.56542319,-0.00000000,8.78730774,13.64187717,0.64679104,0.00000000,13.65720177,0.48464555,1689.67382812,13.64187717,0.64679104,0.00000000,13.65720177,0.53614813,0.00105267,560.53112793,0.73659337,0.00283556,0.40201345,0.31265178,0.35763112,-0.11496694,0.00000000,-0.00000000,0.63283753,0.00000000
internalMesh,960,0.11661435,0.00712149,0.00000000,0.11683160,8.66843987,-0.56562889,-0.00000000,8.68687439,13.32701206,0.66860306,0.00000000,13.34377289,0.79675901,1987.94677734,13.32701206,0.66860306,0.00000000,13.34377289,0.54223031,0.00106848,559.21258545,1.50670195,0.00283155,0.40621409,0.31658268,0.36166388,-0.11755741,0.00000000,-0.00000000,0.64019918,0.00000000
internalMesh,961,0.12073677,0.00708591,0.00000000,0.12094452,8.57038212,-0.56318778,-0.00000000,8.58886623,12.63804054,0.02312360,0.00000000,12.63806152,0.86495477,2548.64208984,12.63804054,0.02312360,0.00000000,12.63806152,0.54836375,0.00110000,558.12530518,2.25438023,0.00283659,0.41012639,0.32086247,0.36573866,-0.12103008,0.00000000,-0.00000000,0.64774179,0.00000000
internalMesh,962,0.12490588,0.00704993,0.00000000,0.12510468,8.47415829,-0.55753785,0.00000000,8.49247932,12.13847351,-0.88306367,-0.00000000,12.17055225,0.80140513,2762.49243164,12.13847351,-0.88306367,-0.00000000,12.17055225,0.55468750,0.00111149,556.86791992,2.97744107,0.00285635,0.41175511,0.32765859,0.36996135,-0.12586814,-0.00000000,0.00000000,0.65545148,0.00000000
internalMesh,963,0.12912222,0.00701354,0.00000000,0.12931256,8.37979412,-0.54939705,0.00000000,8.39778423,11.14587593,-1.77835989,0.00000000,11.28685570,0.75372332,2734.64575195,11.14587593,-1.77835989,0.00000000,11.28685570,0.56158185,0.00112594,556.26300049,3.67458081,0.00287721,0.41447794,0.33420566,0.37448034,-0.12908347,0.00000000,0.00000000,0.66361392,0.00000000
internalMesh,964,0.13338631,0.00697673,0.00000000,0.13356864,8.28829765,-0.53844410,-0.00000000,8.30576897,10.40817356,-2.75218964,0.00000000,10.76590061,0.83832037,2360.43872070,10.40817356,-2.75218964,0.00000000,10.76590061,0.56898391,0.00114728,556.30603027,4.34194469,0.00289329,0.41891429,0.33965904,0.37939444,-0.13026088,0.00000000,-0.00000000,0.67213500,0.00000000
internalMesh,965,0.13769870,0.00693951,0.00000000,0.13787345,8.19860935,-0.52435178,0.00000000,8.21535969,10.18867588,-2.71708345,0.00000000,10.54474545,1.03172541,2326.03759766,10.18867588,-2.71708345,0.00000000,10.54474545,0.57657498,0.00116644,557.49291992,4.97900581,0.00291320,0.42279729,0.34587637,0.38447636,-0.13196245,-0.00000000,0.00000000,0.68089956,0.00000000
internalMesh,966,0.14205993,0.00690187,0.00000000,0.14222749,8.11029148,-0.50943887,-0.00000000,8.12627602,9.39862156,-1.39656019,0.00000000,9.50181389,1.01479900,2198.36303711,9.39862156,-1.39656019,0.00000000,9.50181389,0.58437914,0.00118358,558.83044434,5.59035683,0.00293141,0.42616871,0.35303453,0.38955513,-0.13336469,0.00000000,-0.00000000,0.68977714,0.00000000
internalMesh,967,0.14647056,0.00686380,0.00000000,0.14663130,8.02476025,-0.49643469,0.00000000,8.04010105,8.50947189,0.21521351,0.00000000,8.51219273,0.84224975,1507.12719727,8.50947189,0.21521351,0.00000000,8.51219273,0.59257001,0.00119102,560.38391113,6.17090511,0.00293440,0.43041885,0.35985622,0.39486492,-0.13430172,-0.00000000,-0.00000000,0.69907951,0.00000000
internalMesh,968,0.15093115,0.00682530,0.00000000,0.15108540,7.94024849,-0.48415723,0.00000000,7.95499563,8.16011810,0.14518091,0.00000000,8.16140938,0.87379342,-532.49865723,8.16011810,0.14518091,0.00000000,8.16140938,0.60158426,0.00119618,566.16253662,6.70847988,0.00292956,0.43715352,0.36509129,0.40092379,-0.13438208,-0.00000000,-0.00000000,0.70936120,0.00000000
