Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,11137,0.123152,0.025238,0.000000,0.125712,0.477622,-0.000828,-0.000684,0.477623,4.190347,0.001767,0.000237,0.003859,0.000076,0.011901,4.190366,-0.048898,-0.003997,0.004496,0.049267,2.096175,0.000010,19.063791,1485813.250000,8.855659,0.861041
internalMesh,11138,0.124638,0.025239,0.000000,0.127168,0.507910,-0.000732,-0.000789,0.507911,4.029211,0.001658,0.000250,0.000872,0.000030,0.012909,4.029232,-0.049536,0.003822,0.002274,0.049735,2.015559,0.000010,19.249273,1461943.750000,8.641591,0.860035
internalMesh,11139,0.126135,0.025240,0.000000,0.128636,0.537905,-0.000681,-0.000841,0.537906,3.841650,0.001557,0.000252,-0.000800,-0.000017,0.012937,3.841672,-0.010411,-0.007475,0.000429,0.012824,1.921729,0.000010,19.434755,1438086.125000,8.372072,0.858897
internalMesh,11140,0.127644,0.025240,0.000000,0.130116,0.569018,-0.000387,-0.000826,0.569018,3.639272,0.001411,0.000244,-0.001507,-0.000049,0.012107,3.639293,-0.094042,-0.019447,-0.001021,0.096037,1.820464,0.000010,19.615282,1414244.250000,8.216196,0.857607
internalMesh,11141,0.129165,0.025241,0.000000,0.131608,0.604402,0.000112,-0.000756,0.604403,3.431028,0.001243,0.000229,-0.002115,-0.000066,0.010757,3.431046,-0.242794,-0.017004,-0.002968,0.243407,1.716250,0.000010,19.785349,1390417.375000,8.252662,0.856313
internalMesh,11142,0.130698,0.025241,0.000000,0.133113,0.644816,0.000564,-0.000646,0.644817,3.218212,0.001089,0.000209,-0.002752,-0.000072,0.009143,3.218227,-0.314214,-0.009553,-0.004538,0.314391,1.609755,0.000010,19.939953,1366617.375000,8.475705,0.855070
internalMesh,11143,0.132242,0.025242,0.000000,0.134630,0.688940,0.000816,-0.000525,0.688941,3.006222,0.000970,0.000186,-0.003246,-0.000073,0.007344,3.006233,-0.300778,0.000954,-0.004651,0.300816,1.503689,0.000010,20.075220,1342842.125000,8.974779,0.853884
internalMesh,11144,0.133799,0.025243,0.000000,0.136159,0.733464,0.000651,-0.000409,0.733465,2.799277,0.000882,0.000162,-0.003817,-0.000073,0.005355,2.799284,-0.180395,0.009893,-0.004377,0.180719,1.400160,0.000010,20.188330,1319095.125000,9.700849,0.852627
internalMesh,11145,0.135367,0.025243,0.000000,0.137701,0.774229,0.000146,-0.000299,0.774229,2.597079,0.000829,0.000140,-0.004255,-0.000064,0.003235,2.597084,0.002071,0.012824,-0.004052,0.013608,1.299024,0.000010,20.281200,1295388.250000,10.506278,0.850929
internalMesh,11146,0.136948,0.025244,0.000000,0.139255,0.808372,-0.000286,-0.000170,0.808372,2.403182,0.000765,0.000123,-0.003723,-0.000040,0.001274,2.403185,0.195532,0.012516,-0.003748,0.195968,1.202035,0.000009,20.357601,1271721.750000,11.243472,0.847903
internalMesh,11147,0.138541,0.025244,0.000000,0.140823,0.837490,-0.000436,0.000012,0.837490,2.231651,0.000690,0.000112,-0.002717,-0.000011,-0.000150,2.231653,0.387505,0.013039,-0.003077,0.387737,1.116227,0.000009,20.415987,1248099.750000,11.899411,0.844921
internalMesh,11148,0.140147,0.025245,0.000000,0.142402,0.864206,-0.000514,0.000233,0.864206,2.087432,0.000650,0.000106,-0.001692,0.000012,-0.000952,2.087433,0.560590,0.007546,-0.001788,0.560644,1.044094,0.000009,20.453012,1224531.750000,12.381197,0.842586
internalMesh,11149,0.141765,0.025246,0.000000,0.143995,0.889717,-0.000484,0.000451,0.889717,1.966316,0.000622,0.000104,-0.000672,0.000022,-0.001242,1.966317,0.638301,-0.004789,-0.000440,0.638319,0.983521,0.000009,20.471653,1201014.125000,12.616286,0.840398
internalMesh,11150,0.143395,0.025246,0.000000,0.145601,0.914929,-0.000489,0.000646,0.914930,1.869447,0.000580,0.000106,0.000553,0.000022,-0.001218,1.869448,0.587111,-0.008156,0.001212,0.587169,0.935066,0.000009,20.471895,1177555.125000,12.744394,0.838243
internalMesh,11151,0.145039,0.025247,0.000000,0.147220,0.938245,-0.000715,0.000814,0.938245,1.801420,0.000531,0.000110,0.001647,0.000021,-0.001038,1.801422,0.499259,-0.006835,0.002823,0.499314,0.901031,0.000009,20.452171,1154152.125000,12.812083,0.836000
internalMesh,11152,0.146695,0.025248,0.000000,0.148852,0.957310,-0.001033,0.000947,0.957312,1.755712,0.000500,0.000116,0.002571,0.000020,-0.000770,1.755714,0.365437,-0.015243,0.003791,0.365774,0.878164,0.000009,20.419163,1130808.375000,12.589171,0.833459
internalMesh,11153,0.148364,0.025248,0.000000,0.150497,0.972274,-0.001111,0.001041,0.972275,1.727628,0.000463,0.000123,0.003407,0.000015,-0.000469,1.727631,0.192443,-0.018202,0.003993,0.193343,0.864107,0.000009,20.378515,1107531.625000,12.098153,0.830916
internalMesh,11154,0.150045,0.025249,0.000000,0.152155,0.985801,-0.001043,0.001099,0.985802,1.712177,0.000430,0.000128,0.003945,0.000006,-0.000259,1.712181,0.090036,-0.012464,0.003665,0.090969,0.856368,0.000010,20.332369,1084322.500000,11.663748,0.828497
internalMesh,11155,0.151740,0.025250,0.000000,0.153827,0.999049,-0.001019,0.001127,0.999051,1.703249,0.000404,0.000133,0.004254,-0.000002,-0.000214,1.703255,0.055959,-0.006150,0.003224,0.056389,0.851893,0.000010,20.282129,1061184.875000,11.439172,0.826347
internalMesh,11156,0.153449,0.025250,0.000000,0.155512,1.011307,-0.001079,0.001124,1.011308,1.696568,0.000381,0.000137,0.004395,-0.000007,-0.000304,1.696574,0.081611,-0.001458,0.002879,0.081674,0.848543,0.000010,20.229395,1038121.187500,11.526359,0.824974
internalMesh,11157,0.155170,0.025251,0.000000,0.157211,1.021971,-0.001138,0.001091,1.021972,1.689814,0.000365,0.000140,0.004492,-0.000009,-0.000448,1.689820,0.151578,0.001788,0.002429,0.151608,0.845160,0.000010,20.175016,1015135.625000,11.864022,0.823915
internalMesh,11158,0.156905,0.025252,0.000000,0.158924,1.030453,-0.001133,0.001014,1.030454,1.683910,0.000352,0.000144,0.004511,-0.000007,-0.000564,1.683916,0.238141,0.003416,0.001570,0.238171,0.842203,0.000010,20.118786,992227.875000,12.311667,0.823041
internalMesh,11159,0.158653,0.025252,0.000000,0.160650,1.036934,-0.001179,0.000874,1.036935,1.679606,0.000335,0.000149,0.004347,0.000000,-0.000586,1.679612,0.332273,0.003740,0.000474,0.332294,0.840045,0.000009,20.060270,969394.812500,12.762204,0.821902
internalMesh,11160,0.160415,0.025253,0.000000,0.162390,1.039412,-0.001427,0.000648,1.039413,1.676168,0.000315,0.000156,0.004054,0.000011,-0.000452,1.676173,0.430075,0.003125,-0.000527,0.430086,0.838320,0.000009,19.999578,946636.687500,13.181794,0.819941
internalMesh,11161,0.162190,0.025254,0.000000,0.164145,1.035652,-0.002377,0.000346,1.035655,1.672888,0.000316,0.000165,0.003636,0.000027,-0.000223,1.672892,0.514435,0.002252,-0.001180,0.514441,0.836684,0.000009,19.940434,923964.937500,13.552854,0.815246
internalMesh,11162,0.163980,0.025254,0.000000,0.165913,1.017826,-0.003547,0.000051,1.017832,1.658445,0.000378,0.000169,0.003792,0.000041,0.000289,1.658449,0.565343,0.000922,-0.001333,0.565345,0.829495,0.000009,19.892956,901398.937500,13.845708,0.804336
internalMesh,11163,0.165783,0.025255,0.000000,0.167696,0.982991,-0.002847,-0.000141,0.982995,1.656680,0.000339,0.000161,0.004922,-0.000007,0.001046,1.656688,0.576452,-0.000887,-0.001089,0.576454,0.828590,0.000009,19.865265,878956.812500,14.074012,0.786648
internalMesh,11164,0.167600,0.025256,0.000000,0.169493,0.959066,-0.001093,-0.000251,0.959067,1.676404,0.000335,0.000148,0.004724,-0.000050,0.001150,1.676411,0.558540,-0.002654,-0.000193,0.558546,0.838444,0.000009,19.843737,856656.750000,14.221545,0.775357
internalMesh,11165,0.169432,0.025257,0.000000,0.171304,0.952917,-0.000703,-0.000297,0.952917,1.696898,0.000317,0.000134,0.005131,-0.000013,0.000891,1.696906,0.522637,-0.004970,0.001012,0.522662,0.848675,0.000009,19.805531,834500.250000,14.283127,0.768213
internalMesh,11166,0.171278,0.025257,0.000000,0.173130,0.949705,-0.001083,-0.000285,0.949706,1.730481,0.000263,0.000122,0.005657,0.000022,0.000964,1.730490,0.482482,-0.005983,0.001840,0.482523,0.865433,0.000009,19.755728,812477.625000,14.256202,0.757107
internalMesh,11167,0.173138,0.025258,0.000000,0.174970,0.948460,-0.001043,-0.000225,0.948460,1.767853,0.000216,0.000115,0.005403,0.000019,0.000963,1.767861,0.460776,-0.005095,0.002174,0.460809,0.884092,0.000010,19.702431,790582.625000,14.161940,0.748967
internalMesh,11168,0.175012,0.025259,0.000000,0.176825,0.951062,-0.000951,-0.000104,0.951062,1.807208,0.000206,0.000112,0.005270,0.000020,0.000816,1.807216,0.460884,-0.003344,0.002392,0.460903,0.903763,0.000010,19.639940,768816.937500,14.074019,0.743081
internalMesh,11169,0.176901,0.025260,0.000000,0.178695,0.953772,-0.001053,0.000085,0.953773,1.856378,0.000213,0.000112,0.005432,0.000028,0.000748,1.856387,0.475227,-0.002039,0.002705,0.475239,0.928352,0.000010,19.570082,747185.187500,14.020152,0.739101
internalMesh,11170,0.178805,0.025260,0.000000,0.180580,0.955983,-0.001267,0.000324,0.955983,1.912605,0.000223,0.000114,0.005522,0.000035,0.000843,1.912613,0.495562,-0.001822,0.003151,0.495575,0.956471,0.000010,19.494999,725695.937500,13.995898,0.734336
internalMesh,11171,0.180723,0.025261,0.000000,0.182480,0.956878,-0.001542,0.000582,0.956879,1.970614,0.000233,0.000119,0.005402,0.000038,0.001139,1.970622,0.513039,-0.002628,0.003538,0.513058,0.985483,0.000010,19.418890,704358.000000,14.011746,0.727405
internalMesh,11172,0.182657,0.025262,0.000000,0.184395,0.954702,-0.001845,0.000830,0.954704,2.021377,0.000245,0.000126,0.004954,0.000034,0.001616,2.021384,0.525151,-0.002890,0.003753,0.525173,1.010874,0.000010,19.347160,683184.437500,14.014982,0.721011
internalMesh,11173,0.184605,0.025263,0.000000,0.186326,0.949098,-0.002106,0.001048,0.949100,2.054992,0.000261,0.000135,0.004195,0.000024,0.002189,2.054998,0.541904,-0.003160,0.004034,0.541928,1.027694,0.000010,19.286474,662185.875000,14.096172,0.716156
internalMesh,11174,0.186569,0.025263,0.000000,0.188272,0.937944,-0.002361,0.001211,0.937948,2.063077,0.000284,0.000146,0.003296,0.000010,0.002712,2.063082,0.564449,-0.003095,0.004351,0.564475,1.031754,0.000011,19.241945,641371.812500,14.295760,0.713539
internalMesh,11175,0.188548,0.025264,0.000000,0.190233,0.922438,-0.002543,0.001296,0.922442,2.045754,0.000314,0.000157,0.002583,-0.000008,0.003005,2.045758,0.582589,-0.002035,0.004422,0.582609,1.023112,0.000011,19.216228,620748.125000,14.661544,0.713647
internalMesh,11176,0.190542,0.025265,0.000000,0.192210,0.900178,-0.002713,0.001283,0.900183,2.011779,0.000341,0.000165,0.002455,-0.000022,0.002956,2.011782,0.592690,-0.000043,0.004273,0.592705,1.006142,0.000010,19.206591,600314.312500,15.116343,0.714203
internalMesh,11177,0.192552,0.025266,0.000000,0.194203,0.875435,-0.002613,0.001185,0.875439,1.981559,0.000348,0.000168,0.002978,-0.000029,0.002612,1.981563,0.620352,0.001605,0.004217,0.620368,0.991037,0.000010,19.208561,580081.312500,15.550856,0.712935
internalMesh,11178,0.194577,0.025267,0.000000,0.196211,0.846532,-0.002538,0.001039,0.846537,1.968459,0.000345,0.000166,0.003490,-0.000032,0.002125,1.968463,0.677491,0.003370,0.004419,0.677514,0.984485,0.000010,19.212616,560059.187500,16.031290,0.712339
internalMesh,11179,0.196619,0.025267,0.000000,0.198235,0.816599,-0.002296,0.000910,0.816602,1.984918,0.000350,0.000160,0.003846,-0.000033,0.001520,1.984923,0.753605,0.004597,0.003954,0.753629,0.992714,0.000010,19.216768,540257.500000,16.497307,0.710173
internalMesh,11180,0.198676,0.025268,0.000000,0.200276,0.787493,-0.002909,0.000845,0.787499,2.014922,0.000379,0.000153,0.003341,-0.000023,0.000948,2.014925,0.845448,0.001034,0.003059,0.845454,1.007727,0.000010,19.220289,520690.625000,16.710186,0.706208
internalMesh,11181,0.200749,0.025269,0.000000,0.202333,0.732156,-0.003137,0.000750,0.732163,2.042040,0.000409,0.000146,0.002102,-0.000009,0.000700,2.042041,0.800297,-0.006708,0.001904,0.800327,1.021298,0.000010,19.241762,501378.281250,16.592869,0.702447
internalMesh,11182,0.202838,0.025270,0.000000,0.204406,0.707080,-0.007071,0.000658,0.707115,2.005141,0.000455,0.000136,-0.002277,0.000007,0.000537,2.005143,0.598069,-0.015445,0.000173,0.598269,1.002866,0.000009,19.315319,482351.781250,16.257099,0.702058
internalMesh,11183,0.204943,0.025271,0.000000,0.206495,0.497555,-0.000639,0.000649,0.497556,1.766565,0.000443,0.000122,-0.007947,0.000012,0.000343,1.766583,0.252843,-0.008462,-0.000815,0.252985,0.883565,0.000008,19.480345,463716.031250,15.946762,0.699137
internalMesh,11184,0.124886,0.000539,0.000000,0.124888,6.752854,-0.418627,0.002040,6.765818,4.795750,8.795977,0.000422,-0.612758,0.020287,0.013069,10.037155,7.776601,-0.846256,0.001735,7.822511,6.796075,0.000003,11.656412,1455666.750000,0.701656,0.920150
internalMesh,11185,0.125885,0.000543,0.000000,0.125886,6.700224,-0.386971,0.002057,6.711390,4.548884,8.882579,0.000411,-0.689788,0.019281,0.012301,10.003444,7.720360,-0.733690,0.000892,7.755144,6.715936,0.000003,11.743836,1431822.875000,1.444802,0.919482
internalMesh,11186,0.166085,0.000647,0.000000,0.166086,5.951136,-0.014148,0.001792,5.951153,2.100953,6.709345,0.000415,-0.245685,0.013821,0.005192,7.034906,6.625915,-0.220357,0.000229,6.629578,4.405357,0.000004,13.356223,874196.812500,4.234354,0.898375
internalMesh,11187,0.167600,0.000489,0.000000,0.167601,5.961816,-0.005274,0.001443,5.961818,2.058542,6.677529,0.000418,-0.207789,0.014323,0.004512,6.990736,6.632866,-0.073799,0.000319,6.633276,4.368245,0.000004,13.441793,851970.312500,4.176336,0.896993
internalMesh,11188,0.168635,0.000655,0.000000,0.168636,5.976853,0.005302,0.001114,5.976855,2.042261,6.661573,0.000422,-0.167273,0.014725,0.003622,6.969619,6.640426,0.063959,0.000201,6.640734,4.352128,0.000004,13.532243,829863.687500,4.311471,0.895511
internalMesh,11189,0.032011,0.000754,0.000000,0.032019,8.270916,-0.742944,-0.002321,8.304217,4.978713,8.739060,0.000610,-2.197635,-0.010700,0.006056,10.295073,8.093940,-0.438121,-0.010425,8.105796,6.859192,0.000002,-17.807751,3332570.500000,-28.161066,0.939108
internalMesh,11190,0.032269,0.000756,0.000000,0.032278,8.288670,-0.811035,-0.002322,8.328255,4.973359,8.766175,0.000608,-2.157587,-0.010782,0.005998,10.307059,8.042422,-0.556350,-0.009957,8.061648,6.870071,0.000002,-17.862377,3313524.250000,-28.099154,0.937317
internalMesh,11191,0.039227,0.000801,0.000000,0.039236,8.367096,-1.299364,-0.002126,8.467387,4.977510,8.828994,0.000595,-1.859486,-0.011252,0.004992,10.304590,8.261641,-1.223551,-0.014004,8.351765,6.903550,0.000002,-16.328518,3158151.500000,-25.011843,0.979765
internalMesh,11192,0.039644,0.000804,0.000000,0.039652,8.380260,-1.347782,-0.002034,8.487948,4.978565,8.849337,0.000592,-1.783474,-0.011215,0.004726,10.309113,8.310760,-1.247949,-0.014515,8.403946,6.914247,0.000002,-15.958463,3138337.250000,-24.625210,0.981528
internalMesh,11193,0.079098,0.001059,0.000000,0.079105,7.796217,-1.843863,0.002397,8.011294,6.488574,7.471052,0.000208,-3.392922,0.001874,0.006443,10.460887,8.568713,-1.810422,0.002440,8.757881,6.979917,0.000002,8.090255,2279633.500000,-6.582051,0.956716
internalMesh,11194,0.079859,0.001065,0.000000,0.079866,7.775183,-1.815547,0.002462,7.984340,6.448763,7.484315,0.000200,-3.335363,0.002428,0.006863,10.427187,8.577224,-1.861397,0.001569,8.776877,6.966640,0.000002,8.596815,2256734.750000,-6.280278,0.952729
internalMesh,11195,0.124886,0.001084,0.000000,0.124891,6.659406,-0.391368,0.001758,6.670897,4.604034,8.881212,0.000445,-0.414548,0.022169,0.012628,10.012271,7.639784,-0.813551,0.001072,7.682979,6.742846,0.000003,11.499888,1455624.500000,0.344049,0.920700
internalMesh,11196,0.125885,0.001087,0.000000,0.125889,6.598943,-0.358229,0.001807,6.608659,4.329686,8.953027,0.000432,-0.479519,0.021117,0.011798,9.956575,7.573874,-0.701718,0.000162,7.606311,6.641572,0.000003,11.601663,1431778.000000,1.075101,0.920358
internalMesh,11197,0.146972,0.001498,0.000000,0.146979,5.966745,-0.098339,0.003234,5.967556,2.521121,7.931592,0.000394,-0.563390,0.011403,0.007104,8.341690,6.843461,-0.334315,0.007948,6.851627,5.226553,0.000004,12.680875,1125067.250000,6.742523,0.916038
internalMesh,11198,0.148084,0.001507,0.000000,0.148092,5.940523,-0.087178,0.003268,5.941164,2.502227,7.844620,0.000407,-0.545318,0.011763,0.006969,8.252076,6.761554,-0.335909,0.007541,6.769897,5.173627,0.000004,12.731856,1101853.375000,6.896850,0.919802
internalMesh,11199,0.166085,0.001298,0.000000,0.166090,5.788905,-0.017551,0.001480,5.788931,1.882540,6.762450,0.000440,-0.328164,0.016538,0.004307,7.027280,6.420097,-0.211802,-0.000708,6.423590,4.322715,0.000004,13.256977,874131.437500,3.893264,0.899677
internalMesh,11200,0.167600,0.001469,0.000000,0.167607,5.799859,-0.011500,0.001117,5.799870,1.805594,6.728970,0.000445,-0.319195,0.017184,0.003742,6.974339,6.423793,-0.066273,-0.000641,6.424135,4.267504,0.000004,13.335033,851907.312500,3.806014,0.898360
internalMesh,11201,0.168635,0.001311,0.000000,0.168640,5.815713,-0.003630,0.000785,5.815714,1.750156,6.713002,0.000449,-0.305639,0.017663,0.002984,6.944147,6.428654,0.067073,-0.000751,6.429004,4.231803,0.000004,13.415785,829803.312500,3.914035,0.897164
internalMesh,11202,0.032011,0.001071,0.000000,0.032028,8.510633,-0.752812,-0.002340,8.543864,4.989227,8.283977,0.000604,-2.110251,-0.010983,0.005683,9.897978,8.351870,-0.396832,-0.009744,8.361298,6.636904,0.000002,-17.018164,3334381.000000,-27.384159,0.939975
internalMesh,11203,0.032269,0.001073,0.000000,0.032287,8.531760,-0.819040,-0.002338,8.570984,4.997340,8.317813,0.000602,-2.073388,-0.011067,0.005648,9.922626,8.312652,-0.520778,-0.009305,8.328954,6.657877,0.000002,-17.077291,3315256.500000,-27.421110,0.939831
internalMesh,11204,0.039227,0.001135,0.000000,0.039244,8.610594,-1.302946,-0.002111,8.708616,5.105678,8.392250,0.000593,-1.838797,-0.011396,0.004707,9.993955,8.629733,-1.253570,-0.014636,8.720318,6.749261,0.000002,-15.643277,3159316.750000,-24.382280,0.982832
internalMesh,11205,0.039644,0.001139,0.000000,0.039660,8.617855,-1.352149,-0.002031,8.723288,5.121482,8.404192,0.000591,-1.785724,-0.011340,0.004508,10.002449,8.666372,-1.272453,-0.015091,8.759302,6.763132,0.000002,-15.287602,3139445.250000,-23.970650,0.984210
internalMesh,11206,0.051503,0.001431,0.000000,0.051523,8.503449,-1.827590,-0.000173,8.697628,5.660661,7.366224,0.000607,-1.108796,-0.008794,0.001551,9.355952,8.784046,-1.153443,0.004416,8.859453,6.513746,0.000002,-9.127011,2873480.000000,-22.159924,0.978536
internalMesh,11207,0.051967,0.001436,0.000000,0.051987,8.476023,-1.859367,-0.000107,8.677569,5.760703,7.222628,0.000606,-1.208730,-0.008740,0.001667,9.317358,8.831310,-1.239481,0.003432,8.917868,6.491968,0.000002,-8.543468,2852445.750000,-21.904444,0.976959
internalMesh,11208,0.079098,0.001494,0.000000,0.079112,7.867450,-1.829232,0.002245,8.077305,6.601113,7.122132,0.000196,-3.446669,0.001326,0.005886,10.304320,8.711295,-1.805220,0.002195,8.896375,6.861721,0.000002,8.337637,2279667.500000,-6.225064,0.955309
internalMesh,11209,0.079859,0.001500,0.000000,0.079873,7.839311,-1.798959,0.002285,8.043076,6.522188,7.126121,0.000189,-3.360954,0.001910,0.006250,10.228225,8.708548,-1.855283,0.001411,8.903981,6.824249,0.000002,8.821142,2256767.000000,-5.942839,0.952882
internalMesh,11210,0.146972,0.002104,0.000000,0.146987,5.812600,-0.084627,0.003069,5.813217,2.542196,7.865295,0.000416,-0.558863,0.012142,0.005853,8.284814,6.689478,-0.306587,0.008426,6.696506,5.203953,0.000004,12.706774,1125018.500000,6.600231,0.916307
internalMesh,11211,0.148084,0.002113,0.000000,0.148099,5.784481,-0.073845,0.003082,5.784953,2.533299,7.781985,0.000431,-0.542385,0.012509,0.005729,8.201906,6.591210,-0.303817,0.008099,6.598213,5.157857,0.000004,12.753544,1101806.375000,6.761791,0.920301
internalMesh,11212,0.024441,0.001626,0.000000,0.024495,8.484689,-0.171722,-0.001906,8.486426,5.047027,7.316540,0.000557,-2.282159,-0.009231,0.003145,9.176742,8.718521,0.386554,-0.002577,8.727087,6.182062,0.000002,-12.212317,3524359.500000,-19.906641,0.940269
internalMesh,11213,0.024919,0.001634,0.000000,0.024973,8.521094,-0.218771,-0.001997,8.523903,5.051216,7.382470,0.000567,-2.256277,-0.009657,0.003295,9.225320,8.708542,0.378746,-0.003515,8.716775,6.217127,0.000002,-12.854188,3505861.000000,-20.646564,0.939696
internalMesh,11214,0.051503,0.001809,0.000000,0.051535,8.682963,-1.807899,-0.000247,8.869180,5.890642,7.041933,0.000595,-1.079097,-0.008783,0.001230,9.244080,9.093705,-1.182085,0.004617,9.170214,6.466585,0.000002,-8.502892,2873981.000000,-21.548071,0.985477
internalMesh,11215,0.051967,0.001815,0.000000,0.051998,8.655360,-1.839063,-0.000177,8.848582,6.017691,6.907186,0.000591,-1.178859,-0.008641,0.001227,9.236428,9.148484,-1.259684,0.003724,9.234803,6.462734,0.000002,-7.924058,2852909.500000,-21.262880,0.982003
internalMesh,11216,0.086292,0.002482,0.000000,0.086327,7.748372,-1.618285,0.002444,7.915562,6.587823,6.744565,0.000162,-2.881162,0.003372,0.007977,9.858485,8.788339,-2.065977,-0.001556,9.027910,6.666275,0.000002,10.819180,2141436.500000,-4.052678,0.964116
internalMesh,11217,0.086690,0.002488,0.000000,0.086726,7.719127,-1.582607,0.002566,7.879694,6.672226,6.716229,0.000161,-2.780605,0.003375,0.008796,9.867025,8.789315,-2.064903,-0.001899,9.028615,6.694308,0.000002,11.059292,2118217.500000,-3.750391,0.964570
internalMesh,11218,0.093420,0.002581,0.000000,0.093456,7.593236,-1.390600,0.003215,7.719522,7.475924,6.620148,0.000216,-2.252096,0.003549,0.015688,10.236600,8.720877,-1.780555,-0.000898,8.900790,7.048144,0.000002,11.611448,2001448.250000,-2.291131,0.959407
internalMesh,11219,0.094046,0.002590,0.000000,0.094082,7.562179,-1.345388,0.003285,7.680926,7.611755,6.574544,0.000249,-2.064393,0.004579,0.017341,10.267692,8.695120,-1.728131,-0.000217,8.865188,7.093274,0.000002,11.607161,1977970.625000,-1.944349,0.959732
internalMesh,11220,0.101097,0.002813,0.000000,0.101136,7.366834,-1.111033,0.003351,7.450144,7.635350,6.763635,0.000385,-1.021017,0.010715,0.022156,10.251264,8.370327,-1.536793,0.001207,8.510236,7.199685,0.000002,11.299269,1860073.625000,-0.104915,0.959514
internalMesh,11221,0.101752,0.002823,0.000000,0.101791,7.324677,-1.065750,0.003375,7.401805,7.551445,6.892527,0.000389,-0.857400,0.011224,0.021898,10.259970,8.292812,-1.543826,0.001555,8.435291,7.222180,0.000002,11.200313,1836408.625000,0.189156,0.959641
internalMesh,11222,0.130954,0.003100,0.000000,0.130991,6.131192,-0.200791,0.001638,6.134480,3.282227,8.828393,0.000436,-0.226630,0.019477,0.008012,9.421536,7.049821,-0.426074,-0.002271,7.062685,6.055528,0.000003,11.861846,1360321.500000,2.463405,0.912800
internalMesh,11223,0.131984,0.003116,0.000000,0.132021,6.066103,-0.174790,0.001793,6.068621,3.139111,8.710708,0.000427,-0.273209,0.018202,0.007735,9.263124,7.000547,-0.361796,-0.001694,7.009891,5.925122,0.000003,11.999043,1336570.875000,2.879546,0.911058
internalMesh,11224,0.166487,0.003592,0.000000,0.166526,5.447421,-0.025879,0.000615,5.447483,1.963221,6.715657,0.000478,-0.427323,0.020886,0.001967,7.009802,5.944727,-0.198315,-0.002740,5.948034,4.339678,0.000004,13.282454,874093.625000,3.566756,0.901160
internalMesh,11225,0.167296,0.003604,0.000000,0.167335,5.458554,-0.026465,0.000256,5.458618,1.808014,6.683360,0.000485,-0.462277,0.021735,0.001737,6.939048,5.953229,-0.054650,-0.002762,5.953481,4.245929,0.000004,13.342760,851876.250000,3.442056,0.899396
internalMesh,11226,0.181044,0.003793,0.000000,0.181084,5.613828,0.038603,-0.000778,5.613960,1.076319,6.801734,0.000434,-0.177894,0.017991,-0.001161,6.888688,6.021066,0.504609,0.000565,6.042174,3.939243,0.000004,13.514040,700036.750000,7.556231,0.895330
internalMesh,11227,0.182333,0.003813,0.000000,0.182373,5.630798,0.053308,-0.000726,5.631051,1.047680,6.769504,0.000417,-0.107325,0.017096,-0.001172,6.850958,6.002343,0.519142,0.002760,6.024752,3.908801,0.000004,13.495380,678941.625000,8.208561,0.894826
internalMesh,11228,0.024441,0.001955,0.000000,0.024519,8.895018,-0.182140,-0.001823,8.896882,5.188134,6.842449,0.000544,-1.942640,-0.008817,0.002844,8.803964,9.131103,0.404401,-0.002097,9.140054,6.015564,0.000002,-11.447633,3527361.750000,-19.064692,0.961459
internalMesh,11229,0.024919,0.001962,0.000000,0.024997,8.916346,-0.231099,-0.001910,8.919340,5.224779,6.894790,0.000552,-1.935792,-0.009285,0.002883,8.864752,9.135070,0.394692,-0.002963,9.143593,6.060060,0.000002,-12.067054,3508728.500000,-19.802032,0.960313
internalMesh,11230,0.086292,0.002836,0.000000,0.086338,7.792005,-1.600931,0.002230,7.954767,6.702034,6.509718,0.000155,-2.899371,0.003044,0.007602,9.782643,8.906964,-2.062202,-0.001574,9.142576,6.605953,0.000002,10.884727,2141426.750000,-3.934402,0.964862
internalMesh,11231,0.086690,0.002842,0.000000,0.086737,7.763007,-1.566169,0.002353,7.919417,6.820143,6.513758,0.000155,-2.799750,0.003076,0.008550,9.837789,8.894086,-2.064042,-0.001876,9.130445,6.667028,0.000002,11.091599,2118206.750000,-3.699909,0.965166
internalMesh,11232,0.093420,0.003071,0.000000,0.093471,7.627805,-1.373347,0.002982,7.750451,7.722150,6.490336,0.000229,-2.181911,0.004128,0.016093,10.320711,8.793481,-1.771525,-0.001042,8.970151,7.106358,0.000002,11.461558,2001438.625000,-2.518015,0.959546
internalMesh,11233,0.094046,0.003081,0.000000,0.094097,7.588929,-1.325415,0.003041,7.703803,7.821922,6.448703,0.000267,-1.940634,0.005388,0.017839,10.321562,8.755589,-1.718285,-0.000355,8.922604,7.135445,0.000002,11.427282,1977960.750000,-2.192580,0.959555
internalMesh,11234,0.101097,0.003195,0.000000,0.101147,7.355696,-1.087478,0.003111,7.435649,7.635146,6.779778,0.000393,-0.784172,0.011750,0.021884,10.240917,8.359420,-1.491459,0.001369,8.491428,7.207658,0.000002,11.016564,1860073.875000,-0.237797,0.959710
